Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,AA_ID
12246,12AA,1437.1,2.229,-0.209,-0.209,ALA
12247,12AA,1437.9,2.296,0.431,0.431,ALA
12248,12AA,1437.9,2.072,-0.013,-0.013,ALA
12255,12AA,1461.5,2.27,-1.073,-1.073,ALA
12262,12AA,1473.7,2.392,-0.82,-0.82,ALA
12269,12AA,1480.3,2.469,-1.21,-1.21,ALA
12270,12AA,1479.7,2.438,-2.058,-2.058,ALA
12246,12AA,2074.5,1.863,-10.348,-10.348,ASP
12247,12AA,2075.6,1.967,-9.618,-9.618,ASP
12248,12AA,2075.4,1.805,-9.661,-9.661,ASP
12255,12AA,2108,2.011,-11.325,-11.325,ASP
12262,12AA,2124.3,2.08,-10.468,-10.468,ASP
12269,12AA,2132.8,2.26,-10.334,-10.334,ASP
12270,12AA,2132.4,2.23,-9.89,-9.89,ASP
12246,12AA,2253.4,1.742,-2.377,-2.377,GLU
12247,12AA,2254.3,1.715,-2.844,-2.844,GLU
12248,12AA,2254.1,1.579,-1.803,-1.803,GLU
12255,12AA,2277.3,1.898,-1.638,-1.638,GLU
12262,12AA,2289,1.973,-2.797,-2.797,GLU
12269,12AA,2295.4,2.035,-2.97,-2.97,GLU
12270,12AA,2294.8,2.014,-2.363,-2.363,GLU
12246,12AA,1503.5,2.406,2.988,2.988,GLY
12247,12AA,1504.4,2.561,4.093,4.093,GLY
12248,12AA,1504.4,2.303,3.994,3.994,GLY
12255,12AA,1528.2,2.533,2.959,2.959,GLY
12262,12AA,1540.7,2.614,2.739,2.739,GLY
12269,12AA,1547.6,2.636,3.244,3.244,GLY
12270,12AA,1547,2.603,1.443,1.443,GLY
12246,12AA,1654.2,1.767,-1.124,-1.124,ILE
12247,12AA,1655.3,2.033,-1.617,-1.617,ILE
12248,12AA,1655.1,1.889,-0.097,-0.097,ILE
12255,12AA,1681.6,2.043,-1.874,-1.874,ILE
12262,12AA,1695.8,2.148,-1.941,-1.941,ILE
12269,12AA,1703.8,2.222,-0.649,-0.649,ILE
12270,12AA,1703.4,2.201,-2.248,-2.248,ILE
12246,12AA,1696.9,0.974,15.549,15.549,NLE
12247,12AA,1697.9,1.139,15.453,15.453,NLE
12248,12AA,1697.9,1.032,15.131,15.131,NLE
12255,12AA,1726.5,1.123,14.637,14.637,NLE
12262,12AA,1742,1.17,15.715,15.715,NLE
12269,12AA,1750.8,1.206,14.244,14.244,NLE
12270,12AA,1750.2,1.2,14.233,14.233,NLE
12246,12AA,2346.2,2.032,4.138,4.138,PHE
12247,12AA,2347.1,2.003,4.405,4.405,PHE
12248,12AA,2346.9,1.877,3.363,3.363,PHE
12255,12AA,2368.6,2.147,3.216,3.216,PHE
