Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,AA_ID
9026,SM_19982,1283.7,2.401,22.695,22.695,ALA
9027,SM_19982,1283.3,2.39,22.21,22.21,ALA
9025,SM_19982,1815.4,2.053,24.902,24.902,ASP
9026,SM_19982,1816.2,2.059,25.195,25.195,ASP
9027,SM_19982,1815.8,2.05,25.35,25.35,ASP
9025,SM_19982,2081.2,2.572,27.587,27.587,GLU
9026,SM_19982,2082.1,2.579,28.175,28.175,GLU
9027,SM_19982,2081.6,2.556,27.745,27.745,GLU
9025,SM_19982,1355.4,7.244,7.457,7.457,GLY
9026,SM_19982,1356.2,7.19,7.882,7.882,GLY
9027,SM_19982,1355.8,7.15,7.846,7.846,GLY
9025,SM_19982,1479.3,1.952,24.011,24.011,LEU
9026,SM_19982,1480.1,1.935,23.647,23.647,LEU
9027,SM_19982,1479.7,1.906,23.769,23.769,LEU
9025,SM_19982,1538.9,0.725,12.632,12.632,NLE
9026,SM_19982,1539.7,0.72,13.435,13.435,NLE
9027,SM_19982,1539.3,0.715,13.404,13.404,NLE
9025,SM_19982,1731.6,0.724,30.905,30.905,PRO
9026,SM_19982,1732.4,0.722,33.186,33.186,PRO
9027,SM_19982,1732,0.724,29.537,29.537,PRO
9025,SM_19982,1408.9,1.102,27.936,27.936,VAL
9026,SM_19982,1409.9,1.087,26.472,26.472,VAL
9027,SM_19982,1409.5,1.078,25.996,25.996,VAL
9036,SM_16056,1285.4,6.246,24.526,24.526,ALA
9037,SM_16056,1285.1,6.131,24.013,24.013,ALA
9038,SM_16056,1285.8,5.941,24.109,24.109,ALA
9036,SM_16056,1821.4,4.597,23.883,23.883,ASP
9037,SM_16056,1821.4,4.49,23.818,23.818,ASP
9038,SM_16056,1845.5,2.168,20.685,20.685,ASP
9036,SM_16056,2087.1,5.344,27.423,27.423,GLU
9037,SM_16056,2087.1,5.115,27.279,27.279,GLU
9038,SM_16056,2102.3,0.612,34.424,34.424,GLU
9036,SM_16056,1360.8,19.814,9.472,9.472,GLY
9037,SM_16056,1360.6,19.648,9.421,9.421,GLY
9038,SM_16056,1361,19.183,9.467,9.467,GLY
9036,SM_16056,1481.2,3.685,27.243,27.243,LEU
9037,SM_16056,1481,3.618,26.797,26.797,LEU
9038,SM_16056,1481.6,3.5,26.771,26.771,LEU
9036,SM_16056,1539.9,1.288,13.041,13.041,NLE
9037,SM_16056,1539.7,1.229,12.856,12.856,NLE
9038,SM_16056,1540.3,1.189,13.099,13.099,NLE
9036,SM_16056,1731.4,0.458,22.713,22.713,PRO
9037,SM_16056,1731.1,0.43,22.555,22.555,PRO
9038,SM_16056,1779.4,0.829,-28.196,-28.196,PRO
9036,SM_16056,1410.5,2.251,27.717,27.717,VAL
9037,SM_16056,1410.3,2.189,28.225,28.225,VAL
9038,SM_16056,1411,2.817,25.748,25.748,VAL
9018,SM_15316,1285.8,5.282,21.354,21.354,ALA
9019,SM_15316,1285.4,5.261,20.851,20.851,ALA
9020,SM_15316,1285.4,5.186,21.107,21.107,ALA
9018,SM_15316,1820,3.697,22.675,22.675,ASP
9019,SM_15316,1819.3,3.602,22.387,22.387,ASP
9020,SM_15316,1819.6,3.522,21.989,21.989,ASP
9018,SM_15316,2086.4,4.549,25.441,25.441,GLU
9019,SM_15316,2085.8,4.491,25.449,25.449,GLU
9020,SM_15316,2085.8,4.395,24.694,24.694,GLU
9018,SM_15316,1359.8,13.765,10.467,10.467,GLY
9019,SM_15316,1359.1,13.511,10.04,10.04,GLY
9020,SM_15316,1359.1,13.305,10.108,10.108,GLY
9018,SM_15316,1481.6,3.173,24.662,24.662,LEU
9019,SM_15316,1481.2,3.114,23.832,23.832,LEU
9020,SM_15316,1481.2,3.044,23.29,23.29,LEU
9018,SM_15316,1540.7,1.257,13.16,13.16,NLE
9019,SM_15316,1540.1,1.225,12.863,12.863,NLE
9020,SM_15316,1540.3,1.178,12.587,12.587,NLE
9018,SM_15316,1733.7,1.035,25.848,25.848,PRO
9019,SM_15316,1733.2,1.023,24.174,24.174,PRO
9020,SM_15316,1733.2,0.999,24.35,24.35,PRO
9018,SM_15316,1411.6,2.485,25.881,25.881,VAL
9019,SM_15316,1411,2.442,26.579,26.579,VAL
9020,SM_15316,1411.2,2.385,25.676,25.676,VAL
9039,SM_15209,1284.7,4.235,23.238,23.238,ALA
9040,SM_15209,1284.3,3.967,23.077,23.077,ALA
9041,SM_15209,1284.5,4.008,22.949,22.949,ALA
9039,SM_15209,1818.3,2.794,26.107,26.107,ASP
9040,SM_15209,1817.7,2.607,24.919,24.919,ASP
9041,SM_15209,1817.9,2.611,25.666,25.666,ASP
9039,SM_15209,2083.1,2.83,27.418,27.418,GLU
9040,SM_15209,2082.5,2.62,28.737,28.737,GLU
9041,SM_15209,2082.7,2.599,28.916,28.916,GLU
9039,SM_15209,1357,9.628,10.128,10.128,GLY
9040,SM_15209,1356.6,9.022,10.384,10.384,GLY
9041,SM_15209,1356.8,9.081,10.071,10.071,GLY
9039,SM_15209,1480.6,2.677,27.223,27.223,LEU
9040,SM_15209,1480.3,2.494,27.602,27.602,LEU
9041,SM_15209,1480.6,2.504,26.576,26.576,LEU
9039,SM_15209,1539.7,0.928,13.196,13.196,NLE
9040,SM_15209,1539.3,0.867,13.893,13.893,NLE
9041,SM_15209,1539.5,0.865,13.637,13.637,NLE
9039,SM_15209,1735.1,1.746,26.397,26.397,PRO
9040,SM_15209,1734.7,1.6,25.344,25.344,PRO
9041,SM_15209,1734.7,1.627,26.447,26.447,PRO
9039,SM_15209,1410.5,2.29,28.373,28.373,VAL
9040,SM_15209,1410.3,2.125,28.565,28.565,VAL
9041,SM_15209,1410.5,2.133,29.303,29.303,VAL
9012,12AA,1284.5,1.701,0.604,0.604,ALA
9014,12AA,1284.7,3.178,-1.033,-1.033,ALA
9021,12AA,1284.7,3.244,-0.581,-0.581,ALA
9028,12AA,1284.7,3.258,-1.521,-1.521,ALA
9035,12AA,1284.3,3.398,-1.4,-1.4,ALA
9042,12AA,1283.7,2.981,-1.633,-1.633,ALA
9043,12AA,1283.9,3.001,-1.534,-1.534,ALA
9012,12AA,1847.4,3.349,0.25,0.25,ASP
9014,12AA,1848,3.216,0.288,0.288,ASP
9021,12AA,1847.8,3.557,0.45,0.45,ASP
9028,12AA,1848,3.551,0.067,0.067,ASP
9035,12AA,1848.2,3.698,1.149,1.149,ASP
9042,12AA,1847.6,3.385,-0.177,-0.177,ASP
9043,12AA,1848,3.374,-0.366,-0.366,ASP
9012,12AA,2081.8,2.689,-3.472,-3.472,GLU
9014,12AA,2082.1,2.39,-2.67,-2.67,GLU
9021,12AA,2082.1,2.779,-2.113,-2.113,GLU
9028,12AA,2082.1,2.819,-2.119,-2.119,GLU
9035,12AA,2082.3,2.955,-2.485,-2.485,GLU
9042,12AA,2081.6,2.564,-2.617,-2.617,GLU
9043,12AA,2082.1,2.583,-2.133,-2.133,GLU
9012,12AA,1504,2.632,-1.391,-1.391,ILE
9014,12AA,1504.2,3.166,-1.902,-1.902,ILE
9021,12AA,1504,3.269,-2.159,-2.159,ILE
9028,12AA,1504,3.288,-2.553,-2.553,ILE
9035,12AA,1503.8,3.468,-2.38,-2.38,ILE
9042,12AA,1503.1,3.027,-2.629,-2.629,ILE
9043,12AA,1503.3,3.035,-2.463,-2.463,ILE
9012,12AA,1540.7,1.436,14.554,14.554,NLE
9014,12AA,1541.2,1.915,13.14,13.14,NLE
9021,12AA,1541,1.955,14.64,14.64,NLE
9028,12AA,1541,1.965,13.774,13.774,NLE
9035,12AA,1540.7,2.062,14.044,14.044,NLE
9042,12AA,1540.1,1.892,13.084,13.084,NLE
9043,12AA,1540.3,1.906,13.352,13.352,NLE
9012,12AA,2198.7,3.108,2.529,2.529,PHE
9014,12AA,2199.1,2.67,2.324,2.324,PHE
9021,12AA,2198.9,3.049,3.17,3.17,PHE
9028,12AA,2198.9,3.169,3.599,3.599,PHE
9035,12AA,2198.9,3.23,2.886,2.886,PHE
9042,12AA,2198.3,2.72,2.626,2.626,PHE
9043,12AA,2198.5,2.812,2.92,2.92,PHE
9012,12AA,1782.8,1.909,-1.796,-1.796,PRO
9014,12AA,1783.2,2.077,-1.876,-1.876,PRO
9021,12AA,1782.8,2.286,-2.202,-2.202,PRO
9028,12AA,1783,2.324,-2.648,-2.648,PRO
9035,12AA,1783,2.449,-2.612,-2.612,PRO
9042,12AA,1782.6,2.104,-2.222,-2.222,PRO
9043,12AA,1783,2.102,-2.392,-2.392,PRO
9012,12AA,1817,2.119,-12.505,-12.505,THR
9014,12AA,1817.5,2.227,-10.115,-10.115,THR
9021,12AA,1817.3,2.493,-11.444,-11.444,THR
9028,12AA,1817.5,2.448,-12.017,-12.017,THR
9035,12AA,1817.5,2.597,-10.757,-10.757,THR
9042,12AA,1817,2.235,-11.883,-11.883,THR
9043,12AA,1817.5,2.221,-11.859,-11.859,THR
9012,12AA,2609.4,2.447,4.474,4.474,TYR
9014,12AA,2609.6,1.975,4.19,4.19,TYR
9021,12AA,2609.2,2.232,5.381,5.381,TYR
9028,12AA,2609.4,2.313,4.371,4.371,TYR
9035,12AA,2609.2,2.344,4.192,4.192,TYR
9042,12AA,2608.5,2.026,4.557,4.557,TYR
9043,12AA,2608.7,2.024,3.956,3.956,TYR
9012,12AA,1411.4,2.312,1.953,1.953,VAL
9014,12AA,1411.6,3.338,0.952,0.952,VAL
9021,12AA,1411.4,3.49,0.734,0.734,VAL
9028,12AA,1411.6,3.545,1.171,1.171,VAL
9035,12AA,1411.2,3.715,0.793,0.793,VAL
9042,12AA,1410.5,3.361,0.647,0.647,VAL
9043,12AA,1410.8,3.374,0.729,0.729,VAL
