Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,AA_ID
9658,12AA,1295,1.397,0.006,0.006,ALA
9659,12AA,1295.8,1.728,-0.315,-0.315,ALA
9660,12AA,1295.4,1.667,0.251,0.251,ALA
9667,12AA,1295.2,1.453,-0.696,-0.696,ALA
9674,12AA,1295.2,1.233,-0.694,-0.694,ALA
9678,12AA,1295.2,0.968,1.91,1.91,ALA
9683,12AA,1295.2,0.972,0.454,0.454,ALA
9658,12AA,1832.7,1.508,-10.075,-10.075,ASP
9659,12AA,1833.8,1.7,-9.215,-9.215,ASP
9660,12AA,1833.3,1.561,-9.198,-9.198,ASP
9667,12AA,1833.1,1.381,-11.615,-11.615,ASP
9674,12AA,1833.6,1.101,-9.701,-9.701,ASP
9678,12AA,1833.8,0.914,-7.208,-7.208,ASP
9682,12AA,1833.3,0.917,-9.573,-9.573,ASP
9683,12AA,1834,0.923,-8.907,-8.907,ASP
9658,12AA,2094.6,1.451,-2.626,-2.626,GLU
9659,12AA,2095.4,1.47,-3.063,-3.063,GLU
9660,12AA,2095,1.368,-3.105,-3.105,GLU
9667,12AA,2094.6,1.302,-2.284,-2.284,GLU
9674,12AA,2095.2,1.069,-1.309,-1.309,GLU
9678,12AA,2095.2,0.894,-2.706,-2.706,GLU
9682,12AA,2095,0.87,0.095,0.095,GLU
9683,12AA,2095.4,0.842,-2.251,-2.251,GLU
9658,12AA,1362.7,1.863,3.748,3.748,GLY
9659,12AA,1363.5,1.905,5.246,5.246,GLY
9660,12AA,1363.1,1.847,4.226,4.226,GLY
9667,12AA,1362.7,1.623,3.122,3.122,GLY
9674,12AA,1363.1,1.367,2.064,2.064,GLY
9678,12AA,1363.1,1.118,4.402,4.402,GLY
9683,12AA,1362.9,1.123,2.862,2.862,GLY
9658,12AA,1513.8,1.732,-1.78,-1.78,ILE
9659,12AA,1514.8,1.981,-0.949,-0.949,ILE
9660,12AA,1514.2,1.88,-0.741,-0.741,ILE
9667,12AA,1514,1.61,-1.734,-1.734,ILE
9674,12AA,1514.2,1.294,-1.29,-1.29,ILE
9678,12AA,1514.2,1.07,-1.104,-1.104,ILE
9682,12AA,1513.8,1.057,-1.692,-1.692,ILE
9683,12AA,1514,1.063,-1.576,-1.576,ILE
9658,12AA,1551.4,0.951,13.329,13.329,NLE
9659,12AA,1552.5,1.075,14.382,14.382,NLE
9660,12AA,1552,0.98,14.841,14.841,NLE
9667,12AA,1551.8,0.812,14.387,14.387,NLE
9674,12AA,1552,0.616,14.641,14.641,NLE
9678,12AA,1552,0.49,13.948,13.948,NLE
9682,12AA,1551.6,0.498,13.086,13.086,NLE
9683,12AA,1552,0.503,14.819,14.819,NLE
9658,12AA,2208.3,1.538,2.83,2.83,PHE
9659,12AA,2209.1,1.521,2.748,2.748,PHE
9660,12AA,2208.7,1.429,3.537,3.537,PHE
9667,12AA,2208.3,1.339,3.796,3.796,PHE
9674,12AA,2208.9,1.083,2.379,2.379,PHE
9678,12AA,2208.9,0.895,2.533,2.533,PHE
9682,12AA,2208.5,0.875,2.886,2.886,PHE
9683,12AA,2208.9,0.875,2.024,2.024,PHE
9658,12AA,1749.5,1.386,-5.46,-5.46,PRO
9659,12AA,1750.6,1.452,-4.183,-4.183,PRO
9660,12AA,1750.2,1.34,-5.336,-5.336,PRO
9667,12AA,1750,1.244,-6.35,-6.35,PRO
9674,12AA,1750.4,0.915,-6.364,-6.364,PRO
9678,12AA,1750.4,0.785,-4.659,-4.659,PRO
9682,12AA,1750.2,0.743,-3.931,-3.931,PRO
9683,12AA,1750.6,0.77,-7.031,-7.031,PRO
9658,12AA,1860.3,1.375,1.393,1.393,SER
9659,12AA,1861.4,1.404,1.798,1.798,SER
9660,12AA,1860.9,1.278,0.648,0.648,SER
9667,12AA,1860.5,1.309,-1.082,-1.082,SER
9674,12AA,1861.4,1.161,-1.221,-1.221,SER
9678,12AA,1861.4,0.787,1.311,1.311,SER
9682,12AA,1861.1,0.798,-0.066,-0.066,SER
9683,12AA,1861.6,1.017,-2.044,-2.044,SER
9658,12AA,1797,1.084,-2.558,-2.558,THR
9659,12AA,1798,1.239,-1.355,-1.355,THR
9660,12AA,1797.8,1.142,-1.036,-1.036,THR
9667,12AA,1797.6,1.018,-1.697,-1.697,THR
9674,12AA,1798,0.815,-1.734,-1.734,THR
9678,12AA,1798,0.688,-1.313,-1.313,THR
9682,12AA,1797.8,0.684,-1.041,-1.041,THR
9683,12AA,1798.2,0.687,-1.272,-1.272,THR
9658,12AA,2615.8,1.43,4.531,4.531,TYR
9659,12AA,2616.3,1.375,4.598,4.598,TYR
9660,12AA,2616.1,1.276,5.618,5.618,TYR
9667,12AA,2615.8,1.17,4.01,4.01,TYR
9674,12AA,2616.1,0.964,5.356,5.356,TYR
9678,12AA,2615.8,0.863,3.7,3.7,TYR
9682,12AA,2615.6,0.801,3.22,3.22,TYR
9683,12AA,2615.8,0.836,5.564,5.564,TYR
9658,12AA,1421,1.359,1.402,1.402,VAL
9659,12AA,1421.8,1.613,1.977,1.977,VAL
9660,12AA,1421.6,1.528,2.17,2.17,VAL
9667,12AA,1421.2,1.317,1.08,1.08,VAL
9674,12AA,1421.4,1.031,-0.565,-0.565,VAL
9678,12AA,1421.4,0.859,0.43,0.43,VAL
9682,12AA,1421,0.841,1.742,1.742,VAL
9683,12AA,1421.4,0.851,1.567,1.567,VAL
9680,NM_1917,1847.8,5.269,24.234,24.234,ASP
9681,NM_1917,1861.8,1.016,-1.309,-1.309,ASP
9680,NM_1917,1515.5,1.614,27.394,27.394,ILE
9681,NM_1917,1514.6,1.066,-0.881,-0.881,ILE
9680,NM_1917,1553.9,1.989,15.533,15.533,NLE
9681,NM_1917,1552.5,0.494,13.994,13.994,NLE
9680,NM_1917,2213.7,1.704,12.61,12.61,PHE
9681,NM_1917,2698.8,0.191,-4.22,-4.22,PHE
9680,NM_1917,1757.3,3.038,21.38,21.38,PRO
9681,NM_1917,1798.4,0.678,-0.622,-0.622,PRO
9680,NM_1917,1871.2,3.036,22.027,22.027,SER
9681,NM_1917,2095.6,0.872,-1.857,-1.857,SER
9680,NM_1917,1800.3,0.934,-17.355,-17.355,THR
9681,NM_1917,1834.2,0.919,-8.021,-8.021,THR
9668,NM_2025,1846.3,6.569,23.669,23.669,ASP
9669,NM_2025,1846.5,6.355,24.105,24.105,ASP
9670,NM_2025,1845.9,6.602,24.989,24.989,ASP
9668,NM_2025,1514.6,1.486,26.068,26.068,ILE
9669,NM_2025,1515.3,1.469,26.489,26.489,ILE
9670,NM_2025,1514.4,1.458,26.287,26.287,ILE
9668,NM_2025,1553.5,1.913,9.744,9.744,NLE
9669,NM_2025,1553.9,1.821,10.531,10.531,NLE
9670,NM_2025,1553.1,1.84,9.405,9.405,NLE
9668,NM_2025,2212.1,2.326,10.917,10.917,PHE
9669,NM_2025,2212.5,2.202,11.047,11.047,PHE
9670,NM_2025,2211.6,2.201,12.045,12.045,PHE
9668,NM_2025,1761.7,10.632,22.313,22.313,PRO
9669,NM_2025,1761.9,10.242,22.5,22.5,PRO
9670,NM_2025,1761.5,10.123,22.427,22.427,PRO
9668,NM_2025,1872.2,4.401,13.935,13.935,SER
9669,NM_2025,1872.4,4.19,15.148,15.148,SER
9670,NM_2025,1872.2,4.385,15.753,15.753,SER
9668,NM_2025,1800.3,2.015,-13.994,-13.994,THR
9669,NM_2025,1800.7,1.214,-32.624,-32.624,THR
9670,NM_2025,1799.7,1.983,-13.294,-13.294,THR
9661,NM_2048,1844.2,5.969,25.613,25.613,ASP
9662,NM_2048,1844,6.01,25.166,25.166,ASP
9663,NM_2048,1844,5.842,24.617,24.617,ASP
9661,NM_2048,1514.4,1.307,29.414,29.414,ILE
9662,NM_2048,1514.6,1.34,29.346,29.346,ILE
9663,NM_2048,1514.2,1.317,28.667,28.667,ILE
9661,NM_2048,1553.3,1.795,11.991,11.991,NLE
9662,NM_2048,1553.3,1.857,11.148,11.148,NLE
9663,NM_2048,1553.3,1.775,9.957,9.957,NLE
9661,NM_2048,2211.6,2.096,11.16,11.16,PHE
9662,NM_2048,2211.6,2.095,10.607,10.607,PHE
9663,NM_2048,2211.6,2.052,10.472,10.472,PHE
9661,NM_2048,1751,1.382,23.536,23.536,PRO
9662,NM_2048,1751,1.445,22.652,22.652,PRO
9663,NM_2048,1751,1.408,23.436,23.436,PRO
9661,NM_2048,1867.8,2.567,17.093,17.093,SER
9662,NM_2048,1867.6,2.614,16.781,16.781,SER
9663,NM_2048,1867.6,2.672,17.928,17.928,SER
9661,NM_2048,1797.8,0.93,-35.06,-35.06,THR
9662,NM_2048,1798,0.968,-36.214,-36.214,THR
9663,NM_2048,1798,0.957,-35.459,-35.459,THR
9671,NM_2050,1851.5,9.338,23.895,23.895,ASP
9672,NM_2050,1841.5,3.266,25.828,25.828,ASP
9673,NM_2050,1851.3,9.001,23.452,23.452,ASP
9671,NM_2050,1516.9,1.427,30.72,30.72,ILE
9672,NM_2050,1514.2,0.328,19.232,19.232,ILE
9673,NM_2050,1516.9,1.364,30.943,30.943,ILE
9671,NM_2050,1556.2,2.994,14.089,14.089,NLE
9672,NM_2050,1553.5,1.043,21.717,21.717,NLE
9673,NM_2050,1556,2.768,14.411,14.411,NLE
9671,NM_2050,2213.5,2.89,14.068,14.068,PHE
9672,NM_2050,2226.7,0.287,18.03,18.03,PHE
9673,NM_2050,2213.3,2.658,12.853,12.853,PHE
9671,NM_2050,1768.6,16.795,30.209,30.209,PRO
9672,NM_2050,1761.5,7.919,29.784,29.784,PRO
9673,NM_2050,1768.3,15.759,29.959,29.959,PRO
9671,NM_2050,1880.4,8.85,17.564,17.564,SER
9672,NM_2050,1870.1,2.59,15.264,15.264,SER
9673,NM_2050,1880.4,8.828,17.236,17.236,SER
9671,NM_2050,1804.5,3.659,-12.703,-12.703,THR
9672,NM_2050,1799.7,2.001,-4.556,-4.556,THR
9673,NM_2050,1804.3,3.677,-9.784,-9.784,THR
9675,NM_2062,1852.2,7.221,27.875,27.875,ASP
9676,NM_2062,1851.7,8.531,23.759,23.759,ASP
9677,NM_2062,1851.9,6.569,26.802,26.802,ASP
