Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,AA_ID
9076,12AA,1284.9,2.404,-0.764,-0.764,ALA
9077,12AA,1285.4,4.506,-0.79,-0.79,ALA
9078,12AA,1284.9,3.932,-1.491,-1.491,ALA
9085,12AA,1284.3,4.217,-2.029,-2.029,ALA
9092,12AA,1285.8,3.743,-1.596,-1.596,ALA
9099,12AA,1286,3.389,-1.152,-1.152,ALA
9106,12AA,1285.8,3.698,0.62,0.62,ALA
9107,12AA,1285.6,3.457,-0.014,-0.014,ALA
9076,12AA,1849,4.166,0.321,0.321,ASP
9077,12AA,1849.9,4.3,1.562,1.562,ASP
9078,12AA,1849.4,3.995,0.132,0.132,ASP
9085,12AA,1849.2,4.404,0.578,0.578,ASP
9092,12AA,1850.9,3.964,0.246,0.246,ASP
9099,12AA,1851.9,4.622,1.317,1.317,ASP
9106,12AA,1851.9,3.89,1.575,1.575,ASP
9107,12AA,1851.7,4.444,2.777,2.777,ASP
9076,12AA,2082.9,3.316,-3.233,-3.233,GLU
9077,12AA,2083.5,3.27,-2.029,-2.029,GLU
9078,12AA,2083.1,3.016,-2.205,-2.205,GLU
9085,12AA,2082.7,3.557,-2.658,-2.658,GLU
9092,12AA,2084.4,3.163,-2.753,-2.753,GLU
9099,12AA,2085.4,2.71,-1.698,-1.698,GLU
9106,12AA,2085.2,2.791,-2.026,-2.026,GLU
9107,12AA,2085,2.765,-1.66,-1.66,GLU
9076,12AA,1504.4,3.331,-1.481,-1.481,ILE
9077,12AA,1504.8,4.436,-1.613,-1.613,ILE
9078,12AA,1504.2,3.877,-1.784,-1.784,ILE
9085,12AA,1503.8,4.207,-2.415,-2.415,ILE
9092,12AA,1505.2,3.684,-2.051,-2.051,ILE
9099,12AA,1505.4,3.168,-2.086,-2.086,ILE
9106,12AA,1505.2,3.462,-0.505,-0.505,ILE
9107,12AA,1505,3.356,-0.417,-0.417,ILE
9076,12AA,1541.2,1.834,12.99,12.99,NLE
9077,12AA,1541.6,2.419,13.846,13.846,NLE
9078,12AA,1541.2,2.077,13.383,13.383,NLE
9085,12AA,1540.5,2.489,14.295,14.295,NLE
9092,12AA,1542,2.277,14.047,14.047,NLE
9099,12AA,1542.4,1.482,14.5,14.5,NLE
9106,12AA,1542,1.799,14.832,14.832,NLE
9107,12AA,1541.8,1.735,14.178,14.178,NLE
9076,12AA,2199.5,3.782,3.295,3.295,PHE
9077,12AA,2199.9,3.549,3.499,3.499,PHE
9078,12AA,2199.7,3.393,4.035,4.035,PHE
9085,12AA,2199.1,3.88,3.211,3.211,PHE
9092,12AA,2200.6,3.434,3.141,3.141,PHE
9099,12AA,2201.2,2.826,4.52,4.52,PHE
9106,12AA,2201.2,3.112,4.349,4.349,PHE
9107,12AA,2200.8,3.032,4.27,4.27,PHE
9076,12AA,1783.4,2.447,-1.885,-1.885,PRO
9077,12AA,1784,2.939,-2.097,-2.097,PRO
9078,12AA,1783.6,2.553,-1.766,-1.766,PRO
9085,12AA,1783.2,2.97,-2.586,-2.586,PRO
9092,12AA,1784.9,2.612,-2.936,-2.936,PRO
9099,12AA,1785.7,2.203,-2.466,-2.466,PRO
9106,12AA,1785.3,2.469,-0.022,-0.022,PRO
9107,12AA,1785.1,2.334,-0.362,-0.362,PRO
9076,12AA,1818.3,2.774,-12.852,-12.852,THR
9077,12AA,1818.9,3.14,-9.52,-9.52,THR
