Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,AA_ID
9130,12AA,1287.6,6.169,-1.451,-1.451,ALA
9131,12AA,1287.9,8.032,-0.906,-0.906,ALA
9132,12AA,1288.3,7.26,-1.359,-1.359,ALA
9139,12AA,1288.3,8.089,-1.527,-1.527,ALA
9146,12AA,1289.1,7.354,-0.881,-0.881,ALA
9153,12AA,1290.2,9.314,0.109,0.109,ALA
9154,12AA,1289.7,9.502,0.18,0.18,ALA
9130,12AA,1858.4,8.165,1.427,1.427,ASP
9131,12AA,1859.3,8.835,0.686,0.686,ASP
9132,12AA,1859.3,8.016,1.1,1.1,ASP
9139,12AA,1861.4,10.484,1.263,1.263,ASP
9146,12AA,1863.7,10.156,1.321,1.321,ASP
9153,12AA,1868.9,12.373,2.93,2.93,ASP
9154,12AA,1868.7,12.414,2.052,2.052,ASP
9130,12AA,2089.6,6.418,-2.198,-2.198,GLU
9131,12AA,2090.2,5.84,-2.088,-2.088,GLU
9132,12AA,2090.2,6.395,-1.6,-1.6,GLU
9139,12AA,2091.7,6.862,-2.703,-2.703,GLU
9146,12AA,2093.3,5.944,-2.063,-2.063,GLU
9153,12AA,2096.5,7.921,-1.208,-1.208,GLU
9154,12AA,1890.2,0.684,2.199,2.199,GLU
9130,12AA,1507.1,7.502,-1.671,-1.671,ILE
9131,12AA,1484.3,0.227,-9.228,-9.228,ILE
9132,12AA,1484.7,0.198,-8.859,-8.859,ILE
9139,12AA,1507.7,7.845,-2.668,-2.668,ILE
9146,12AA,1508.6,7.036,-1.754,-1.754,ILE
9153,12AA,1509.8,9.08,-0.77,-0.77,ILE
9154,12AA,1509.6,9.44,-1.073,-1.073,ILE
9130,12AA,1543.7,3.875,13.926,13.926,NLE
9131,12AA,1544.1,4.491,13.535,13.535,NLE
9132,12AA,1544.3,4.419,14.225,14.225,NLE
9139,12AA,1544.5,4.646,14.022,14.022,NLE
9146,12AA,1545.3,4.997,12.603,12.603,NLE
9153,12AA,1546.6,5.4,15.016,15.016,NLE
9154,12AA,1546.4,5.662,14.325,14.325,NLE
9130,12AA,2204.5,6.937,3.72,3.72,PHE
9131,12AA,2205,6.431,3.672,3.672,PHE
9132,12AA,2205.2,7.054,3.632,3.632,PHE
9139,12AA,2206.2,7.36,3.021,3.021,PHE
