Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,AA_ID
8948,12AA,1410.5,2.105,1.243,1.243,VAL
8949,12AA,1411.8,3.781,1.516,1.516,VAL
8950,12AA,1412,3.419,1.067,1.067,VAL
8957,12AA,1411,3.486,0.646,0.646,VAL
8964,12AA,1411.4,3.415,0.493,0.493,VAL
8971,12AA,1411.6,3.314,1.488,1.488,VAL
8978,12AA,1412.4,2.591,1.249,1.249,VAL
8979,12AA,1412,2.604,0.844,0.844,VAL
8948,12AA,2608.3,2.392,3.811,3.811,TYR
8949,12AA,2609.8,2.224,4.409,4.409,TYR
8950,12AA,2609.8,2.029,5.516,5.516,TYR
8957,12AA,2608.7,2.186,4.394,4.394,TYR
8964,12AA,2609.2,2.123,4.68,4.68,TYR
8971,12AA,2609.4,2.005,4.023,4.023,TYR
8978,12AA,2610.2,1.45,4.596,4.596,TYR
8979,12AA,2610,1.334,3.924,3.924,TYR
8948,12AA,1816.4,1.903,-12.325,-12.325,THR
8949,12AA,1818.1,2.675,-10.677,-10.677,THR
8950,12AA,1818.1,2.308,-10.126,-10.126,THR
8957,12AA,1817,2.477,-11.778,-11.778,THR
8964,12AA,1818.1,2.315,-11.541,-11.541,THR
8971,12AA,1818.5,2.19,-11.851,-11.851,THR
8978,12AA,1819.1,1.702,-10.179,-10.179,THR
8979,12AA,1818.7,1.665,-11.405,-11.405,THR
8948,12AA,1781.9,1.766,-1.613,-1.613,PRO
8949,12AA,1783.4,2.422,-2.698,-2.698,PRO
8950,12AA,1783.6,2.121,-2.381,-2.381,PRO
8957,12AA,1782.6,2.282,-3.134,-3.134,PRO
8964,12AA,1783.4,2.17,-3.128,-3.128,PRO
8971,12AA,1784,2.113,-3.465,-3.465,PRO
8978,12AA,1784.4,1.565,-2.183,-2.183,PRO
8979,12AA,1784,1.557,-2.931,-2.931,PRO
8948,12AA,2197.8,3.091,3.625,3.625,PHE
8949,12AA,2199.3,2.996,3.91,3.91,PHE
8950,12AA,2199.5,2.701,3.53,3.53,PHE
8957,12AA,2198.5,3,3.727,3.727,PHE
8964,12AA,2199.1,2.889,3.519,3.519,PHE
8971,12AA,2199.7,2.865,3.001,3.001,PHE
8978,12AA,2200.1,1.936,2.692,2.692,PHE
8979,12AA,2199.7,2.03,3.069,3.069,PHE
8948,12AA,1539.9,1.309,14.43,14.43,NLE
8949,12AA,1541.4,2.007,14.205,14.205,NLE
8950,12AA,1541.4,1.732,13.487,13.487,NLE
8957,12AA,1540.5,1.95,13.878,13.878,NLE
8964,12AA,1540.7,1.907,13.344,13.344,NLE
8971,12AA,1541.2,1.84,13.491,13.491,NLE
