Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,AA_ID
12297,12AA,1573.3,1.352,0.817,0.817,ALA
12298,12AA,1580.2,1.226,3.368,3.368,ALA
12305,12AA,1623.3,1.111,1.484,1.484,ALA
12312,12AA,1668.9,1.035,-0.658,-0.658,ALA
12319,12AA,1747.7,1.26,-1.129,-1.129,ALA
12320,12AA,1769.8,1.28,-1.22,-1.22,ALA
12297,12AA,2234.4,1.429,-7.542,-7.542,ASP
12298,12AA,2242.4,1.43,-6.477,-6.477,ASP
12305,12AA,2289.6,1.453,-8.011,-8.011,ASP
12312,12AA,2335.4,1.4,-6.938,-6.938,ASP
12319,12AA,2404.1,1.94,-6.326,-6.326,ASP
12320,12AA,2422.3,1.988,-6.915,-6.915,ASP
12297,12AA,2376.3,1.043,0.679,0.679,GLU
12298,12AA,2383.4,1.026,1.241,1.241,GLU
12305,12AA,2423.1,1.024,-0.428,-0.428,GLU
12312,12AA,2463.3,1.051,-2.194,-2.194,GLU
12319,12AA,2524.5,1.268,-2.154,-2.154,GLU
12320,12AA,2541,1.267,-4.04,-4.04,GLU
12297,12AA,1636.2,1.153,3.715,3.715,GLY
12298,12AA,1643.6,1.07,8.043,8.043,GLY
12305,12AA,1691.4,1.166,3.353,3.353,GLY
12312,12AA,1743.5,1.136,3.851,3.851,GLY
12319,12AA,1832.5,1.365,2.866,2.866,GLY
12320,12AA,1857.4,1.409,3.017,3.017,GLY
12297,12AA,1817.8,1.254,1.841,1.841,ILE
12298,12AA,1827.7,1.269,0.181,0.181,ILE
12305,12AA,1893.1,1.273,-0.424,-0.424,ILE
12312,12AA,1964.8,1.161,-0.348,-0.348,ILE
12319,12AA,2077.3,1.367,-0.325,-0.325,ILE
12320,12AA,2103.4,1.381,-1.122,-1.122,ILE
12297,12AA,1874.5,0.685,17.853,17.853,NLE
12298,12AA,1885.2,0.684,13.626,13.626,NLE
12305,12AA,1956.2,0.672,14.815,14.815,NLE
12312,12AA,2032.1,0.53,12.386,12.386,NLE
12319,12AA,2133.5,0.729,12.717,12.717,NLE
12320,12AA,2157.5,0.734,13.085,13.085,NLE
12297,12AA,2462.8,1.216,5.587,5.587,PHE
12298,12AA,2469.9,1.191,3.565,3.565,PHE
12305,12AA,2508.6,1.112,5.437,5.437,PHE
12312,12AA,2547.7,1.028,1.216,1.216,PHE
12319,12AA,2607.9,1.291,3.808,3.808,PHE
12320,12AA,2624,1.302,1.689,1.689,PHE
12297,12AA,2176.3,0.93,-2.753,-2.753,PRO
12298,12AA,2185.3,0.877,-4.571,-4.571,PRO
12305,12AA,2238.2,0.817,-4.341,-4.341,PRO
12312,12AA,2288.6,0.787,-4.977,-4.977,PRO
12319,12AA,2363,0.921,-5.144,-5.144,PRO
12320,12AA,2382.2,0.939,-5.916,-5.916,PRO
12297,12AA,2253.2,1.395,4.346,4.346,SER
12298,12AA,2261.3,1.405,4.12,4.12,SER
12305,12AA,2307.4,1.366,1.277,1.277,SER
12312,12AA,2352.5,1.369,2.036,2.036,SER
12319,12AA,2420.6,2.051,-1.086,-1.086,SER
12320,12AA,2438.4,2.122,-1.853,-1.853,SER
12297,12AA,2210.3,1.011,-0.584,-0.584,THR
12298,12AA,2218.6,1.017,0.309,0.309,THR
12305,12AA,2267.4,0.932,-1.463,-1.463,THR
12312,12AA,2314.9,0.788,0.394,0.394,THR
12319,12AA,2385.5,1.214,-1.879,-1.879,THR
12320,12AA,2403.9,1.22,-1.889,-1.889,THR
12297,12AA,1696.8,1.09,1.621,1.621,VAL
12298,12AA,1705.1,1.087,2.841,2.841,VAL
12305,12AA,1758.7,1.099,3.801,3.801,VAL
12312,12AA,1817,1.009,0.323,0.323,VAL
12319,12AA,1916.9,1.215,0.837,0.837,VAL
12320,12AA,1944.7,1.242,0.254,0.254,VAL
12299,UA_11836,1593.2,25.077,21.913,21.913,ALA
12300,UA_11836,1601.8,25.806,21.821,21.821,ALA
12301,UA_11836,1607.8,25.334,21.717,21.717,ALA
12299,UA_11836,2259.7,14.318,20.935,20.935,ASP
12300,UA_11836,2269.3,15.093,20.574,20.574,ASP
12301,UA_11836,2275.8,15.115,20.232,20.232,ASP
12299,UA_11836,2399.3,17.671,23.405,23.405,GLU
12300,UA_11836,2422.3,4.233,25.579,25.579,GLU
12301,UA_11836,2428,4.256,27.527,27.527,GLU
12299,UA_11836,1672.6,73.681,9.825,9.825,GLY
12300,UA_11836,1682.9,78.036,9.451,9.451,GLY
12301,UA_11836,1690,78.414,9.302,9.302,GLY
12299,UA_11836,1840.2,2.47,25.019,25.019,ILE
12300,UA_11836,1853.2,2.559,26.379,26.379,ILE
12301,UA_11836,1862.6,2.516,25.066,25.066,ILE
12299,UA_11836,1809.9,9.956,23.157,23.157,LEU
12300,UA_11836,1822.3,10.494,23.562,23.562,LEU
12301,UA_11836,1831,10.541,23.033,23.033,LEU
12299,UA_11836,1899.6,4.149,14.106,14.106,NLE
12300,UA_11836,1913.4,4.372,13.726,13.726,NLE
12301,UA_11836,1923.8,4.8,12.92,12.92,NLE
12299,UA_11836,2489.4,14.306,17.988,17.988,PHE
12300,UA_11836,2497.3,15.018,17.853,17.853,PHE
12301,UA_11836,2502.6,14.929,18.213,18.213,PHE
12299,UA_11836,2197.8,5.563,20.987,20.987,PRO
12300,UA_11836,2208.3,5.808,20.899,20.899,PRO
12301,UA_11836,2216,5.574,21.55,21.55,PRO
12299,UA_11836,2277.7,9.891,15.685,15.685,SER
12300,UA_11836,2287.1,10.357,15.455,15.455,SER
12301,UA_11836,2293.6,10.073,15.65,15.65,SER
12299,UA_11836,2229.2,3.624,-17.894,-17.894,THR
12300,UA_11836,2239.2,3.784,-17.73,-17.73,THR
12301,UA_11836,2246.1,3.661,-18.315,-18.315,THR
12299,UA_11836,1719.7,8.133,25.193,25.193,VAL
12300,UA_11836,1730.3,8.655,24.288,24.288,VAL
12301,UA_11836,1738,8.763,24.102,24.102,VAL
12306,UA_11921,1630.6,14.196,23.629,23.629,ALA
12307,UA_11921,1634.6,14.484,23.486,23.486,ALA
12308,UA_11921,1639.4,14.411,23.526,23.526,ALA
12306,UA_11921,2299.4,8.178,20.928,20.928,ASP
