Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,AA_ID
12335,12AA,1386.9,2.874,-0.128,-0.128,ALA
12336,12AA,1386.9,2.723,-0.776,-0.776,ALA
12337,12AA,1386.9,2.671,-0.996,-0.996,ALA
12344,12AA,1387.3,2.789,0.07,0.07,ALA
12351,12AA,1387.8,2.83,-1.452,-1.452,ALA
12358,12AA,1386.3,2.577,-2.194,-2.194,ALA
12359,12AA,1387.1,2.336,-3.669,-3.669,ALA
12335,12AA,2049.9,2.673,-9.134,-9.134,ASP
12336,12AA,2050.1,2.52,-9.687,-9.687,ASP
12337,12AA,2050.3,2.503,-10,-10,ASP
12344,12AA,2050.5,2.516,-10.382,-10.382,ASP
12351,12AA,2051.5,2.382,-11.807,-11.807,ASP
12358,12AA,2050.5,2.463,-8.58,-8.58,ASP
12359,12AA,2051.3,1.893,-11.384,-11.384,ASP
12335,12AA,2257.4,2.725,-2.155,-2.155,GLU
12336,12AA,2257.4,2.586,-2.714,-2.714,GLU
12337,12AA,2257.4,2.594,-2.44,-2.44,GLU
12344,12AA,2257.4,3.003,-2.41,-2.41,GLU
12351,12AA,2258,3.02,-2.944,-2.944,GLU
12358,12AA,2257,2.409,-5.163,-5.163,GLU
12359,12AA,2257.8,2.342,-5.154,-5.154,GLU
12335,12AA,1463.4,2.905,4.403,4.403,GLY
12336,12AA,1463.4,2.78,3.138,3.138,GLY
12337,12AA,1463.4,2.721,3.737,3.737,GLY
12344,12AA,1463.8,3.083,4.022,4.022,GLY
12351,12AA,1464.3,3.367,2.954,2.954,GLY
12358,12AA,1463,3.159,1.749,1.749,GLY
12359,12AA,1463.8,2.774,-0.048,-0.048,GLY
12335,12AA,1625.8,2.584,-0.982,-0.982,ILE
12336,12AA,1625.8,2.46,-1.652,-1.652,ILE
12337,12AA,1626,2.456,-1.989,-1.989,ILE
12344,12AA,1626,2.586,-1.929,-1.929,ILE
12351,12AA,1626.4,2.554,-2.699,-2.699,ILE
12358,12AA,1625.4,2.192,-3.916,-3.916,ILE
12359,12AA,1626,2.031,-3.577,-3.577,ILE
12335,12AA,1667.8,1.241,17.358,17.358,NLE
12336,12AA,1668,1.182,12.48,12.48,NLE
12337,12AA,1668,1.17,13.669,13.669,NLE
12344,12AA,1668.2,1.237,13.288,13.288,NLE
12351,12AA,1668.7,1.155,13.15,13.15,NLE
12358,12AA,1667.6,0.895,12.154,12.154,NLE
