Common Population Name,NMFS_POPID,ESU,Species,Start Year,Year,Spawners
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,2013,22618
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,2012,29855
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,2011,6914
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,2010,12533
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,2009,7236
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,2008,15112
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,2007,10539
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,2006,26418
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,2005,15311
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,2004,69565
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,2003,35173
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,2002,10818
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,2001,11491
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,2000,7987
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1999,3884
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1998,3404
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1997,8412
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1996,19707
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1995,8971
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1994,2044
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1993,707
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1992,1945
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1991,747
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1990,429
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1989,598
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1988,2967
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1987,757
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1986,2552
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1985,1109
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1984,1414
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1983,899
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1982,2623
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1981,2374
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1980,3777
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1979,6554
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1978,19709
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1977,10711
