Common Population Name,NMFS_POPID,ESU,Species,Start Year,Year,Spawners
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1976,27715
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1975,18248
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1974,12281
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1973,18107
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1972,30079
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1971,17412
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1970,12645
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1969,15073
Hood Canal,126,"Salmon, chum (Hood Canal summer-run ESU)", ,1968,1968,32838
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,2013,14727
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,2012,6304
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,2011,5675
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,2010,9179
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,2009,5029
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1996,975
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1995,786
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1994,154
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1993,521
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1992,1008
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1991,309
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1990,341
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1989,388
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1988,3690
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1987,1991
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1986,1087
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1985,232
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1984,1579
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1983,1139
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1982,2751
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1981,884
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1980,5109
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1979,761
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1978,3080
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1977,1644
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1976,1494
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1975,1448
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1974,1768
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1973,1648
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1972,1362
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1971,1281
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,2008,3449
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,2007,3219
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,2006,8181
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,2005,9619
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,2004,9280
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,2003,6752
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,2002,6791
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,2001,3733
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,2000,801
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1999,502
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1998,1148
Strait of Juan de Fuca,127,"Salmon, chum (Hood Canal summer-run ESU)", ,1971,1997,852
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
