Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,AA_ID,Conc
9489,12AA,1551.6,1.509,19.717,19.717,NLE,200
9496,12AA,1551.6,1.656,18.422,18.422,NLE,200
9503,12AA,1551.4,1.529,18.607,18.607,NLE,200
9510,12AA,1551.6,1.429,20.911,20.911,NLE,200
9517,12AA,1552.5,1.467,20.202,20.202,NLE,200
9518,12AA,1552,1.499,19.592,19.592,NLE,200
9487,12AA,2210.6,3.433,3.096,3.096,PHE,200
9488,12AA,2211.2,3.266,3.771,3.771,PHE,200
9489,12AA,2211.2,3.08,2.96,2.96,PHE,200
9496,12AA,2211,3.423,2.662,2.662,PHE,200
9503,12AA,2211.2,3.327,2.162,2.162,PHE,200
9510,12AA,2211.6,3.179,3.333,3.333,PHE,200
9517,12AA,2212.5,3.239,4.354,4.354,PHE,200
9518,12AA,2212.1,3.255,3.595,3.595,PHE,200
9487,12AA,1750,2.419,-4.715,-4.715,PRO,200
9488,12AA,1751,2.352,-4.549,-4.549,PRO,200
9489,12AA,1751,2.119,-4.29,-4.29,PRO,200
9496,12AA,1751,2.351,-5.425,-5.425,PRO,200
9503,12AA,1751,2.225,-4.774,-4.774,PRO,200
9510,12AA,1751.2,2.149,-5.63,-5.63,PRO,200
9517,12AA,1752,2.158,-4.942,-4.942,PRO,200
9518,12AA,1751.6,2.14,-5.053,-5.053,PRO,200
9487,12AA,1859.7,1.506,-0.682,-0.682,SER,200
9488,12AA,1860.7,1.47,-0.27,-0.27,SER,200
9489,12AA,1860.9,1.215,-0.459,-0.459,SER,200
9496,12AA,1860.5,1.446,-0.599,-0.599,SER,200
9503,12AA,1860.7,1.183,-1.561,-1.561,SER,200
9510,12AA,1861.1,1.419,-0.25,-0.25,SER,200
9517,12AA,1862.2,1.463,-0.03,-0.03,SER,200
9518,12AA,1861.8,1.473,-0.163,-0.163,SER,200
9487,12AA,1797.4,1.906,-2.231,-2.231,THR,200
9488,12AA,1798.2,1.929,-2.421,-2.421,THR,200
9489,12AA,1798.4,1.718,-2.358,-2.358,THR,200
9496,12AA,1798.2,1.884,-3.895,-3.895,THR,200
9503,12AA,1798.2,1.778,-2.105,-2.105,THR,200
9510,12AA,1798.7,1.736,-3.783,-3.783,THR,200
9517,12AA,1799.5,1.779,-2.229,-2.229,THR,200
9518,12AA,1799.1,1.802,-1.601,-1.601,THR,200
9487,12AA,2616.5,2.662,4.044,4.044,TYR,200
9488,12AA,2616.9,2.501,3.509,3.509,TYR,200
9489,12AA,2616.9,2.396,3.695,3.695,TYR,200
9496,12AA,2617.1,2.461,2.912,2.912,TYR,200
9503,12AA,2616.9,2.367,3.606,3.606,TYR,200
9510,12AA,2617.1,2.281,3.314,3.314,TYR,200
9517,12AA,2617.9,2.316,3.598,3.598,TYR,200
9518,12AA,2617.7,2.35,3.459,3.459,TYR,200
9487,12AA,1420.4,2.553,4.102,4.102,VAL,200
9488,12AA,1421,2.783,1.36,1.36,VAL,200
9489,12AA,1421.2,2.514,1.209,1.209,VAL,200
9496,12AA,1421,2.726,0.639,0.639,VAL,200
9503,12AA,1421,2.645,0.423,0.423,VAL,200
9510,12AA,1421,2.575,0.705,0.705,VAL,200
9517,12AA,1422,2.623,0.745,0.745,VAL,200
9518,12AA,1421.6,2.631,2.048,2.048,VAL,200
9504,BM_20228,1297.9,8.371,24.482,24.482,ALA,200
9505,BM_20228,1297.9,8.217,25.267,25.267,ALA,200
9506,BM_20228,1297.9,8.151,24.644,24.644,ALA,200
9504,BM_20228,1836.1,3.093,25.575,25.575,ASP,200
9505,BM_20228,1836.1,3.019,25.461,25.461,ASP,200
9506,BM_20228,1835.9,2.936,26.324,26.324,ASP,200
9504,BM_20228,2101.7,4.934,29.395,29.395,GLU,200
9505,BM_20228,2101.7,4.883,29.69,29.69,GLU,200
9506,BM_20228,2101.5,4.795,29.411,29.411,GLU,200
9504,BM_20228,1375.4,31.146,10.549,10.549,GLY,200
9505,BM_20228,1375.6,31.024,10.814,10.814,GLY,200
9506,BM_20228,1375.2,30.939,10.83,10.83,GLY,200
9504,BM_20228,1490.8,2.593,25.71,25.71,LEU,200
9505,BM_20228,1490.8,2.551,26.441,26.441,LEU,200
9506,BM_20228,1490.6,2.512,26.56,26.56,LEU,200
9504,BM_20228,1551.4,1.708,17.444,17.444,NLE,200
9505,BM_20228,1551.4,1.653,17.984,17.984,NLE,200
9506,BM_20228,1551.2,1.643,16.917,16.917,NLE,200
9504,BM_20228,1421,2.264,24.305,24.305,VAL,200
9505,BM_20228,1421,2.236,24.93,24.93,VAL,200
9506,BM_20228,1420.8,2.236,24.3,24.3,VAL,200
9500,BM_34969,1297.3,6.815,24.738,24.738,ALA,200
9501,BM_34969,1297.3,6.982,24.805,24.805,ALA,200
9502,BM_34969,1297.3,6.889,24.101,24.101,ALA,200
9500,BM_34969,1833.3,2.281,24.492,24.492,ASP,200
9501,BM_34969,1833.3,2.25,25.431,25.431,ASP,200
9502,BM_34969,1833.6,2.264,24.681,24.681,ASP,200
9500,BM_34969,2098.4,3.36,29.032,29.032,GLU,200
9501,BM_34969,2098.4,3.35,28.555,28.555,GLU,200
9502,BM_34969,2098.8,3.4,27.969,27.969,GLU,200
9500,BM_34969,1373.5,25.08,11.097,11.097,GLY,200
9501,BM_34969,1373.8,25.753,10.968,10.968,GLY,200
9502,BM_34969,1373.5,25.727,11.063,11.063,GLY,200
9500,BM_34969,1490.2,1.776,25.117,25.117,LEU,200
9501,BM_34969,1490,1.787,24.813,24.813,LEU,200
9502,BM_34969,1490,1.77,25.206,25.206,LEU,200
9500,BM_34969,1550.4,0.73,20.285,20.285,NLE,200
9501,BM_34969,1550.2,0.731,20.554,20.554,NLE,200
9502,BM_34969,1550.4,0.706,21.02,21.02,NLE,200
9500,BM_34969,1420.8,1.91,25.611,25.611,VAL,200
9501,BM_34969,1420.8,1.972,24.215,24.215,VAL,200
9502,BM_34969,1420.6,1.991,25.152,25.152,VAL,200
9493,BM_34988,1297.3,7.287,24.778,24.778,ALA,200
9494,BM_34988,1297.7,7.097,24.449,24.449,ALA,200
9495,BM_34988,1297.5,6.956,24.128,24.128,ALA,200
9493,BM_34988,1836.9,3.844,25.641,25.641,ASP,200
9494,BM_34988,1837.3,3.798,25.316,25.316,ASP,200
9495,BM_34988,1837.1,3.736,26.241,26.241,ASP,200
9493,BM_34988,2100.7,4.607,29.957,29.957,GLU,200
9494,BM_34988,2100.9,4.612,29.515,29.515,GLU,200
9495,BM_34988,2100.9,4.566,30.259,30.259,GLU,200
9493,BM_34988,1372.7,22.315,10.894,10.894,GLY,200
9494,BM_34988,1373.1,22.103,10.708,10.708,GLY,200
9495,BM_34988,1372.7,22.004,10.572,10.572,GLY,200
9493,BM_34988,1491.8,3.558,27.21,27.21,LEU,200
9494,BM_34988,1492.1,3.507,27.819,27.819,LEU,200
9495,BM_34988,1491.8,3.465,27.272,27.272,LEU,200
9493,BM_34988,1550.8,1.226,9.816,9.816,NLE,200
9494,BM_34988,1551.2,1.215,8.83,8.83,NLE,200
9495,BM_34988,1551,1.195,10.267,10.267,NLE,200
9493,BM_34988,1421.6,2.686,29.61,29.61,VAL,200
9494,BM_34988,1421.8,2.692,28.65,28.65,VAL,200
9495,BM_34988,1421.6,2.702,27.729,27.729,VAL,200
9490,BM_35001,1299.1,8.913,24.665,24.665,ALA,200
9491,BM_35001,1298.9,9.584,24.76,24.76,ALA,200
9492,BM_35001,1298.9,9.587,24.812,24.812,ALA,200
9490,BM_35001,1837.3,3.634,25.716,25.716,ASP,200
9491,BM_35001,1837.1,3.777,25.668,25.668,ASP,200
9492,BM_35001,1837.3,3.785,25.322,25.322,ASP,200
9490,BM_35001,2102.7,5.418,30.082,30.082,GLU,200
9491,BM_35001,2102.3,5.522,30.645,30.645,GLU,200
9492,BM_35001,2102.3,5.578,30.127,30.127,GLU,200
9490,BM_35001,1376.9,32.937,10.197,10.197,GLY,200
9491,BM_35001,1376.7,34.662,10.192,10.192,GLY,200
9492,BM_35001,1376.9,35.008,10.37,10.37,GLY,200
9490,BM_35001,1491.6,2.395,27.439,27.439,LEU,200
9491,BM_35001,1491.2,2.553,27.314,27.314,LEU,200
9492,BM_35001,1491.2,2.553,26.912,26.912,LEU,200
9490,BM_35001,1551.6,1.24,11.285,11.285,NLE,200
9491,BM_35001,1551.4,1.309,11.004,11.004,NLE,200
9492,BM_35001,1551.2,1.31,10.22,10.22,NLE,200
9490,BM_35001,1422.2,2.275,28.624,28.624,VAL,200
9491,BM_35001,1421.8,2.224,28.75,28.75,VAL,200
9492,BM_35001,1422,1.823,28.184,28.184,VAL,200
9507,BM_80771,1296.4,5.019,22.451,22.451,ALA,200
9508,BM_80771,1295.4,4.884,22.845,22.845,ALA,200
9509,BM_80771,1296.2,4.864,23.11,23.11,ALA,200
9507,BM_80771,1858.8,1.158,17.901,17.901,ASP,200
9508,BM_80771,1857.8,0.861,8.697,8.697,ASP,200
9509,BM_80771,1858.6,0.853,9.387,9.387,ASP,200
9507,BM_80771,2098.2,2.821,26.136,26.136,GLU,200
9508,BM_80771,2097.1,2.76,25.099,25.099,GLU,200
9509,BM_80771,2097.9,2.721,27.255,27.255,GLU,200
9507,BM_80771,1372.1,19.756,10.872,10.872,GLY,200
9508,BM_80771,1371.2,19.273,10.84,10.84,GLY,200
9509,BM_80771,1371.9,19.162,11.101,11.101,GLY,200
9507,BM_80771,1490.2,1.696,22.169,22.169,LEU,200
9508,BM_80771,1489.3,1.656,23.25,23.25,LEU,200
9509,BM_80771,1490,1.638,23.552,23.552,LEU,200
9507,BM_80771,1420.6,1.809,20.986,20.986,VAL,200
9508,BM_80771,1419.5,1.768,21.386,21.386,VAL,200
9509,BM_80771,1420.4,1.75,22.033,22.033,VAL,200
9514,BM_82371,1295.6,3.125,22.394,22.394,ALA,200
9515,BM_82371,1295,2.994,22.537,22.537,ALA,200
9516,BM_82371,1295.4,2.944,22.747,22.747,ALA,200
9514,BM_82371,1833.6,1.929,27.954,27.954,ASP,200
9515,BM_82371,1832.7,1.857,26.793,26.793,ASP,200
9516,BM_82371,1833.1,1.795,26.366,26.366,ASP,200
9514,BM_82371,2097.1,2.298,29.302,29.302,GLU,200
9515,BM_82371,2096.5,2.176,28.554,28.554,GLU,200
9516,BM_82371,2096.9,2.127,29.075,29.075,GLU,200
9514,BM_82371,1369,11.207,11.231,11.231,GLY,200
9515,BM_82371,1368.5,10.848,11.005,11.005,GLY,200
9516,BM_82371,1368.7,10.632,11.207,11.207,GLY,200
9514,BM_82371,1490.4,1.589,26.579,26.579,LEU,200
9515,BM_82371,1490,1.515,26.02,26.02,LEU,200
9516,BM_82371,1490.4,1.471,26.389,26.389,LEU,200
9514,BM_82371,1550.8,0.697,22.315,22.315,NLE,200
9515,BM_82371,1550.4,0.665,22.333,22.333,NLE,200
9516,BM_82371,1550.8,0.655,22.71,22.71,NLE,200
9514,BM_82371,1420.8,1.742,25.22,25.22,VAL,200
9515,BM_82371,1420.4,1.17,28.596,28.596,VAL,200
9516,BM_82371,1420.6,1.644,24.024,24.024,VAL,200
