Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,AA_ID
9760,12AA,1296,1.03,0.775,0.775,ALA
9761,12AA,1296.8,1.26,-0.394,-0.394,ALA
9762,12AA,1296.4,1.209,0.353,0.353,ALA
9769,12AA,1296.8,0.907,-0.771,-0.771,ALA
9776,12AA,1296.4,0.81,2.053,2.053,ALA
9783,12AA,1296.4,0.893,3.014,3.014,ALA
9784,12AA,1296.4,0.862,2.424,2.424,ALA
9760,12AA,1832.7,1.016,-10.886,-10.886,ASP
9761,12AA,1833.6,1.278,-9.329,-9.329,ASP
9762,12AA,1833.1,1.181,-8.466,-8.466,ASP
9769,12AA,1833.6,0.87,-10.867,-10.867,ASP
9776,12AA,1833.3,0.704,-7.254,-7.254,ASP
9783,12AA,1833.8,0.844,-5.318,-5.318,ASP
9784,12AA,1834,0.805,-5.926,-5.926,ASP
9760,12AA,2094,0.966,-1.269,-1.269,GLU
9761,12AA,2095.2,1.121,-0.682,-0.682,GLU
9762,12AA,2094.6,1.037,-0.43,-0.43,GLU
9769,12AA,2094.8,0.866,-0.177,-0.177,GLU
9776,12AA,2094.8,0.659,-1.736,-1.736,GLU
9783,12AA,2095.2,0.736,2.125,2.125,GLU
9784,12AA,2095.2,0.721,-0.426,-0.426,GLU
9760,12AA,1363.3,1.284,3.726,3.726,GLY
9761,12AA,1364.1,1.452,5.281,5.281,GLY
9762,12AA,1363.7,1.426,4.391,4.391,GLY
9769,12AA,1364.1,1.129,4.041,4.041,GLY
9776,12AA,1363.7,0.86,4.631,4.631,GLY
9783,12AA,1363.7,1.022,7.961,7.961,GLY
9784,12AA,1363.7,0.999,6.033,6.033,GLY
9760,12AA,1514.4,1.266,-1.281,-1.281,ILE
9761,12AA,1515.3,1.519,-0.306,-0.306,ILE
9762,12AA,1514.8,1.449,-0.961,-0.961,ILE
9769,12AA,1515.3,1.078,-1.995,-1.995,ILE
9776,12AA,1514.8,0.723,-0.462,-0.462,ILE
9783,12AA,1514.8,0.95,2.409,2.409,ILE
9784,12AA,1515,0.919,-0.148,-0.148,ILE
9760,12AA,1552.5,0.614,13.919,13.919,NLE
9761,12AA,1553.3,0.772,13.907,13.907,NLE
9762,12AA,1552.9,0.704,15.086,15.086,NLE
9769,12AA,1553.3,0.479,12.365,12.365,NLE
9776,12AA,1553.1,0.364,14.976,14.976,NLE
9783,12AA,1552.9,0.424,17.837,17.837,NLE
9784,12AA,1553.1,0.403,16.549,16.549,NLE
9760,12AA,2208.5,1.202,3.856,3.856,PHE
9761,12AA,2209.3,1.341,4.704,4.704,PHE
9762,12AA,2208.9,1.241,3.58,3.58,PHE
9769,12AA,2209.3,1.01,3.766,3.766,PHE
9776,12AA,2209.3,0.831,2.995,2.995,PHE
9783,12AA,2209.3,0.805,6.674,6.674,PHE
9784,12AA,2209.3,0.787,4.612,4.612,PHE
9760,12AA,1750.2,1.01,-4.934,-4.934,PRO
9761,12AA,1751.2,1.115,-4.649,-4.649,PRO
9762,12AA,1750.6,1.046,-4.795,-4.795,PRO
9769,12AA,1751,0.774,-6.827,-6.827,PRO
9776,12AA,1750.8,0.676,-2.447,-2.447,PRO
9783,12AA,1751.2,0.669,-2.383,-2.383,PRO
9784,12AA,1751.2,0.659,-3.515,-3.515,PRO
9760,12AA,1860.1,1.005,-0.205,-0.205,SER
9761,12AA,1861.4,1.137,2.393,2.393,SER
9762,12AA,1860.5,1.031,2.101,2.101,SER
9769,12AA,1861.1,0.744,0.82,0.82,SER
9776,12AA,1860.9,0.63,1.7,1.7,SER
9783,12AA,1861.4,0.764,5.15,5.15,SER
9784,12AA,1861.6,0.736,3.847,3.847,SER
9760,12AA,1797.6,0.802,-0.794,-0.794,THR
9761,12AA,1798.7,0.97,-1.738,-1.738,THR
9762,12AA,1798.2,0.913,0.103,0.103,THR
9769,12AA,1798.7,0.677,-0.485,-0.485,THR
9776,12AA,1798.4,0.531,-1.297,-1.297,THR
9783,12AA,1798.7,0.626,2.438,2.438,THR
9784,12AA,1798.7,0.609,1.168,1.168,THR
9760,12AA,2615.4,0.932,4.439,4.439,TYR
9761,12AA,2616.1,0.977,5.287,5.287,TYR
9762,12AA,2615.6,0.895,5.152,5.152,TYR
9769,12AA,2616.3,0.696,4.066,4.066,TYR
9776,12AA,2616.1,0.615,3.643,3.643,TYR
9783,12AA,2615.8,0.608,7.865,7.865,TYR
9784,12AA,2616.1,0.492,7.309,7.309,TYR
9760,12AA,1421.6,1,1.175,1.175,VAL
9761,12AA,1422.7,1.241,3.578,3.578,VAL
9762,12AA,1422.2,1.207,1.52,1.52,VAL
9769,12AA,1422.5,0.844,0.649,0.649,VAL
9776,12AA,1422.2,0.688,3.218,3.218,VAL
9783,12AA,1422.2,0.773,2.978,2.978,VAL
9784,12AA,1422.2,0.753,3.113,3.113,VAL
9780,NM_1905,1849.7,6.859,25.297,25.297,ASP
9781,NM_1905,1849.4,6.17,26.998,26.998,ASP
9782,NM_1905,1849,7.006,24.739,24.739,ASP
9780,NM_1905,2113.4,9.125,30.909,30.909,GLU
9781,NM_1905,2113.8,9.479,31.071,31.071,GLU
9782,NM_1905,2112.8,9.193,31.395,31.395,GLU
9780,NM_1905,1516.7,1.051,29.657,29.657,ILE
9781,NM_1905,1516.9,1.607,23.417,23.417,ILE
9782,NM_1905,1516.3,1.088,29.855,29.855,ILE
9780,NM_1905,1555.2,1.37,16.367,16.367,NLE
9781,NM_1905,1555.4,1.538,14.965,14.965,NLE
9782,NM_1905,1554.8,1.544,14.568,14.568,NLE
9780,NM_1905,2213.3,1.643,17.103,17.103,PHE
9781,NM_1905,2213.3,1.722,17.319,17.319,PHE
9782,NM_1905,2213.1,1.706,18.18,18.18,PHE
9780,NM_1905,1767.9,12.323,28.355,28.355,PRO
9781,NM_1905,1768.3,12.729,28.297,28.297,PRO
9782,NM_1905,1767.3,12.729,28.338,28.338,PRO
9780,NM_1905,1877.4,6.041,17.598,17.598,SER
9781,NM_1905,1877.9,4.901,18.779,18.779,SER
9782,NM_1905,1876.6,5.976,17.191,17.191,SER
9780,NM_1905,1803.9,2.518,-0.575,-0.575,THR
9781,NM_1905,1803.9,2.547,-1.735,-1.735,THR
9782,NM_1905,1803.7,2.553,-1.775,-1.775,THR
9773,NM_1995,1855.3,9.286,23.14,23.14,ASP
9774,NM_1995,1854.5,9.055,23.662,23.662,ASP
9775,NM_1995,1854.9,9.101,23.714,23.714,ASP
9773,NM_1995,2119.3,14.108,30.463,30.463,GLU
9774,NM_1995,2118.2,13.605,31.082,31.082,GLU
9775,NM_1995,2118.4,13.256,31.393,31.393,GLU
9773,NM_1995,1518.8,1.55,31.116,31.116,ILE
9774,NM_1995,1518,2.378,23.501,23.501,ILE
9775,NM_1995,1518.4,1.426,32.058,32.058,ILE
9773,NM_1995,1557.3,2.283,15.707,15.707,NLE
9774,NM_1995,1556.6,2.058,12.284,12.284,NLE
9775,NM_1995,1556.8,2.175,17.234,17.234,NLE
9773,NM_1995,2215.4,2.487,15.068,15.068,PHE
9774,NM_1995,2214.6,2.416,15.252,15.252,PHE
9775,NM_1995,2215,2.414,16.376,16.376,PHE
9773,NM_1995,1772.3,16.087,30.351,30.351,PRO
9774,NM_1995,1771.5,15.543,31.238,31.238,PRO
9775,NM_1995,1771.7,15.436,30.981,30.981,PRO
9773,NM_1995,1884.3,9.392,16.53,16.53,SER
9774,NM_1995,1883.5,9.039,17.421,17.421,SER
9775,NM_1995,1883.5,8.442,16.114,16.114,SER
9773,NM_1995,1806.8,4.023,-3.721,-3.721,THR
9774,NM_1995,1806,3.848,-4.361,-4.361,THR
