Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,AA_ID
8980,12AA,1412,2.573,2.545,2.545,VAL
8981,12AA,1411.4,3.547,1.656,1.656,VAL
8982,12AA,1411.8,3.084,1.299,1.299,VAL
8989,12AA,1411.6,3.217,0.645,0.645,VAL
8996,12AA,1411.6,3.438,1.025,1.025,VAL
9003,12AA,1411.8,3.425,0.803,0.803,VAL
9010,12AA,1411.4,3.146,0.265,0.265,VAL
9011,12AA,1411.6,3.129,0.382,0.382,VAL
8980,12AA,2610.2,2.567,4.578,4.578,TYR
8981,12AA,2609.4,2.224,3.786,3.786,TYR
8982,12AA,2609.8,1.995,4.052,4.052,TYR
8989,12AA,2609.8,2.21,5.212,5.212,TYR
8996,12AA,2609.4,2.317,4.335,4.335,TYR
9003,12AA,2609.8,2.205,3.744,3.744,TYR
9010,12AA,2609.8,2.08,3.255,3.255,TYR
9011,12AA,2609.8,2.057,4.196,4.196,TYR
8980,12AA,1819.6,2.857,-11.702,-11.702,THR
8981,12AA,1819.1,2.927,-10.069,-10.069,THR
8982,12AA,1819.3,2.391,-10.139,-10.139,THR
8989,12AA,1818.9,2.674,-11.349,-11.349,THR
8996,12AA,1819.1,2.854,-10.96,-10.96,THR
9003,12AA,1819.6,2.775,-11.593,-11.593,THR
9010,12AA,1819.1,2.455,-11.392,-11.392,THR
9011,12AA,1819.1,2.842,-9.269,-9.269,THR
8980,12AA,1784,2.084,-1.677,-1.677,PRO
8981,12AA,1783.6,2.341,-1.959,-1.959,PRO
8982,12AA,1784,1.953,-2.183,-2.183,PRO
8989,12AA,1783.6,2.155,-3.006,-3.006,PRO
8996,12AA,1783.6,2.318,-2.547,-2.547,PRO
9003,12AA,1783.8,2.277,-3.086,-3.086,PRO
9010,12AA,1783.4,2.006,-2.567,-2.567,PRO
9011,12AA,1783.6,1.968,-3.643,-3.643,PRO
8980,12AA,2200.1,3.29,3.738,3.738,PHE
8981,12AA,2199.5,3.026,3.195,3.195,PHE
8982,12AA,2199.7,2.717,3.575,3.575,PHE
8989,12AA,2199.5,3.055,3.253,3.253,PHE
8996,12AA,2199.5,3.257,3.953,3.953,PHE
9003,12AA,2199.9,3.168,3.32,3.32,PHE
9010,12AA,2199.5,2.896,3.442,3.442,PHE
9011,12AA,2199.7,2.846,2.743,2.743,PHE
8980,12AA,1541.6,1.626,12.782,12.782,NLE
8981,12AA,1541,1.956,13.835,13.835,NLE
8982,12AA,1541.4,1.834,13.191,13.191,NLE
8989,12AA,1541.4,1.85,14.436,14.436,NLE
8996,12AA,1541.2,1.962,14.354,14.354,NLE
9003,12AA,1541.4,1.958,13.703,13.703,NLE
9010,12AA,1541.2,1.824,13.244,13.244,NLE
9011,12AA,1541.2,1.809,12.525,12.525,NLE
8980,12AA,1504.6,3.022,-0.776,-0.776,ILE
8981,12AA,1483.7,0.143,-12.754,-12.754,ILE
8982,12AA,1504.6,3.076,-1.767,-1.767,ILE
8989,12AA,1504.4,3.182,-2.498,-2.498,ILE
8996,12AA,1504.2,3.387,-2.24,-2.24,ILE
9003,12AA,1504.4,3.342,-2.682,-2.682,ILE
9010,12AA,1504.2,2.952,-2.553,-2.553,ILE
9011,12AA,1504.4,2.918,-3.185,-3.185,ILE
8980,12AA,2082.7,2.524,-2.666,-2.666,GLU
8981,12AA,2082.3,2.448,-2.083,-2.083,GLU
8982,12AA,2082.5,2.116,-3.003,-3.003,GLU
8989,12AA,2082.3,2.416,-2.668,-2.668,GLU
8996,12AA,2082.5,2.573,-2.742,-2.742,GLU
9003,12AA,2082.7,2.55,-2.347,-2.347,GLU
9010,12AA,2082.3,2.324,-2.406,-2.406,GLU
9011,12AA,2082.5,2.29,-1.541,-1.541,GLU
8980,12AA,1849.9,3.941,1.162,1.162,ASP
8981,12AA,1849.4,3.765,1.26,1.26,ASP
8982,12AA,1849.7,3.314,0.604,0.604,ASP
8989,12AA,1849.2,3.627,0.402,0.402,ASP
8996,12AA,1849.4,3.841,1.071,1.071,ASP
9003,12AA,1850.1,3.771,0.766,0.766,ASP
9010,12AA,1849.4,3.533,0.027,0.027,ASP
9011,12AA,1849.7,4.439,0.577,0.577,ASP
8980,12AA,1285.4,2.102,1.235,1.235,ALA
8981,12AA,1284.7,3.583,-0.391,-0.391,ALA
8982,12AA,1285.1,3.16,-0.456,-0.456,ALA
8989,12AA,1284.9,3.196,-1.034,-1.034,ALA
8996,12AA,1284.7,3.339,-0.764,-0.764,ALA
9003,12AA,1284.9,3.283,-1.374,-1.374,ALA
9010,12AA,1284.9,2.901,-1.719,-1.719,ALA
9011,12AA,1284.9,2.874,-2.49,-2.49,ALA
9004,SM_15210,1410.3,1.432,26.239,26.239,VAL
9005,SM_15210,1410.3,1.406,25.393,25.393,VAL
9006,SM_15210,1409.9,1.358,26.025,26.025,VAL
9004,SM_15210,1732.4,0.5,22.699,22.699,PRO
9005,SM_15210,1732.6,0.482,22.74,22.74,PRO
9006,SM_15210,1732.2,0.468,20.313,20.313,PRO
9004,SM_15210,1539.5,0.628,13.425,13.425,NLE
9005,SM_15210,1539.5,0.613,12.358,12.358,NLE
9006,SM_15210,1539.1,0.598,12.139,12.139,NLE
9004,SM_15210,1480.3,1.957,25.787,25.787,LEU
9005,SM_15210,1480.3,1.931,25.027,25.027,LEU
9006,SM_15210,1479.7,1.873,26.219,26.219,LEU
9004,SM_15210,1357.9,9.884,8.636,8.636,GLY
9005,SM_15210,1357.9,9.762,8.897,8.897,GLY
9006,SM_15210,1357.5,9.425,8.496,8.496,GLY
9004,SM_15210,2083.9,2.863,26.027,26.027,GLU
9005,SM_15210,2084.1,2.807,26.025,26.025,GLU
9006,SM_15210,2083.5,2.692,26.166,26.166,GLU
9004,SM_15210,1819.3,2.837,24.201,24.201,ASP
9005,SM_15210,1819.3,2.804,24.426,24.426,ASP
9006,SM_15210,1818.7,2.712,24.204,24.204,ASP
9004,SM_15210,1284.7,3.646,21.829,21.829,ALA
9005,SM_15210,1284.7,3.575,22.012,22.012,ALA
9006,SM_15210,1284.3,3.472,21.891,21.891,ALA
8983,SM_16043,1411,1.371,29.774,29.774,VAL
8985,SM_16043,1409.7,1.524,29.562,29.562,VAL
8983,SM_16043,1734.1,0.701,24.934,24.934,PRO
8985,SM_16043,1732.8,0.801,26.504,26.504,PRO
8983,SM_16043,1540.5,0.817,14.621,14.621,NLE
8985,SM_16043,1539.3,0.914,13.649,13.649,NLE
8983,SM_16043,1481.2,2.14,28.172,28.172,LEU
8985,SM_16043,1479.9,2.353,26.988,26.988,LEU
8983,SM_16043,1359.8,11.757,9.549,9.549,GLY
8985,SM_16043,1358.3,12.484,10.372,10.372,GLY
8983,SM_16043,2086.4,3.414,28.463,28.463,GLU
8985,SM_16043,2085,3.736,29.135,29.135,GLU
8983,SM_16043,1820.6,2.876,27.308,27.308,ASP
8985,SM_16043,1819.1,3.246,26.968,26.968,ASP
8983,SM_16043,1285.6,3.874,23.924,23.924,ALA
8985,SM_16043,1284.3,4.112,24.691,24.691,ALA
8993,SM_21180,1410.5,1.519,27.237,27.237,VAL
8994,SM_21180,1410.3,1.553,27.553,27.553,VAL
8995,SM_21180,1410.5,1.929,26.356,26.356,VAL
8993,SM_21180,1733.4,0.819,27.675,27.675,PRO
8994,SM_21180,1733.4,0.852,26.922,26.922,PRO
