Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,AA_ID,Conc
11300,12AA,1568.2,1.058,14.872,14.872,NLE,100
11301,12AA,1569.1,1.232,13.488,13.488,NLE,100
11302,12AA,1568.5,1.107,14.813,14.813,NLE,100
11309,12AA,1569,1.138,13.374,13.374,NLE,100
11316,12AA,1567.7,1.16,14.239,14.239,NLE,100
11323,12AA,1569,1.163,13.036,13.036,NLE,100
11324,12AA,1568.8,1.149,13.247,13.247,NLE,100
11300,12AA,2228.8,2.612,3.8,3.8,PHE,100
11301,12AA,2120.6,1.681,-1.816,-1.816,PHE,100
11302,12AA,2229.6,2.436,3.697,3.697,PHE,100
11309,12AA,2230.4,2.592,2.987,2.987,PHE,100
11316,12AA,2229.4,2.624,2.777,2.777,PHE,100
11323,12AA,2230.9,2.709,2.159,2.159,PHE,100
11324,12AA,2230.4,2.67,3.142,3.142,PHE,100
11300,12AA,1776.6,1.507,-2.417,-2.417,PRO,100
11301,12AA,1758.3,0.173,-2.151,-2.151,PRO,100
11302,12AA,1776.9,1.414,-3.785,-3.785,PRO,100
11309,12AA,1777.5,1.54,-5.772,-5.772,PRO,100
11316,12AA,1776.1,1.578,-5.007,-5.007,PRO,100
11323,12AA,1777.8,1.595,-5.057,-5.057,PRO,100
11324,12AA,1777.8,1.575,-5.806,-5.806,PRO,100
11300,12AA,1894.2,1.827,1.933,1.933,SER,100
11301,12AA,1866.2,2.123,-9.219,-9.219,SER,100
11302,12AA,1894.6,1.644,1.331,1.331,SER,100
11309,12AA,1895.4,1.927,-0.555,-0.555,SER,100
11316,12AA,1894.2,1.769,-0.128,-0.128,SER,100
11323,12AA,1896,1.994,-0.995,-0.995,SER,100
11324,12AA,1896,1.975,-1.003,-1.003,SER,100
11300,12AA,1826.9,1.615,0.914,0.914,THR,100
11301,12AA,1777.8,1.576,-3.369,-3.369,THR,100
11302,12AA,1827.5,1.59,-1.602,-1.602,THR,100
11309,12AA,1827.9,1.712,-1.953,-1.953,THR,100
11316,12AA,1826.7,1.748,-2.616,-2.616,THR,100
11323,12AA,1828.5,1.762,-3.084,-3.084,THR,100
11324,12AA,1828.5,1.741,-2.903,-2.903,THR,100
11300,12AA,2624.7,1.755,6.13,6.13,TYR,100
11301,12AA,2230.1,2.434,4.149,4.149,TYR,100
11302,12AA,2625.7,1.682,4.313,4.313,TYR,100
11309,12AA,2626.5,1.753,3.656,3.656,TYR,100
11316,12AA,2625.7,1.719,3.952,3.952,TYR,100
11323,12AA,2626.5,1.729,3.078,3.078,TYR,100
11324,12AA,2626.3,1.698,3.104,3.104,TYR,100
11300,12AA,1439.9,2.181,3.959,3.959,VAL,100
11301,12AA,1440.8,2.598,1.675,1.675,VAL,100
11302,12AA,1440.2,2.384,0.701,0.701,VAL,100
11309,12AA,1440.4,2.523,0.464,0.464,VAL,100
11316,12AA,1439.2,2.6,-0.084,-0.084,VAL,100
11323,12AA,1440.4,2.666,0.068,0.068,VAL,100
11324,12AA,1440.2,2.637,-1.081,-1.081,VAL,100
11313,RM_2361,1530.1,0.343,20.112,20.112,ILE,100
11314,RM_2361,1530.7,0.485,21.415,21.415,ILE,100
11315,RM_2361,1529.7,0.183,17.844,17.844,ILE,100
11313,RM_2361,1567.9,0.699,11.318,11.318,NLE,100
11314,RM_2361,1568.8,1.038,13.148,13.148,NLE,100
11315,RM_2361,1567.1,0.411,12.76,12.76,NLE,100
11313,RM_2361,2226.1,0.801,14.294,14.294,PHE,100
11314,RM_2361,2227.3,1.15,13.945,13.945,PHE,100
11315,RM_2361,2224.6,0.401,14.989,14.989,PHE,100
11313,RM_2361,1782.4,4.685,26.886,26.886,PRO,100
11314,RM_2361,1785.3,6.703,26.948,26.948,PRO,100
11315,RM_2361,1778,2.342,26.019,26.019,PRO,100
11313,RM_2361,1893.5,1.363,11.926,11.926,SER,100
11314,RM_2361,1897.1,2.268,17.694,17.694,SER,100
11315,RM_2361,1888.7,0.746,12.245,12.245,SER,100
11313,RM_2361,1823.9,0.603,-29.451,-29.451,THR,100
11314,RM_2361,1825.4,0.851,-30.711,-30.711,THR,100
11315,RM_2361,1822.1,0.327,-25.12,-25.12,THR,100
11303,RM_4934,1532.4,0.67,21.697,21.697,ILE,100
11304,RM_4934,1529.9,0.215,25.341,25.341,ILE,100
11305,RM_4934,1530.3,0.262,22.692,22.692,ILE,100
11303,RM_4934,1569.4,1.278,12.514,12.514,NLE,100
11304,RM_4934,1567.5,0.357,15.17,15.17,NLE,100
11305,RM_4934,1568.1,0.429,12.945,12.945,NLE,100
11303,RM_4934,2229.4,1.884,14.746,14.746,PHE,100
11304,RM_4934,2224.8,0.497,15.47,15.47,PHE,100
11305,RM_4934,2225.8,0.6,14.527,14.527,PHE,100
11303,RM_4934,1790.3,11.715,27.597,27.597,PRO,100
11304,RM_4934,1779.6,3.024,27.849,27.849,PRO,100
11305,RM_4934,1781.5,3.671,28.398,28.398,PRO,100
11303,RM_4934,1903.4,3.667,18.535,18.535,SER,100
11304,RM_4934,1890.4,1.019,18.167,18.167,SER,100
11305,RM_4934,1892.3,1.2,16.463,16.463,SER,100
11303,RM_4934,1828.3,1.518,-22.726,-22.726,THR,100
11304,RM_4934,1822.7,0.425,-22.362,-22.362,THR,100
11305,RM_4934,1823.9,0.51,-22.856,-22.856,THR,100
11317,RM_9723,1873.5,5.45,24.601,24.601,ASP,100
11318,RM_9723,1873.9,5.428,24.589,24.589,ASP,100
11319,RM_9723,1873.5,5.342,24.285,24.285,ASP,100
11317,RM_9723,1531.1,1.18,27.468,27.468,ILE,100
11318,RM_9723,1531.3,1.154,27.592,27.592,ILE,100
11319,RM_9723,1530.9,1.159,27.56,27.56,ILE,100
11317,RM_9723,1569.2,1.769,10.758,10.758,NLE,100
11318,RM_9723,1569.2,1.569,13.756,13.756,NLE,100
11319,RM_9723,1568.8,1.507,19.836,19.836,NLE,100
11317,RM_9723,2228.8,1.604,10.367,10.367,PHE,100
11318,RM_9723,2228.8,1.577,10.373,10.373,PHE,100
11319,RM_9723,2228.6,1.549,10.187,10.187,PHE,100
11317,RM_9723,1780.1,3.024,29.212,29.212,PRO,100
11318,RM_9723,1780.3,3.043,29.411,29.411,PRO,100
11319,RM_9723,1779.8,2.958,29.099,29.099,PRO,100
11317,RM_9723,1899.8,2.849,18.276,18.276,SER,100
11318,RM_9723,1900.2,2.837,19.499,19.499,SER,100
11319,RM_9723,1899.6,2.77,18.225,18.225,SER,100
11317,RM_9723,1826.5,1.282,-31.665,-31.665,THR,100
11318,RM_9723,1826.5,1.257,-31.567,-31.567,THR,100
11319,RM_9723,1826.2,1.26,-30.455,-30.455,THR,100
11320,RM_9733,1862.2,1.35,24.604,24.604,ASP,100
11321,RM_9733,1863.4,1.559,24.286,24.286,ASP,100
11320,RM_9733,1529.7,0.243,24.73,24.73,ILE,100
11321,RM_9733,1530.1,0.278,25.142,25.142,ILE,100
11320,RM_9733,1567.1,0.366,13.492,13.492,NLE,100
11321,RM_9733,1567.7,0.426,14.112,14.112,NLE,100
11320,RM_9733,2224.6,0.356,12.928,12.928,PHE,100
11321,RM_9733,2225,0.413,15.162,15.162,PHE,100
11320,RM_9733,1780.1,3.21,26.188,26.188,PRO,100
11321,RM_9733,1781.3,3.712,26.465,26.465,PRO,100
11320,RM_9733,1888.7,0.598,11.709,11.709,SER,100
11321,RM_9733,1890,0.691,5.972,5.972,SER,100
11320,RM_9733,1822.5,0.249,-31.648,-31.648,THR,100
11321,RM_9733,1823.1,0.288,-31.741,-31.741,THR,100
