Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,AA_ID
9594,12AA,1295.4,2.231,-0.043,-0.043,ALA
9595,12AA,1296.2,2.652,-0.184,-0.184,ALA
9596,12AA,1295,2.398,-0.339,-0.339,ALA
9603,12AA,1295.8,2.001,-0.701,-0.701,ALA
9610,12AA,1294.8,1.959,0.26,0.26,ALA
9617,12AA,1295.8,2.012,0.839,0.839,ALA
9624,12AA,1295.4,2.311,1.97,1.97,ALA
9625,12AA,1295,2.191,0.891,0.891,ALA
9594,12AA,1835.6,2.388,-10.608,-10.608,ASP
9595,12AA,1836.7,2.535,-11.095,-11.095,ASP
9596,12AA,1835.2,2.208,-10.429,-10.429,ASP
9603,12AA,1836.1,1.85,-10.608,-10.608,ASP
9610,12AA,1835.4,1.935,-8.643,-8.643,ASP
9617,12AA,1836.9,1.962,-9.021,-9.021,ASP
9624,12AA,1836.9,2.215,-8.081,-8.081,ASP
9625,12AA,1836.7,2.128,-8.488,-8.488,ASP
9594,12AA,2095.9,1.787,-2.518,-2.518,GLU 
9595,12AA,2096.9,1.8,-3.383,-3.383,GLU 
9596,12AA,2095.4,1.575,-2.962,-2.962,GLU 
9603,12AA,2096.5,1.424,-4.05,-4.05,GLU 
9610,12AA,2095.9,1.36,-1.979,-1.979,GLU 
9617,12AA,2096.9,1.385,-1.379,-1.379,GLU 
9624,12AA,2096.9,1.481,-0.363,-0.363,GLU 
9625,12AA,2096.7,1.467,-0.817,-0.817,GLU 
9594,12AA,1363.9,2.68,3.848,3.848,GLY
9595,12AA,1364.8,3.068,4.875,4.875,GLY
9596,12AA,1363.7,2.746,3.282,3.282,GLY
9603,12AA,1364.6,2.244,3.241,3.241,GLY
9610,12AA,1363.5,2.264,4.817,4.817,GLY
9617,12AA,1364.8,2.301,5.145,5.145,GLY
9624,12AA,1364.4,2.627,4.875,4.875,GLY
9625,12AA,1364.1,2.456,4.211,4.211,GLY
9594,12AA,1514.8,2.809,-1.114,-1.114,ILE
9595,12AA,1515.7,3.104,-1.921,-1.921,ILE
9596,12AA,1514.6,2.758,-1.053,-1.053,ILE
9603,12AA,1515.3,2.236,-1.658,-1.658,ILE
9610,12AA,1514.2,2.248,-0.599,-0.599,ILE
9617,12AA,1515.3,2.267,0.111,0.111,ILE
9624,12AA,1514.8,2.579,0.018,0.018,ILE
9625,12AA,1514.6,2.433,0.188,0.188,ILE
9594,12AA,1552,1.336,13.359,13.359,NLE
9595,12AA,1553.1,1.458,13.367,13.367,NLE
9596,12AA,1551.8,1.24,13.608,13.608,NLE
9603,12AA,1552.7,0.938,13.087,13.087,NLE
9610,12AA,1551.6,0.937,13.961,13.961,NLE
9617,12AA,1552.7,0.945,14.277,14.277,NLE
9624,12AA,1552,1.152,23.4,23.4,NLE
9625,12AA,1551.8,1.06,23.038,23.038,NLE
9594,12AA,2210.8,2.649,3.248,3.248,PHE
9595,12AA,2211.8,2.593,3.148,3.148,PHE
9596,12AA,2210.4,2.347,3.237,3.237,PHE
9603,12AA,2211.4,2.109,3.318,3.318,PHE
9610,12AA,2210.6,2.011,3.24,3.24,PHE
9617,12AA,2211.8,1.979,3.682,3.682,PHE
9624,12AA,2211.6,2.177,5.17,5.17,PHE
9625,12AA,2211.4,2.073,5.241,5.241,PHE
9594,12AA,1751.2,2.025,-5.205,-5.205,PRO
9595,12AA,1752.3,2.101,-4.419,-4.419,PRO
9596,12AA,1751,1.789,-5.087,-5.087,PRO
9603,12AA,1751.6,1.511,-7.402,-7.402,PRO
9610,12AA,1751,1.442,-4.517,-4.517,PRO
9617,12AA,1752,1.48,-3.021,-3.021,PRO
9624,12AA,1751.8,1.663,-2.82,-2.82,PRO
9625,12AA,1751.6,1.573,-3.193,-3.193,PRO
9594,12AA,1863.4,1.909,0.816,0.816,SER
9595,12AA,1864.5,2.042,0.04,0.04,SER
9596,12AA,1863,1.658,0.778,0.778,SER
9603,12AA,1863.7,1.654,-1.549,-1.549,SER
9610,12AA,1863.4,1.419,1.148,1.148,SER
9617,12AA,1864.9,1.404,1.307,1.307,SER
9624,12AA,1864.9,1.601,2.139,2.139,SER
9625,12AA,1864.7,1.773,1.129,1.129,SER
9594,12AA,1799.1,1.808,-2.252,-2.252,THR
9595,12AA,1800.5,1.961,-1.443,-1.443,THR
9596,12AA,1799.1,1.696,-2.713,-2.713,THR
9603,12AA,1799.7,1.385,-3.256,-3.256,THR
9610,12AA,1799.1,1.451,-2.725,-2.725,THR
9617,12AA,1800.3,1.453,-2.218,-2.218,THR
9624,12AA,1800.1,1.67,-0.649,-0.649,THR
9625,12AA,1799.9,1.596,-0.893,-0.893,THR
9594,12AA,2616.7,2.003,4.439,4.439,TYE
9595,12AA,2617.3,1.932,4.339,4.339,TYE
9596,12AA,2616.1,1.746,4.412,4.412,TYE
9603,12AA,2617.3,1.641,4.959,4.959,TYE
9610,12AA,2616.5,1.575,5.64,5.64,TYE
9617,12AA,2617.3,1.287,4.216,4.216,TYE
9624,12AA,2616.9,1.549,6.548,6.548,TYE
9625,12AA,2616.7,1.494,6.316,6.316,TYE
9594,12AA,1422,2.377,2.811,2.811,VAL
9595,12AA,1422.9,2.686,1.497,1.497,VAL
9596,12AA,1421.6,2.371,2.289,2.289,VAL
9603,12AA,1422.5,1.94,0.264,0.264,VAL
9610,12AA,1421.4,1.846,2.281,2.281,VAL
9617,12AA,1422.5,1.975,1.999,1.999,VAL
9624,12AA,1421.8,2.267,2.52,2.52,VAL
9625,12AA,1421.6,2.107,2.695,2.695,VAL
9604,NM_1984,1850.7,8.962,24.375,24.375,ASP
9605,NM_1984,1850.9,8.774,26.993,26.993,ASP
9606,NM_1984,1850.5,8.792,23.623,23.623,ASP
9604,NM_1984,1516.1,2.136,29.475,29.475,ILE
9605,NM_1984,1516.1,2.102,29.419,29.419,ILE
9606,NM_1984,1516.1,2.083,29.498,29.498,ILE
9604,NM_1984,1554.3,2.513,13.611,13.611,NLE
9605,NM_1984,1554.3,2.47,13.617,13.617,NLE
9606,NM_1984,1554.3,2.453,13.956,13.956,NLE
9604,NM_1984,2213.5,2.553,12.173,12.173,PHE
9605,NM_1984,2213.7,2.429,12.848,12.848,PHE
9606,NM_1984,2213.5,2.471,12.697,12.697,PHE
9604,NM_1984,1759.8,7.594,24.287,24.287,PRO
9605,NM_1984,1759.8,7.377,24.959,24.959,PRO
9606,NM_1984,1759.6,7.085,25.269,25.269,PRO
9604,NM_1984,1877,6.075,15.331,15.331,SER
9605,NM_1984,1877,5.955,20.17,20.17,SER
9606,NM_1984,1876.8,5.951,16.153,16.153,SER
9604,NM_1984,1802.2,1.926,-30.768,-30.768,THR
9605,NM_1984,1802.4,1.872,-29.726,-29.726,THR
9606,NM_1984,1802.2,1.864,-28.446,-28.446,THR
9618,NM_2001,1847.4,6.553,24.951,24.951,ASP
9619,NM_2001,1846.9,6.585,25.02,25.02,ASP
9618,NM_2001,1515.5,1.838,28.612,28.612,ILE
9619,NM_2001,1514.8,1.832,28.37,28.37,ILE
9618,NM_2001,1553.9,2.179,16.281,16.281,NLE
9619,NM_2001,1553.5,1.831,14.832,14.832,NLE
9618,NM_2001,2213.7,2.095,12.679,12.679,PHE
9619,NM_2001,2213.1,2.176,12.362,12.362,PHE
9618,NM_2001,1756.2,3.447,16.271,16.271,PRO
9619,NM_2001,1755.8,3.486,16.733,16.733,PRO
9618,NM_2001,1870.8,3.495,21.013,21.013,SER
9619,NM_2001,1870.3,3.437,20.727,20.727,SER
9618,NM_2001,1799.7,1.059,-21.593,-21.593,THR
9619,NM_2001,1799.1,1.084,-21.863,-21.863,THR
9597,NM_2024,1852.4,10.575,23.572,23.572,ASP
9598,NM_2024,1852.8,9.986,23.93,23.93,ASP
9599,NM_2024,1852.8,9.991,21.868,21.868,ASP
9597,NM_2024,1517.8,2.625,27.988,27.988,ILE
9598,NM_2024,1518.2,2.523,27.153,27.153,ILE
9599,NM_2024,1518,2.465,27.275,27.275,ILE
9597,NM_2024,1555.8,3.202,14.743,14.743,NLE
9598,NM_2024,1556.2,3.045,14.023,14.023,NLE
9599,NM_2024,1556,2.936,13.385,13.385,NLE
9597,NM_2024,2214.6,4.33,11.781,11.781,PHE
9598,NM_2024,2215,4.025,11.871,11.871,PHE
9599,NM_2024,2214.8,3.906,11.541,11.541,PHE
9597,NM_2024,1758.3,5.481,27.027,27.027,PRO
9598,NM_2024,1758.7,5.16,26.889,26.889,PRO
9599,NM_2024,1758.7,5.068,26.674,26.674,PRO
9597,NM_2024,1879.3,7.316,15.103,15.103,SER
9598,NM_2024,1879.7,7.166,16.133,16.133,SER
9599,NM_2024,1879.5,7.384,13.392,13.392,SER
9597,NM_2024,1803.9,2.9,-26.992,-26.992,THR
9598,NM_2024,1804.1,2.736,-27.548,-27.548,THR
9599,NM_2024,1803.9,2.648,-28.79,-28.79,THR
9614,NM_2045,1846.5,6.796,23.385,23.385,ASP
9615,NM_2045,1845.9,5.805,26.818,26.818,ASP
9616,NM_2045,1846.3,6.811,23.575,23.575,ASP
9614,NM_2045,1515.5,1.408,28.038,28.038,ILE
9615,NM_2045,1514.8,1.387,28.365,28.365,ILE
9616,NM_2045,1515.3,1.399,27.252,27.252,ILE
9614,NM_2045,1554.1,2.135,13.473,13.473,NLE
9615,NM_2045,1553.5,2.108,14.01,14.01,NLE
9616,NM_2045,1554.1,2.121,13.363,13.363,NLE
9614,NM_2045,2211.8,1.952,15.367,15.367,PHE
9615,NM_2045,2211.2,1.935,14.3,14.3,PHE
9616,NM_2045,2211.6,1.952,15.992,15.992,PHE
9614,NM_2045,1763.3,10.591,25.837,25.837,PRO
9615,NM_2045,1762.7,10.48,25.492,25.492,PRO
9616,NM_2045,1763.3,10.533,25.704,25.704,PRO
9614,NM_2045,1873.7,6.284,15.96,15.96,SER
9615,NM_2045,1873.3,4.746,18.498,18.498,SER
9616,NM_2045,1873.9,6.259,16.005,16.005,SER
9614,NM_2045,1801.2,2.435,-4.032,-4.032,THR
9615,NM_2045,1800.5,2.411,-5.044,-5.044,THR
9616,NM_2045,1801.2,2.433,-4.65,-4.65,THR
9607,NM_2065,1845.1,5.745,22.003,22.003,ASP
9608,NM_2065,1844.2,5.5,21.677,21.677,ASP
9609,NM_2065,1844.6,5.562,25.206,25.206,ASP
9607,NM_2065,1515,1.188,27.732,27.732,ILE
9608,NM_2065,1514.2,1.122,27.581,27.581,ILE
9609,NM_2065,1514.6,1.17,27.285,27.285,ILE
9607,NM_2065,1554.5,2.606,8.872,8.872,NLE
9608,NM_2065,1553.7,2.24,10.871,10.871,NLE
9609,NM_2065,1554.1,2.338,11.312,11.312,NLE
9607,NM_2065,2211.6,1.871,15.128,15.128,PHE
9608,NM_2065,2211,1.808,15.172,15.172,PHE
9609,NM_2065,2211.2,1.89,14.557,14.557,PHE
9607,NM_2065,1758.5,6.749,26.067,26.067,PRO
9608,NM_2065,1757.7,6.415,26.041,26.041,PRO
9609,NM_2065,1758.1,6.666,25.935,25.935,PRO
9607,NM_2065,1872.8,4.686,13.384,13.384,SER
9608,NM_2065,1871.8,4.545,13.229,13.229,SER
9609,NM_2065,1872.4,4.529,17.876,17.876,SER
9607,NM_2065,1801,1.521,-23.691,-23.691,THR
9608,NM_2065,1800.3,1.467,-22.651,-22.651,THR
9609,NM_2065,1800.5,1.502,-24.156,-24.156,THR
9621,NM_2067,1851.3,9.31,23.473,23.473,ASP
9622,NM_2067,1851.5,8.038,26.504,26.504,ASP
9623,NM_2067,1851.5,9.237,24.741,24.741,ASP
9621,NM_2067,1516.7,1.75,29.254,29.254,ILE
9622,NM_2067,1517.1,1.717,29.756,29.756,ILE
9623,NM_2067,1516.9,1.709,29.516,29.516,ILE
9621,NM_2067,1555,2.192,14.517,14.517,NLE
9622,NM_2067,1555.2,2.145,14.473,14.473,NLE
9623,NM_2067,1555,2.161,14.271,14.271,NLE
9621,NM_2067,2213.3,2.866,13.817,13.817,PHE
9622,NM_2067,2213.5,2.913,13.801,13.801,PHE
9623,NM_2067,2213.5,2.983,14.039,14.039,PHE
9621,NM_2067,1767.1,14.783,27.155,27.155,PRO
9622,NM_2067,1767.1,14.894,27.601,27.601,PRO
9623,NM_2067,1767.3,14.907,27.619,27.619,PRO
9621,NM_2067,1879.5,8.243,15.777,15.777,SER
9622,NM_2067,1879.3,6.31,16.737,16.737,SER
9623,NM_2067,1880,7.807,15.973,15.973,SER
9621,NM_2067,1803.7,3.342,-9.762,-9.762,THR
9622,NM_2067,1803.9,3.291,-10.214,-10.214,THR
9623,NM_2067,1803.7,3.213,-12.313,-12.313,THR
9611,NM_2068,1854,10.717,24.184,24.184,ASP
9612,NM_2068,1854,10.609,23.258,23.258,ASP
9613,NM_2068,1844.6,6.109,21.911,21.911,ASP
9611,NM_2068,1518.4,2.052,31.103,31.103,ILE
9612,NM_2068,1518.6,2.695,27.797,27.797,ILE
9613,NM_2068,1515,1.068,31.794,31.794,ILE
9611,NM_2068,1557.5,4.221,12.504,12.504,NLE
9612,NM_2068,1557.3,6.446,15.547,15.547,NLE
9613,NM_2068,1554.1,2.346,14.545,14.545,NLE
