Common Population Name,NMFS_POPID,ESU,Species,Start Year,Year,Spawners
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,2002,2920
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,2001,3603
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,2000,1438
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1999,1458
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1998,1954
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1997,1939
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1996,1032
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1995,413
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1994,779
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1993,2448
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1992,729
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1991,658
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1990,1300
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1989,965
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1988,538
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1987,879
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1986,1168
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1985,1181
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1984,1121
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1983,1767
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1982,828
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1981,965
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1980,1326
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1979,463
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1978,2118
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1977,1016
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1976,1501
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1975,937
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1974,1103
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1973,672
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1972,370
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1971,805
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1970,827
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1969,444
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1968,781
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1967,324
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1966,1225
Snoqualmie River,49,"Salmon, Chinook (Puget Sound ESU)", ,1965,1965,528
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,2014,1106
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,2013,4120
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,2012,5747
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,2011,7484
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,2010,2572
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,2009,2415
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,2008,4869
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,2007,10734
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,2006,8055
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,2005,4119
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,2004,5248
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,2003,3117
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,2002,1865
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,2001,4304
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,2000,3021
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1999,2393
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1998,939
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1997,1119
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1996,1402
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1995,1612
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1994,1108
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1993,951
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1992,911
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1991,257
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1990,454
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1989,84
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1988,149
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1987,118
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1986,11
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1985,33
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1984,7
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1983,26
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1982,21
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1981,182
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1980,58
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1979,104
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1978,141
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1977,76
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1976,247
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1975,489
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1974,443
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1973,171
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1972,439
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1971,394
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1970,653
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1969,548
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1968,513
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1967,686
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1966,720
White River,55,"Salmon, Chinook (Puget Sound ESU)", ,1965,1965,1078
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,2014,2890
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,2013,2149
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,2012,3179
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,2011,1067
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,2010,2273
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,2009,701
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,2008,6571
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,2007,4313
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,2006,6322
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,2005,2619
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,2004,8324
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,2003,5899
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,2002,8086
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,2001,6603
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,2000,4863
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1999,7501
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1998,6250
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1997,7429
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1996,6349
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1995,9199
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1994,4076
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1993,2526
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1992,5583
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1991,10548
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1990,7104
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1989,11512
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1988,8466
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1987,10729
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1986,5407
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1985,3218
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1984,3363
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1983,3844
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1982,2016
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1981,4788
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1980,7765
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1979,9726
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1978,3884
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1977,4329
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1976,3150
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1975,3486
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1974,5346
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1973,3370
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1972,4767
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1971,5848
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1970,11569
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1969,4270
Green River,38,"Salmon, Chinook (Puget Sound ESU)", ,1968,1968,4963
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,2013,728
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,2012,453
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,2011,322
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,2010,92
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,2009,139
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,2008,284
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,2007,77
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,2006,37
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,2005,47
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,2004,133
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,2003,204
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,2002,103
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,2001,352
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,2000,486
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1999,832
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1998,305
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1997,183
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1996,42
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1995,115
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1994,396
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1993,120
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1992,102
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1991,94
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1990,52
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1989,125
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1988,128
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1987,105
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1986,46
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1985,1773
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1984,775
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1983,534
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1982,133
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1981,155
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1980,267
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1979,700
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1978,56
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1977,718
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1976,381
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1975,935
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1974,377
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1973,870
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1972,602
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1971,1318
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1970,1228
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1969,820
Mid-Hood Canal,42,"Salmon, Chinook (Puget Sound ESU)", ,1968,1968,870
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,2013,2350
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,2012,3769
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,2011,2373
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,2010,2099
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,2009,907
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,2008,3527
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,2007,1769
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,2006,2273
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,2005,2265
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,2004,2788
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,2003,639
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,2002,1602
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,2001,1116
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,2000,1253
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1999,1399
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1998,898
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1997,348
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1996,623
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1995,858
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1994,1781
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1993,1670
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1992,118
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1991,971
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1990,1000
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1989,2412
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1988,1343
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1987,118
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1986,304
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1985,113
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1984,322
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1983,1067
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1982,878
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1981,457
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1980,1147
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1979,1679
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1978,194
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1977,234
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1976,450
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1975,565
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1974,510
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1973,722
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1972,709
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1971,831
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1970,910
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1969,322
Nisqually River,43,"Salmon, Chinook (Puget Sound ESU)", ,1968,1968,614
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,2010,1643
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,2009,1551
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,2008,2776
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,2007,3031
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,2006,2315
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,2005,1092
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,2004,1865
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,2003,1605
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,2002,1848
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,2001,2003
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,2000,1232
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1999,2006
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1998,3192
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1997,1583
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1996,2518
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1995,2750
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1994,2621
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1993,2084
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1992,3088
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1991,1766
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1990,3572
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1989,2564
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1988,1392
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1987,963
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1986,760
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1985,1165
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1984,1299
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1983,1233
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1982,895
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1981,527
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1980,2560
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1979,2497
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1978,1039
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1977,719
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1976,1125
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1975,1439
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1974,1542
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1973,657
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1972,934
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1971,2253
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1970,5369
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1969,909
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,1968,893
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,2014,1504
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,2013,810
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,2012,775
Puyallup River,45,"Salmon, Chinook (Puget Sound ESU)", ,1968,2011,1514
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,2013,1822
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,2012,1825
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,2011,1509
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,2010,1396
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,2009,1130
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,2008,1279
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,2007,641
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,2006,1400
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,2005,2049
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,2004,2441
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,2003,1129
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,2002,1500
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,2001,1941
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,2000,1137
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1999,1740
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1998,1936
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1997,546
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1996,1037
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1995,1490
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1994,730
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1993,1096
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1992,924
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1991,1892
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1990,692
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1989,1412
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1988,2694
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1987,2406
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1986,2970
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1985,3193
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1984,1628
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1983,1154
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1982,293
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1981,157
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1980,504
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1979,1285
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1978,183
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1977,1602
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1976,1160
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1975,1951
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1974,691
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1973,1859
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1972,1087
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1971,3063
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1970,2127
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1969,2070
Skokomish River,47,"Salmon, Chinook (Puget Sound ESU)", ,1968,1968,2483
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,2014,1522
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,2013,1662
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,2012,2524
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,2011,3266
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,2010,2789
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,2009,1883
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,2008,2105
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,2007,3285
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,2006,2585
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,2005,2658
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,2004,6949
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,2003,7795
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,2002,5679
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,2001,4428
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,2000,2533
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1999,1862
