Common Population Name,NMFS_POPID,ESU,Species,Start Year,Year,Spawners
Upper Sauk River,53,"Salmon, Chinook (Puget Sound ESU)", ,1952,2007,290
Upper Sauk River,53,"Salmon, Chinook (Puget Sound ESU)", ,1952,2006,1135
Upper Sauk River,53,"Salmon, Chinook (Puget Sound ESU)", ,1952,2005,308
Upper Sauk River,53,"Salmon, Chinook (Puget Sound ESU)", ,1952,1962,1674
Upper Sauk River,53,"Salmon, Chinook (Puget Sound ESU)", ,1952,1961,3321
Upper Sauk River,53,"Salmon, Chinook (Puget Sound ESU)", ,1952,1960,3425
Upper Sauk River,53,"Salmon, Chinook (Puget Sound ESU)", ,1952,1959,752
Upper Sauk River,53,"Salmon, Chinook (Puget Sound ESU)", ,1952,1958,675
Upper Sauk River,53,"Salmon, Chinook (Puget Sound ESU)", ,1952,1957,2586
Upper Sauk River,53,"Salmon, Chinook (Puget Sound ESU)", ,1952,1956,1890
Upper Sauk River,53,"Salmon, Chinook (Puget Sound ESU)", ,1952,1955,865
Upper Sauk River,53,"Salmon, Chinook (Puget Sound ESU)", ,1952,1954,681
Upper Sauk River,53,"Salmon, Chinook (Puget Sound ESU)", ,1952,1953,804
Upper Sauk River,53,"Salmon, Chinook (Puget Sound ESU)", ,1952,1952,1878
Upper Sauk River,53,"Salmon, Chinook (Puget Sound ESU)", ,1952,2004,724
Upper Sauk River,53,"Salmon, Chinook (Puget Sound ESU)", ,1952,2003,196
Upper Sauk River,53,"Salmon, Chinook (Puget Sound ESU)", ,1952,2002,475
Upper Sauk River,53,"Salmon, Chinook (Puget Sound ESU)", ,1952,2001,543
Upper Sauk River,53,"Salmon, Chinook (Puget Sound ESU)", ,1952,2000,394
Upper Sauk River,53,"Salmon, Chinook (Puget Sound ESU)", ,1952,1999,189
Upper Sauk River,53,"Salmon, Chinook (Puget Sound ESU)", ,1952,1998,302
Upper Sauk River,53,"Salmon, Chinook (Puget Sound ESU)", ,1952,1997,307
Upper Sauk River,53,"Salmon, Chinook (Puget Sound ESU)", ,1952,1996,414
Upper Sauk River,53,"Salmon, Chinook (Puget Sound ESU)", ,1952,1995,190
Upper Sauk River,53,"Salmon, Chinook (Puget Sound ESU)", ,1952,1994,138
Upper Sauk River,53,"Salmon, Chinook (Puget Sound ESU)", ,1952,1993,330
Upper Sauk River,53,"Salmon, Chinook (Puget Sound ESU)", ,1952,1992,584
Upper Sauk River,53,"Salmon, Chinook (Puget Sound ESU)", ,1952,1991,757
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1996,8243
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1995,6129
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1994,4772
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1993,4748
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1992,5633
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1991,3656
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1990,11793
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1989,4834
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1988,8244
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1987,6038
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1986,12390
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1985,13914
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1984,9831
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1983,5338
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1968,7440
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1967,3777
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1966,7674
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1965,7829
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1964,5440
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1963,5484
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1962,6644
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1961,5560
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1960,14771
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1959,9404
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1958,8882
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1957,5582
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1956,5656
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1955,5745
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1954,5941
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1953,9929
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1952,8498
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,2010,6894
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,2009,5437
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,2008,8692
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,2007,10125
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,2006,16835
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,2005,16698
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,2004,21183
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,2003,7212
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,2002,14511
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,2001,10192
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,2000,13418
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1999,3699
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1998,12178
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1997,4247
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1982,7006
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1981,4287
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1980,12610
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1979,7877
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1978,8657
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1977,5904
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1976,6905
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1975,7266
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1974,8519
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1973,9970
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1972,13844
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1971,11180
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1970,11317
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,1969,5762
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,2013,8548
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,2012,9947
Upper Skagit River,54,"Salmon, Chinook (Puget Sound ESU)", ,1952,2011,4569
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1990,812
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1989,2549
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1988,1890
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1987,386
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1986,396
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1985,491
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1984,683
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1983,122
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1982,146
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1981,116
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1980,180
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1979,344
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1978,243
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1977,337
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1976,528
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1975,296
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1974,156
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1973,242
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1972,830
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1971,933
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1970,72
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1969,86
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1968,132
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1967,100
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1966,108
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1965,75
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1964,364
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2014,890
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2013,2035
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2012,413
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2011,566
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2010,639
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2009,783
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2008,424
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2007,251
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2006,566
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2005,853
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2004,1503
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2003,1106
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2002,877
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2001,802
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2000,290
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1999,299
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1998,491
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1997,689
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1996,2305
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1995,1368
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1994,1695
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1993,890
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1992,1247
Coweeman River,6,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1991,340
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2014,869
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2013,637
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2012,172
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2011,1127
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2010,1318
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2009,1467
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2008,1320
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2007,168
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2006,324
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2005,2699
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2004,6880
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2003,7348
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2002,7893
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2001,2806
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2000,146
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1999,957
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1998,358
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1997,2137
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1996,547
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1995,316
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1994,1004
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1993,408
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1992,392
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1991,445
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1990,587
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1989,1093
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1988,2411
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1987,2741
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1986,1064
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1985,5919
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1984,2036
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1983,2627
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1982,1352
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1981,514
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1980,247
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1979,2202
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1978,5060
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1977,3030
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1976,2383
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1975,5448
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1974,3125
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1973,3350
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1972,2869
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1971,3277
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1970,3186
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1969,2973
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1968,3594
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1967,3182
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1966,2984
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1965,2539
Elochoman River,7,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1964,3020
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2014,729
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2013,2033
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2012,208
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2011,405
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2010,159
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2009,555
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2008,95
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2007,96
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2006,383
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2005,122
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2004,726
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2003,373
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2002,78
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2001,241
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2000,89
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1999,303
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1998,93
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1997,12
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1996,351
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1995,29
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1994,47
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1993,40
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1992,4
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1991,188
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1990,287
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1989,805
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1988,1003
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1987,1093
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1986,901
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1985,812
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1984,242
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1983,927
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1982,422
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1981,246
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1980,185
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1979,1206
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1978,2685
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1977,1590
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1976,1192
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1975,751
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1974,717
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1973,530
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1972,688
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1971,635
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1970,390
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1969,156
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1968,347
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1967,147
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1966,144
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1965,171
Grays and Chinook Rivers,8,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1964,100
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2014,11537
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2013,12061
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2012,8007
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2011,8869
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2010,7057
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2009,7546
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2008,3734
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2007,3296
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2006,10386
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2005,9168
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2004,6612
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2003,24710
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2002,18809
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2001,3613
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,2000,1420
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1999,2617
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1998,4318
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1997,3539
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1996,10630
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1995,3044
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1994,2020
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1993,1941
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1992,3593
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1991,5085
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1990,2054
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1989,20413
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1988,24279
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1987,9632
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1986,2227
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1985,1055
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1984,2955
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1983,2681
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1982,4570
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1981,1840
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1980,5675
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1979,2704
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1978,3637
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1977,6484
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1976,7517
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1975,17761
Kalama River,11,"Salmon, Chinook (Lower Columbia River ESU)", ,1964,1974,12449
