Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,AA_ID
12711,12AA,136.9,44.855,-0.095,-0.095,ALA
12711,12AA,2037.1,3.232,-1.729,-1.729,ASP
12711,12AA,2104.2,4.264,1.112,1.112,GLU
12711,12AA,1407.6,4.502,0.069,0.069,GLY
12711,12AA,1547.2,4.141,0.36,0.36,ILE
12711,12AA,1644.4,4.071,-1.123,-1.123,NLE
12711,12AA,2275,4.383,-1.736,-1.736,PHE
12711,12AA,1689.3,2.174,15.078,15.078,PRO
12711,12AA,2076.4,4.133,-9.827,-9.827,SER
12711,12AA,1975.3,3.677,-5.026,-5.026,THR
12711,12AA,2379.9,5.502,4.097,4.097,TYR
12711,12AA,1483.7,5.044,4.656,4.656,VAL
12685,12AA,1402,1.884,-0.965,-0.965,ALA
12686,12AA,1402.2,1.997,-1.357,-1.357,ALA
12687,12AA,1402.2,2.309,-0.532,-0.532,ALA
12694,12AA,1405.3,2.008,1.45,1.45,ALA
12701,12AA,1406.4,3.055,0.492,0.492,ALA
12712,12AA,1406.8,4.571,-0.064,-0.064,ALA
12685,12AA,2061.6,1.829,-10.402,-10.402,ASP
12686,12AA,2062.2,1.694,-10.84,-10.84,ASP
12687,12AA,2062.4,2.11,-11.154,-11.154,ASP
12694,12AA,2067.8,2.37,-10.604,-10.604,ASP
12701,12AA,2071.6,2.961,-10.798,-10.798,ASP
12712,12AA,2076,4.212,-10.037,-10.037,ASP
12685,12AA,2265.4,1.887,-3.02,-3.02,GLU
12686,12AA,2265.8,1.986,-3.443,-3.443,GLU
12687,12AA,2266,2.287,-1.857,-1.857,GLU
12694,12AA,2269.7,2.443,-1.126,-1.126,GLU
12701,12AA,2272,3.06,-0.835,-0.835,GLU
12712,12AA,2274.3,4.492,-1.883,-1.883,GLU
12685,12AA,1477.6,1.781,1.914,1.914,GLY
12686,12AA,1478,1.953,2.6,2.6,GLY
12687,12AA,1477.8,2.288,2.555,2.555,GLY
12694,12AA,1481.4,2.424,4.889,4.889,GLY
12701,12AA,1482.4,3.397,3.5,3.5,GLY
12712,12AA,1482.6,5.134,4.192,4.192,GLY
12685,12AA,1636.9,1.767,-1.828,-1.828,ILE
12686,12AA,1637.3,1.713,-1.673,-1.673,ILE
12687,12AA,1637.1,2.147,-1.13,-1.13,ILE
12694,12AA,1640.2,2.255,0.087,0.087,ILE
12701,12AA,1642.3,2.895,-0.387,-0.387,ILE
12712,12AA,1643.8,4.165,-1.651,-1.651,ILE
12685,12AA,1682,1.044,13.963,13.963,NLE
12686,12AA,1682.5,1.001,13.517,13.517,NLE
12687,12AA,1682.2,1.159,14.15,14.15,NLE
12694,12AA,1685.8,1.238,15.681,15.681,NLE
12701,12AA,1687.7,1.55,16.003,16.003,NLE
12712,12AA,1688.5,2.233,14.771,14.771,NLE
12685,12AA,2370.9,2.709,2.851,2.851,PHE
12686,12AA,2371.1,2.683,2.402,2.402,PHE
12687,12AA,2371.3,2.959,3.365,3.365,PHE
12694,12AA,2374.9,3.089,3.804,3.804,PHE
12701,12AA,2377.2,3.972,4.397,4.397,PHE
12712,12AA,2379.3,5.623,4.147,4.147,PHE
12685,12AA,1959.6,1.815,-5.607,-5.607,PRO
12686,12AA,1960.6,1.744,-4.514,-4.514,PRO
12687,12AA,1960.6,1.95,-4.662,-4.662,PRO
12694,12AA,1966.9,2.021,-3.772,-3.772,PRO
12701,12AA,1970.7,2.553,-4.14,-4.14,PRO
12712,12AA,1974.8,3.768,-4.964,-4.964,PRO
12685,12AA,2089.4,2.097,1.19,1.19,SER
12686,12AA,2090.2,1.955,0.08,0.08,SER
12687,12AA,2090.2,2.374,0.758,0.758,SER
12694,12AA,2095.6,2.555,0.66,0.66,SER
12701,12AA,2099.4,3.113,0.094,0.094,SER
12712,12AA,2103.8,4.353,1.323,1.323,SER
12685,12AA,2021.9,1.326,-0.576,-0.576,THR
12686,12AA,2022.5,1.313,-1.596,-1.596,THR
12687,12AA,2022.7,1.652,-0.86,-0.86,THR
12694,12AA,2028.6,1.829,-2.02,-2.02,THR
12701,12AA,2032.5,2.288,-1.038,-1.038,THR
12712,12AA,2036.7,3.299,-1.253,-1.253,THR
12685,12AA,2791.8,2.28,3.45,3.45,TYR
12686,12AA,2791.8,2.479,2.98,2.98,TYR
12687,12AA,2792,2.592,4.235,4.235,TYR
12694,12AA,2795.2,2.609,5.785,5.785,TYR
12701,12AA,2797,3.179,3.746,3.746,TYR
12712,12AA,2700.3,0.114,-61.412,-61.412,TYR
12685,12AA,1540.3,1.852,0.957,0.957,VAL
12686,12AA,1540.5,1.69,-0.741,-0.741,VAL
12687,12AA,1540.5,2.114,-0.408,-0.408,VAL
12694,12AA,1543.5,2.343,1.497,1.497,VAL
12701,12AA,1545.3,2.985,1.299,1.299,VAL
12712,12AA,1546.4,4.244,0.464,0.464,VAL
12695,RM_9802,1407.8,18.166,23.122,23.122,ALA
12696,RM_9802,1408.7,18.1,23.268,23.268,ALA
12697,RM_9802,1408.2,17.574,23.303,23.303,ALA
12695,RM_9802,2076.2,8.093,24.629,24.629,ASP
12696,RM_9802,2077.3,8.044,24.65,24.65,ASP
12697,RM_9802,2076.6,7.768,24.645,24.645,ASP
12695,RM_9802,2278.7,12.455,27.951,27.951,GLU
12696,RM_9802,2279.6,12.312,28.069,28.069,GLU
12697,RM_9802,2278.9,11.868,27.843,27.843,GLU
12695,RM_9802,1499.4,63.754,10.554,10.554,GLY
12696,RM_9802,1500.2,62.095,10.039,10.039,GLY
12697,RM_9802,1499.2,60.121,10.317,10.317,GLY
12695,RM_9802,1638.6,1.27,28.403,28.403,ILE
12696,RM_9802,1639.6,1.258,28.595,28.595,ILE
