Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,AA_ID
8916,12AA,1411,2.85,2.15,2.15,VAL
8917,12AA,1411.6,2.651,0.766,0.766,VAL
8918,12AA,1411.6,2.526,1.11,1.11,VAL
8925,12AA,1411,3.037,0.622,0.622,VAL
8932,12AA,1411.4,2.888,0.632,0.632,VAL
8939,12AA,1411,2.74,0.496,0.496,VAL
8946,12AA,1412,2.332,0.351,0.351,VAL
8947,12AA,1412.2,2.389,0.427,0.427,VAL
8916,12AA,2609.4,1.914,3.988,3.988,TYR
8917,12AA,2609.4,1.622,4.379,4.379,TYR
8925,12AA,2608.7,2.081,3.955,3.955,TYR
8932,12AA,2609.4,1.915,4.743,4.743,TYR
8939,12AA,2609.2,1.802,3.491,3.491,TYR
8946,12AA,2610.2,1.53,3.884,3.884,TYR
8947,12AA,2610.2,1.482,3.79,3.79,TYR
8916,12AA,1817.9,2.613,-11.113,-11.113,THR
8917,12AA,1818.3,2.011,-10.47,-10.47,THR
8918,12AA,1818.5,1.977,-11.346,-11.346,THR
8925,12AA,1817.9,2.516,-11.968,-11.968,THR
8932,12AA,1818.7,2.709,-8.732,-8.732,THR
8939,12AA,1818.7,2.107,-11.113,-11.113,THR
8946,12AA,1819.6,1.936,-11.255,-11.255,THR
8947,12AA,1819.8,1.887,-11.214,-11.214,THR
8916,12AA,1782.6,1.858,-2.675,-2.675,PRO
8917,12AA,1783,1.607,-2.843,-2.843,PRO
8918,12AA,1783.2,1.524,-2.266,-2.266,PRO
8925,12AA,1782.6,2.037,-2.792,-2.792,PRO
8932,12AA,1783.2,1.899,-2.299,-2.299,PRO
8939,12AA,1783.2,1.788,-3.092,-3.092,PRO
8946,12AA,1784.2,1.613,-1.179,-1.179,PRO
8947,12AA,1784.2,1.579,-3.107,-3.107,PRO
8916,12AA,2198.9,2.676,2.959,2.959,PHE
8917,12AA,2199.1,2.247,3.352,3.352,PHE
8925,12AA,2198.5,2.9,3.566,3.566,PHE
8932,12AA,2199.1,2.644,3.046,3.046,PHE
8939,12AA,2199.1,2.533,3.179,3.179,PHE
8946,12AA,2200.1,2.131,2.958,2.958,PHE
8947,12AA,2200.4,2.097,2.804,2.804,PHE
8916,12AA,1540.5,1.612,13.89,13.89,NLE
8917,12AA,1541,1.412,14.514,14.514,NLE
8918,12AA,1541.2,1.321,13.693,13.693,NLE
8925,12AA,1540.5,1.541,12.816,12.816,NLE
8932,12AA,1541,1.689,13.309,13.309,NLE
8939,12AA,1540.5,1.611,13.254,13.254,NLE
8946,12AA,1541.8,1.705,12.162,12.162,NLE
8947,12AA,1541.8,1.669,11.421,11.421,NLE
8916,12AA,1503.8,2.997,-1.918,-1.918,ILE
8917,12AA,1504.2,2.643,-1.815,-1.815,ILE
8918,12AA,1504.4,2.55,-1.576,-1.576,ILE
8925,12AA,1503.5,3.013,-2.781,-2.781,ILE
8932,12AA,1504.2,2.781,-2.465,-2.465,ILE
8939,12AA,1503.8,2.563,-2.409,-2.409,ILE
8946,12AA,1504.8,2.321,-2.333,-2.333,ILE
8947,12AA,1505,2.278,-2.814,-2.814,ILE
8916,12AA,2081.2,2.175,-2.686,-2.686,GLU
8917,12AA,2081.6,1.714,-3.431,-3.431,GLU
8918,12AA,2081.6,1.681,-3.258,-3.258,GLU
8925,12AA,2081,2.269,-2.623,-2.623,GLU
8932,12AA,2081.8,2.156,-2.763,-2.763,GLU
8939,12AA,2081.6,2.015,-2.802,-2.802,GLU
8946,12AA,2082.7,1.784,-2.963,-2.963,GLU
8947,12AA,2082.9,1.703,-4.427,-4.427,GLU
8916,12AA,1848.2,3.481,0.956,0.956,ASP
8917,12AA,1848.6,2.886,0.492,0.492,ASP
8918,12AA,1848.6,2.898,-0.072,-0.072,ASP
8925,12AA,1848.2,3.435,0.19,0.19,ASP
8932,12AA,1848.8,4.027,1.751,1.751,ASP
8939,12AA,1848.8,3.019,1.368,1.368,ASP
8946,12AA,1849.9,2.823,0.993,0.993,ASP
8947,12AA,1850.1,2.794,1.329,1.329,ASP
8916,12AA,1284.1,2.705,-0.956,-0.956,ALA
8917,12AA,1284.7,2.739,-1.546,-1.546,ALA
8918,12AA,1284.7,2.61,-0.941,-0.941,ALA
8925,12AA,1284.1,2.985,-1.023,-1.023,ALA
8932,12AA,1284.7,2.766,-1.247,-1.247,ALA
8939,12AA,1284.3,2.572,-1.447,-1.447,ALA
8946,12AA,1285.4,2.367,-1.536,-1.536,ALA
8947,12AA,1285.6,2.328,-1.464,-1.464,ALA
8936,SM_15204,1408.5,0.469,28.558,28.558,VAL
8937,SM_15204,1409.1,0.466,28.5,28.5,VAL
8938,SM_15204,1408,0.46,29.157,29.157,VAL
8936,SM_15204,1735.5,1.845,27.996,27.996,PRO
8937,SM_15204,1736.2,1.819,27.777,27.777,PRO
8938,SM_15204,1735.1,1.831,27.757,27.757,PRO
8936,SM_15204,1540.1,1.258,14.692,14.692,NLE
8937,SM_15204,1540.7,1.247,14.955,14.955,NLE
8938,SM_15204,1539.7,1.237,15.202,15.202,NLE
8936,SM_15204,1478.5,0.903,25.822,25.822,LEU
8937,SM_15204,1479.1,0.896,26.925,26.925,LEU
8938,SM_15204,1478,0.888,26.455,26.455,LEU
8936,SM_15204,1356,6.574,12.157,12.157,GLY
8937,SM_15204,1356.6,6.522,11.946,11.946,GLY
8938,SM_15204,1355.6,6.47,11.933,11.933,GLY
8936,SM_15204,2080.6,1.789,29.095,29.095,GLU
8937,SM_15204,2081.2,1.79,29.805,29.805,GLU
8938,SM_15204,2080.2,1.795,29.699,29.699,GLU
8936,SM_15204,1814.3,1.219,25.714,25.714,ASP
8937,SM_15204,1814.7,1.205,26.27,26.27,ASP
8938,SM_15204,1813.7,1.191,26.559,26.559,ASP
8936,SM_15204,1282.4,1.437,22.863,22.863,ALA
8937,SM_15204,1282.8,1.417,22.917,22.917,ALA
8938,SM_15204,1282,1.404,22.631,22.631,ALA
8940,SM_20087,1410.1,1.246,27.269,27.269,VAL
8941,SM_20087,1409.3,1.992,23.113,23.113,VAL
8942,SM_20087,1409.7,1.216,27.923,27.923,VAL
8940,SM_20087,1733.7,0.757,24.573,24.573,PRO
8941,SM_20087,1732.8,0.733,26.233,26.233,PRO
8942,SM_20087,1733.2,0.727,25.16,25.16,PRO
8940,SM_20087,1539.9,0.741,14.413,14.413,NLE
8941,SM_20087,1539.1,0.72,13.477,13.477,NLE
8942,SM_20087,1539.3,0.717,14.263,14.263,NLE
8940,SM_20087,1480.8,2.291,25.721,25.721,LEU
8941,SM_20087,1480.1,2.254,26.114,26.114,LEU
8942,SM_20087,1480.3,2.237,25.787,25.787,LEU
8940,SM_20087,1358.5,11.57,10.389,10.389,GLY
8941,SM_20087,1357.7,11.419,10.254,10.254,GLY
8942,SM_20087,1358.1,11.344,10.483,10.483,GLY
8940,SM_20087,2086.4,3.319,28.99,28.99,GLU
8941,SM_20087,2085.4,3.234,28.412,28.412,GLU
8942,SM_20087,2086,3.189,28.496,28.496,GLU
8940,SM_20087,1820.6,2.92,25.244,25.244,ASP
8941,SM_20087,1819.6,2.865,26.096,26.096,ASP
8942,SM_20087,1820.2,2.859,25.497,25.497,ASP
8940,SM_20087,1284.5,3.035,23.429,23.429,ALA
8941,SM_20087,1283.7,2.994,23.777,23.777,ALA
8942,SM_20087,1283.9,2.964,23.367,23.367,ALA
8922,SM_25696,1410.5,1.125,27.442,27.442,VAL
8923,SM_25696,1411.2,1.643,26.603,26.603,VAL
8924,SM_25696,1411,1.668,25.732,25.732,VAL
