Analysis,Identifier 1,Rt,Area All,d 29N2/28N2,d 15N/14N,AA_ID,Conc
11341,12AA,2626.5,2.012,3.822,3.822,TYR,200
11342,12AA,2626.5,1.891,3.806,3.806,TYR,200
11325,12AA,1439.8,2.509,2.668,2.668,VAL,200
11326,12AA,1440.8,2.755,1.614,1.614,VAL,200
11327,12AA,1440.6,2.72,1.189,1.189,VAL,200
11334,12AA,1439.8,2.913,0.694,0.694,VAL,200
11341,12AA,1440.2,3.062,-0.423,-0.423,VAL,200
11342,12AA,1440.4,2.896,-0.392,-0.392,VAL,200
11331,RM_2361,1314.8,2.755,22.945,22.945,ALA,200
11332,RM_2361,1314.8,3.936,22.952,22.952,ALA,200
11333,RM_2361,1313.6,1.97,23,23,ALA,200
11331,RM_2361,1889.2,0.707,15.335,15.335,ASP,200
11332,RM_2361,1890.4,1.007,13.549,13.549,ASP,200
11333,RM_2361,1887.3,0.516,14.031,14.031,ASP,200
11331,RM_2361,2120.1,1.631,27.183,27.183,GLU,200
11332,RM_2361,2121.3,2.377,27.286,27.286,GLU,200
11333,RM_2361,2118.2,1.172,27.404,27.404,GLU,200
11331,RM_2361,1389.2,9.614,9.727,9.727,GLY,200
11332,RM_2361,1390.9,13.721,9.686,9.686,GLY,200
11333,RM_2361,1386.7,6.969,9.581,9.581,GLY,200
11331,RM_2361,1507.7,0.86,27.167,27.167,LEU,200
11332,RM_2361,1507.3,1.248,26.009,26.009,LEU,200
11333,RM_2361,1507.3,0.615,25.565,25.565,LEU,200
11331,RM_2361,1567.9,0.385,14.294,14.294,NLE,200
11332,RM_2361,1567.3,0.542,13.827,13.827,NLE,200
11333,RM_2361,1776.7,1.548,27.184,27.184,NLE,200
11331,RM_2361,1438.8,0.543,27.556,27.556,VAL,200
11332,RM_2361,1438.5,0.763,27.668,27.668,VAL,200
11333,RM_2361,1437.9,0.385,25.182,25.182,VAL,200
11328,RM_4934,1315.4,3.842,23.876,23.876,ALA,200
11329,RM_4934,1318,7.683,23.825,23.825,ALA,200
11330,RM_4934,1317.5,6.239,23.315,23.315,ALA,200
11328,RM_4934,1862.4,1.42,26.802,26.802,ASP,200
11329,RM_4934,1867,2.779,26.319,26.319,ASP,200
11330,RM_4934,1866,2.28,26.092,26.092,ASP,200
11328,RM_4934,2120.3,1.894,28.208,28.208,GLU,200
11329,RM_4934,2125.1,3.781,27.648,27.648,GLU,200
11330,RM_4934,2124.1,3.093,28.264,28.264,GLU,200
11328,RM_4934,1390.7,12.884,14.027,14.027,GLY,200
11329,RM_4934,1396.7,25.185,13.509,13.509,GLY,200
11330,RM_4934,1395.1,20.601,13.111,13.111,GLY,200
11328,RM_4934,1507.7,0.957,28.859,28.859,LEU,200
11329,RM_4934,1509,1.931,26.204,26.204,LEU,200
11330,RM_4934,1508.8,1.557,26.156,26.156,LEU,200
11328,RM_4934,1567.5,0.308,15.302,15.302,NLE,200
11329,RM_4934,1568.1,0.588,12.847,12.847,NLE,200
11330,RM_4934,1568.3,0.484,13.943,13.943,NLE,200
11328,RM_4934,1439,0.592,26.883,26.883,VAL,200
11329,RM_4934,1440.6,1.136,28.252,28.252,VAL,200
11330,RM_4934,1440.2,0.924,26.838,26.838,VAL,200
11335,RM_9723,1315,3.449,23.515,23.515,ALA,200
11336,RM_9723,1314.8,3.505,23.262,23.262,ALA,200
11337,RM_9723,1315,3.475,23.158,23.158,ALA,200
11335,RM_9723,1867.4,2.821,24.651,24.651,ASP,200
11336,RM_9723,1867,2.875,24.769,24.769,ASP,200
11337,RM_9723,1867.4,2.854,24.404,24.404,ASP,200
11335,RM_9723,2123.9,3.19,27.798,27.798,GLU,200
11336,RM_9723,2123.6,3.253,28.309,28.309,GLU,200
11337,RM_9723,2123.6,3.236,27.687,27.687,GLU,200
11335,RM_9723,1389.4,10.701,10.803,10.803,GLY,200
11336,RM_9723,1389.2,10.896,10.719,10.719,GLY,200
11337,RM_9723,1389.4,10.834,10.523,10.523,GLY,200
11335,RM_9723,1508.8,2.017,26.237,26.237,LEU,200
11336,RM_9723,1508.6,2.055,26.128,26.128,LEU,200
11337,RM_9723,1508.8,2.045,26.676,26.676,LEU,200
11335,RM_9723,1568.3,0.845,14.164,14.164,NLE,200
11336,RM_9723,1567.9,0.858,13.449,13.449,NLE,200
11337,RM_9723,1568.1,0.848,13.763,13.763,NLE,200
11335,RM_9723,1439.8,1.48,28.444,28.444,VAL,200
11336,RM_9723,1439.6,1.505,28.419,28.419,VAL,200
11337,RM_9723,1439.6,1.492,28.05,28.05,VAL,200
11338,RM_9733,1313.1,2.236,23.366,23.366,ALA,200
11339,RM_9733,1312.5,1.381,24.038,24.038,ALA,200
11340,RM_9733,1313.8,3.101,23.26,23.26,ALA,200
11338,RM_9733,1860.1,1.006,25.965,25.965,ASP,200
11339,RM_9733,1858.8,0.624,23.745,23.745,ASP,200
11340,RM_9733,1862,1.405,25.003,25.003,ASP,200
11338,RM_9733,2117.8,1.224,29.533,29.533,GLU,200
11339,RM_9733,2116.1,0.75,27.536,27.536,GLU,200
11340,RM_9733,2119.5,1.754,28.874,28.874,GLU,200
11338,RM_9733,1387.1,8.323,9.137,9.137,GLY,200
11339,RM_9733,1384.2,5.217,9.494,9.494,GLY,200
11340,RM_9733,1389.4,11.52,8.978,8.978,GLY,200
11338,RM_9733,1506.5,0.591,25.196,25.196,LEU,200
11339,RM_9733,1506.5,0.357,26.283,26.283,LEU,200
11340,RM_9733,1506.7,0.837,25.008,25.008,LEU,200
11338,RM_9733,1566.9,0.27,14.976,14.976,NLE,200
11339,RM_9733,1566.9,0.162,17.397,17.397,NLE,200
11340,RM_9733,1566.9,0.379,13.401,13.401,NLE,200
11338,RM_9733,1437.3,0.412,27.639,27.639,VAL,200
11339,RM_9733,1436.9,0.251,24.724,24.724,VAL,200
11340,RM_9733,1437.9,0.572,26.847,26.847,VAL,200
