Year,TP.ger,,,,,,,,,,,,,
1969,4.095798687,3.812624263,2.947533837,3.916987225,4.616126579,,,,,,,,,
1970,3.438161582,4.394460972,3.90609643,3.712731259,,,,,,,,,,
1971,3.003291071,4.557909474,,,,,,,,,,,,
1972,3.967710281,4.71113432,4.031422949,5.372203436,3.886160747,,,,,,,,,
1973,,,,,,,,,,,,,,
1974,,,,,,,,,,,,,,
1975,3.069901906,,,,,,,,,,,,,
1976,3.131988432,3.073491669,2.733997742,,,,,,,,,,,
1977,4.235643728,3.611108148,4.225693591,3.783139435,4.092527871,3.952083344,3.704215115,4.280172321,4.042199615,4.036610771,3.613699845,4.081570667,4.376669763,4.02305997
1978,3.730853359,4.225612563,3.617033785,5.376369784,,,,,,,,,,
1979,3.58518251,2.795407249,3.789889914,,,,,,,,,,,
1980,3.622904879,4.304319584,,,,,,,,,,,,
1981,3.869235245,4.138241745,4.769450731,3.722494077,,,,,,,,,,
1982,4.18240909,4.13446451,3.118856805,4.4156887,3.432414534,3.3571987,,,,,,,,
1983,3.712827459,2.626626504,3.538218913,,,,,,,,,,,
1984,,,,,,,,,,,,,,
1985,,,,,,,,,,,,,,
1986,4.018214732,,,,,,,,,,,,,
1987,3.360282007,3.730737725,3.992307927,4.398905538,4.374234371,,,,,,,,,
1988,4.355532554,1.730569683,,,,,,,,,,,,
1989,3.921695736,3.818120155,,,,,,,,,,,,
1990,,,,,,,,,,,,,,
1991,4.534890059,3.624094087,4.394032251,,,,,,,,,,,
1992,3.960698918,3.904612081,3.879559633,4.488716782,3.797616296,,,,,,,,,
1993,,,,,,,,,,,,,,
1994,3.689608008,,,,,,,,,,,,,
1995,,,,,,,,,,,,,,
1996,,,,,,,,,,,,,,
1997,,,,,,,,,,,,,,
1998,5.352227526,3.562999659,,,,,,,,,,,,
1999,3.134016137,,,,,,,,,,,,,
2000,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,
2004,,,,,,,,,,,,,,
2005,,,,,,,,,,,,,,
2006,3.610786903,2.405114233,,,,,,,,,,,,
2007,3.811032702,3.489505215,4.176887737,4.421796731,,,,,,,,,,
2008,4.617160586,3.5576927,,,,,,,,,,,,
2009,,,,,,,,,,,,,,
2010,,,,,,,,,,,,,,
2011,3.129554763,,,,,,,,,,,,,
2012,3.703841531,,,,,,,,,,,,,
2013,5.421332331,3.980107407,2.825251095,3.563947774,4.023662378,,,,,,,,,
2014,3.246752378,3.867468358,4.408408455,4.123188623,3.056168505,,,,,,,,,
2015,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,
2017,4.498152222,,,,,,,,,,,,,
