"","X","Sample.ID","NLE.mean","ALA.mean","VAL.mean","ILE.mean","ASP.mean","PHE.mean","GLU.mean","TYR.mean","THR.mean","SER.mean","PRO.mean","GLY.mean","years","Location.2","Length","Sex","Lat","Long","State","Museum","N.quantity..ug.","d15N","C.quantity..ug.","d13C","Year","d13C.s","TP.GLU","TP.ALA","TP.ASP","TP.VAL","TP.PRO","TPmean"
"67",67,"RM_10273",20.93964753,21.70468063,24.16312159,NA,21.28856894,14.41327274,25.99244541,NA,-22.26237887,17.55400788,26.26458333,10.72975,1979,"Inland",NA,"",48.737991,-123.430264,"WA","RM",41.6143,18.2963,115.7609,-11.6742,1980,-12.1424757489752,3.1220747392562,4.25876185738636,3.34238560204918,2.09107679482759,2.49094787146597,3.06104937299706
"68",68,"RM_10273",20.93964753,21.70468063,24.16312159,NA,21.28856894,14.41327274,25.99244541,NA,-22.26237887,17.55400788,26.26458333,10.72975,1979,"Inland",NA,"",48.737991,-123.430264,"WA","RM",43.6418,18.0237,134.0026,-12.9297,1980,-13.3979757489752,3.1220747392562,4.25876185738636,3.34238560204918,2.09107679482759,2.49094787146597,3.06104937299706
"69",69,"RM_10834",14.37758654,24.73533013,30.64334615,NA,28.39025962,13.91252257,28.57654487,NA,-28.31540142,13.89708518,27.73266667,11.21166667,1982,"Inland",NA,"",49.325751,-122.947681,"WA","RM",36.8801,18.4654,103.3607,-13.4412,1983,-13.9489845937567,4.01438661570248,5.4856906875,4.22738344672131,2.50475394827586,3.05623445287958,3.85768983021585
"70",70,"RM_11409",16.71361053,22.20576943,27.62971899,NA,25.84493876,18.19933289,28.59382686,NA,-32.63017895,12.19845086,26.19966667,8.059,1983,"Inland",NA,"",48.660607,-123.449852,"WA","RM",24.5369,16.9206,68.4252,-11.7278,1984,-12.249481542365,2.77939908223141,3.78758282897727,3.00251876188524,1.93221183505747,2.27386015157068,2.75511453194441
"71",71,"RM_11449",12.02313973,24.53974008,25.14761634,NA,26.28895629,14.9120444,28.44799882,NA,-29.16640616,14.96934991,28.64333333,8.535333333,1982,"Inland",NA,"",48.602875,-123520827,"WA",NA,NA,NA,NA,NA,1983,NA,3.6880859892562,5.03702732613636,3.90375741557377,2.35348047777778,2.8495204434555,3.56637433043992
"72",72,"RM_11768",15.56059184,22.38987241,26.48865601,NA,28.1844172,14.11611234,28.43045367,NA,-29.75189091,17.57848194,27.60233333,11.295,1983,"Inland",NA,"",48.425531,-123.424281,"WA","RM",21.607,18.6133,63.2897,-11.9683,1984,-12.489981542365,3.91323922768595,5.34661302897727,4.12706513565574,2.45786186417624,2.99215678821989,3.76738720894302
"73",73,"RM_12847",13.59197436,23.81823397,32.9689391,NA,26.38508974,14.71579263,28.50993269,NA,-31.42257667,14.4961606,30.19466667,11.59833333,1979,"Inland",NA,"",48.980425,-125.392034,"WA","RM",27.9616,18.8131,83.8712,-12.8222,1980,-13.2904757489752,3.76276778595041,5.13971479659091,3.97782706639344,2.38810307318008,2.89683194816754,3.63304893405648
"74",74,"RM_2361",15.85361616,22.7529063,26.19753606,NA,14.87965815,14.093963,26.31757013,NA,-27.5442181,16.16044916,26.61766667,9.664666667,1937,"Inland",NA,"",48.419694,-123.242538,"WA","RM",36.6028,17.739,113.9363,-14.1979,1938,-14.3485647740719,3.30848140123967,4.51507101761363,3.52726434057377,2.17749520900383,2.60903795575916,3.22746998483801
"75",75,"RM_4934",13.88831314,23.22767746,26.27708575,NA,26.65794037,14.94922054,26.94199091,NA,-22.54262678,20.4240097,27.948,13.549,1942,"Inland",NA,"",48.412071,-123.313368,"WA","RM",42.314,18.8514,140.0507,-13.58,1943,-13.7524413760312,3.24171043760331,4.42326094261363,3.46104067991803,2.14654008793103,2.56673802591623,3.16785803479645
"76",76,"RM_7412",20.69326636,21.29117027,22.74360085,NA,25.61877213,14.73779601,26.75194761,NA,-32.68175704,12.58972954,25.33733333,5.962666667,1971,"Inland",NA,"",48.387819,-123.513779,"WA","RM",26.9365,16.4037,77.061,-12.3778,1972,-12.7551063019606,3.24789509090909,4.43176484090909,3.46717463934426,2.14940730268199,2.57065605235602,3.17337958524009
"77",77,"RM_7714",21.42974329,24.51066644,27.20775607,NA,24.33449771,11.28806572,28.00000007,NA,-25.4820151,13.55043961,25.652,10.12933333,1969,"Inland",NA,"",48.649692,-123.393623,"WA","RM",31.4982,17.795,89.8785,-10.3845,1970,-10.7419721044629,4.60675786983471,6.30020116193182,4.81489919877049,2.77937816954023,3.43150629450262,4.38654853891597
"78",78,"RM_9723",14.93527019,23.40765588,28.29024759,NA,25.56287077,9.853526643,27.12400909,NA,-30.03478797,20.67335827,29.24066667,10.68166667,1977,"Inland",NA,"",48.4198,-123.274305,"WA","RM",25.3137,18.5437,79.9606,-12.9282,1978,-13.3718594792753,4.76832136896694,6.52235097323863,4.97513840692623,2.85427925534483,3.53385804002618,4.53078960890056
"79",79,"RM_9729",10.95524879,23.3864214,24.84461027,NA,26.15873564,11.64369857,27.1379829,NA,-21.48604141,12.48566667,25.05766667,11.014,1969,"Inland",NA,"",49.020474,-123.042875,"WA","RM",44.9737,17.5623,134.3469,-12.0156,1970,-12.3730721044629,4.25454505413223,5.81590854034091,4.46557337336066,2.6160917683908,3.20837670968586,4.07209908918209
"80",80,"RM_9730",21.67453932,21.70182271,22.75160913,NA,25.98426512,11.65878325,26.02046699,NA,-22.42333013,16.878082,23.8055,9.933583333,1969,"Inland",NA,"",49.020474,-123.042875,"WA","RM",25.5985,17.2797,72.8731,-10.6743,1970,-11.0317721044629,3.92693331322314,5.36544239659091,4.14064697459016,2.46421046321839,3.00083209895288,3.7796130493151
"81",81,"RM_9730",21.67453932,21.70182271,22.75160913,NA,25.98426512,11.65878325,26.02046699,NA,-22.42333013,16.878082,23.8055,9.933583333,1969,"Inland",NA,"",49.020474,-123.042875,"WA","RM",3.424,13.66,14.4764,-14.8497,1970,-15.2071721044629,3.92693331322314,5.36544239659091,4.14064697459016,2.46421046321839,3.00083209895288,3.7796130493151
"82",82,"RM_9732",15.10592499,18.19816504,25.38958378,NA,29.49093984,15.21319324,26.98758874,NA,-19.23756357,12.0940077,25.07533333,7.216666667,1969,"Inland",NA,"",49.020474,-123.042875,"WA","RM",25.2612,16.6755,72.0005,-10.845,1970,-11.2024721044629,3.17854415289256,4.33640730113636,3.39839215163934,2.11725610153257,2.52672168848167,3.1114642791365
"83",83,"RM_9733",18.99633518,23.22712127,23.14072334,NA,25.06831173,14.72569534,27.83241045,NA,-23.3952514,14.97929288,26.717625,13.80025,1969,"Inland",NA,"",49.020474,-123.042875,"WA","RM",23.4118,17.2402,67.1679,-11.8219,1970,-12.1793721044629,3.56392585826446,4.86630714602273,3.78061499057377,2.29591965076628,2.77086402539267,3.45552633420398
"84",84,"RM_9733",18.99633518,23.22712127,23.14072334,NA,25.06831173,14.72569534,27.83241045,NA,-23.3952514,14.97929288,26.717625,13.80025,1969,"Inland",NA,"",49.020474,-123.042875,"WA","RM",2.7226,14.2795,12.1999,-16.2413,1970,-16.5987721044629,3.56392585826446,4.86630714602273,3.78061499057377,2.29591965076628,2.77086402539267,3.45552633420398
"85",85,"RM_9802",15.45369748,22.1928398,24.70284545,NA,24.17738203,12.36624135,26.25033616,NA,-25.8006455,21.24276523,25.79766667,10.30333333,1970,"Inland",NA,"",49.020474,-123.042875,"WA","RM",23.2725,17.0746,67.5885,-11.7358,1971,-12.1030553305113,3.78878775495868,5.17549225397727,4.00363375696721,2.40016597068966,2.91331580287958,3.65627910789448
"86",86,"RM_9804",10.46582479,21.7174391,24.71839637,NA,25.31019658,10.92904159,27.81211645,NA,-25.98269923,16.2707056,24.22466667,9.675333333,1969,"Inland",NA,"",49.020474,-123.042875,"WA","RM",43.0499,17.43,134.0166,-12.1834,1970,-12.5408721044629,4.6562613231405,6.36826841022727,4.86399688606557,2.80232804636015,3.46286712094241,4.43074435734718
"87",87,"RM_9874",16.2003634,24.40668983,25.40496248,NA,26.64985036,11.51381038,29.50999256,NA,-16.82083519,14.73366667,26.58366667,9.2155,1970,"Inland",NA,"",49.020474,-123.042875,"WA","RM",43.6757,17.4517,127.1063,-12.973,1971,-13.3402553305113,4.97823451487603,6.81098154886363,5.18333095327869,2.95159531149425,3.66683966649215,4.71819639900095
"88",88,"SI_253041",14.06892536,20.89324645,27.18672824,NA,26.23656123,16.63569812,28.79415194,NA,-24.80188492,12.36495619,24.89833333,8.11,1928,"Inland",NA,"M",48.473108,-122.468463,"WA","SI",24.5646,18.021,71.9643,-6.6578,1929,-6.77596209043339,3.28963540247934,4.48915776931818,3.50857281721311,2.16875817509579,2.59709886753927,3.21064460632914
"89",89,"SI_253042",14.27828165,18.68611062,21.75782653,NA,22.83488388,8.925944569,26.55679496,NA,-26.01126855,12.52795627,25.56877778,9.506777778,1928,"Inland",NA,"F",48.473108,-122.468463,"WA","SI",29.6369,17.7126,85.6968,-10.5404,1929,-10.6585620904334,4.87256003045455,6.66567913278409,5.07852265315574,2.90260445856322,3.59989405070681,4.62385206513288
"90",90,"SI_253043",12.47650963,NA,NA,NA,NA,17.53223865,28.88655924,NA,-6.611066426,19.58166667,7.183,NA,1928,"Inland",NA,"F",48.473108,-122.468463,"WA","SI",39.3264,17.8662,110.2441,-11.2747,1929,-11.3928620904334,3.05703488140496,4.16933205284091,3.27787885778688,2.06092421704981,2.44974461073298,3.00298292396311
"91",91,"SI_274144",32.0102305,25.84248335,26.2555719,NA,25.66628786,15.84088081,28.19665264,NA,-43.67725385,16.48415098,29.664,13.477,1942,"Coastal",NA,"M",46.619545,-123.95812,"WA","SI",23.9366,19.3902,74.4733,-13.5214,1943,-13.6938413760312,3.34671085991736,4.56763652329545,3.56518044303279,2.19521844463602,2.63325661806283,3.26160057778889
"92",92,"SI_274146",14.08519111,15.50832028,18.98265125,NA,20.40453924,7.499578292,17.20994543,NA,-24.01099657,8.878565243,27.253,8.271666667,1942,"Coastal",NA,"F",46.619545,-123.95812,"WA","SI",45.1221,17.4496,128.9884,-13.3494,1943,-13.5218413760312,2.58151115561984,3.51548692988636,2.80625286745902,1.84047068900383,2.14849659596859,2.57844364758753
"93",93,"SI_274152",10.5677297,24.07654808,28.68744658,NA,25.89380021,11.61622728,30.3593547,NA,-28.82899704,19.77665934,25.58833333,9.014666667,1942,"Inland",NA,"M",47.095908,-122.686415,"WA","SI",40.1077,17.4284,123.5741,-11.9956,1943,-12.1680413760312,5.1942930553719,7.10806204204545,5.39761852213115,3.05176038199234,3.8037144486911,4.91108969004639
"94",94,"SI_274153",12.99326428,24.64879899,26.84317969,NA,24.69745826,12.57958677,27.46594686,NA,-26.2119143,12.00533333,26.761,10.88966667,1942,"Inland",NA,"F",47.095908,-122.686415,"WA","SI",39.963,18.4356,113.6882,-10.5314,1943,-10.7038413760312,4.07869919958678,5.57412049034091,4.29116887827869,2.53456936072797,3.09697697984293,3.91510698175545
"95",95,"SI_274154",13.92857123,25.91871755,29.43808148,NA,26.60924833,9.838522647,28.31712193,NA,-23.90604011,14.16300622,23.684,12.3665,1942,"Inland",NA,"M",47.095908,-122.686415,"WA","SI",34.5493,18.3495,98.5093,-9.8041,1943,-9.97654137603122,5.11777665210744,7.00285198755681,5.3217293025,3.01628726017241,3.7552407063089,4.84277718172911
"96",96,"SI_274156",13.63278419,23.36978526,26.54137286,NA,23.98296368,13.94583067,27.63340919,NA,-19.84617229,18.30140142,25.04733333,8.941333333,1942,"Coastal",NA,"F",46.619545,-123.95812,"WA","SI",43.7584,17.3823,127.7107,-12.1703,1943,-12.3427413760312,3.7319442,5.09733236590909,3.94725613278688,2.37381321149425,2.87730496439791,3.60553017491763
"97",97,"SI_276058",13.85736369,19.73631228,24.89545996,NA,24.12747092,10.47712633,23.9203968,NA,-28.7261659,15.76268861,28.1575,9.999,1942,"Coastal",NA,"F",46.490551,-124.0598,"WA","SI",30.2769,18.8113,89.0584,-11.8847,1943,-12.0571413760312,3.6612765822314,5.00016439147727,3.87716775778688,2.34105159559387,2.83253647356021,3.54243936012993
"98",98,"SI_276059",13.73065677,18.76735291,23.43735647,NA,23.87007122,6.014049229,21.73708185,NA,-24.85705759,11.4235688,18.60833333,10.849,1942,"Coastal",NA,"F",46.619545,-123.95812,"WA","SI",42.7058,18.8196,121.3677,-13.789,1943,-13.9614413760312,4.32071191516529,5.90688797426136,4.53119788307377,2.64676682657088,3.25029393578534,4.13117170697133
"99",99,"SM_15182",12.33999319,23.15328166,25.91909483,NA,25.04502158,9.725371948,25.6215866,NA,-23.61819932,13.33513629,29.01866667,10.91933333,1970,"Inland",NA,"M",47.228131,-122.677532,"WA","SM",16.8438,17.6128,52.6257,-11.9991,1971,-12.3663553305113,4.37080589107438,5.97576719113636,4.58088125262295,2.66999047057471,3.28202886293194,4.17589473366807
"100",100,"SM_15204",28.83122509,22.95442612,28.50791409,NA,15.16807775,10.73133333,29.43034407,NA,-3.700708333,21.05633333,27.5805,12.012,1971,"Inland",NA,"M",47.228131,-122.677532,"WA","SM",12.5391,18.4696,42.5145,-12.4283,1972,-12.8056063019606,5.18153203223141,7.09051563522727,5.38496209754098,3.04584435210728,3.79563024031413,4.89969687148421
"101",101,"SM_15209",14.23699372,23.49011433,28.40083299,NA,15.53266569,NA,27.29668746,NA,NA,NA,26.06266667,10.19433333,1970,"Inland",NA,"",47.368651,-122.546965,"WA","SM",42.9213,18.3053,123.9942,-11.807,1971,-12.1742553305113,NA,NA,NA,NA,NA,NA
"102",102,"SM_15210",13.99651289,22.38082517,25.69799828,NA,13.82722294,9.891491838,24.95623625,NA,-16.60929167,17.08933333,22.58333333,8.676333333,1970,"Inland",NA,"",47.368651,-122.546965,"WA","SM",45.8797,17.1887,131.6636,-10.8364,1971,-11.2036553305113,4.13029797041322,5.64506880022727,4.34234470836065,2.55849062996169,3.12966520638743,3.96117346307005
"103",103,"SM_15274",11.99825773,24.60193119,25.27584659,NA,16.23462689,11.62738235,30.57672664,NA,-8.698946392,13.20455556,24.16966667,8.380555556,1969,"Coastal",NA,"F",46.906289,-124.121322,"WA","SM",46.8973,17.5144,129.5929,-11.4084,1970,-11.7658721044629,5.25394256322314,7.1900801153409,5.45677909959016,3.07941398524904,3.84150288036649,4.96434372875395
"104",104,"SM_16043",14.08771607,23.23886727,28.47074399,NA,16.27996778,11.92696435,28.08811856,NA,-19.76595833,20.407,25.92716667,9.9605,1972,"Inland",NA,"F",47.216785,-122.660398,"WA","SM",41.4759,17.5863,117.6467,-11.7217,1973,-12.1093323464141,4.44744130041322,6.08114087897727,4.65688850286885,2.7055187637931,3.33057799659686,4.24431348852986
"105",105,"SM_16044",13.83679575,20.84683376,26.92375172,NA,-38.18680412,11.14666495,26.51416452,NA,-20.53011985,13.38,24.87908333,25.98866667,1977,"Inland",NA,"F",47.216785,-122.660398,"WA","SM",16.0159,18.2331,46.7627,-10.3312,1978,-10.7748594792753,4.21787177644628,5.76548278352272,4.42920069631147,2.59908998065134,3.18514390026178,4.03935782743872
"106",106,"SM_16056",13.5869639,24.47034491,26.81222719,NA,12.73041103,NA,28.70761958,NA,NA,NA,5.690666667,9.453333333,1972,"Inland",129.5,"M",48.319011,-122.83727,"WA","SM",44.1685,16.9248,130.7337,-13.5745,1973,-13.9621323464141,NA,NA,NA,NA,NA,NA
"107",107,"SM_16062",21.79572229,25.3458518,29.25999055,NA,15.46275601,9.599780069,28.95765765,NA,-21.70404854,23.05666667,27.07316667,11.18766667,1972,"Inland",144.8,"M",48.322464,-122.824309,"WA","SM",40.9513,17.5725,118.0101,-13.1759,1973,-13.5635323464141,5.37211334987604,7.35256494698863,5.5739812732377,3.13419814304598,3.91636500175393,5.06984454298046
"108",108,"SM_16095",11.47867348,22.97238501,24.83490517,NA,26.54997842,8.932294719,25.3674134,NA,-29.90746735,11.91119705,33.13666667,11.57266667,1972,"Coastal",67.3,"F",46.929986,-124.168851,"WA","SM",9.9365,17.1952,30.1034,-15.0031,1973,-15.3907323464141,4.52668722177686,6.19010402085227,4.7354848675,2.74225729438697,3.38078091013089,4.3150628629294
"109",109,"SM_16096",17.87818055,22.97298258,22.07811742,NA,12.70204773,7.736419923,29.9368947,NA,-10.40197143,20.81366667,25.87883333,7.568333333,1972,"Coastal",149.9,"F",46.929986,-124.168851,"WA","SM",43.8024,16.851,124.7617,-13.4157,1973,-13.8033323464141,6.19435220822314,8.4831433772159,6.38948046881147,3.51538933791188,4.43725977589005,5.80392503361049
"110",110,"SM_16096",17.87818055,22.97298258,22.07811742,NA,12.70204773,7.736419923,29.9368947,NA,-10.40197143,20.81366667,25.87883333,7.568333333,1972,"Coastal",149.9,"F",46.929986,-124.168851,"WA","SM",69.5333,17.5096,201.3859,-13.6958,1973,-14.0834323464141,6.19435220822314,8.4831433772159,6.38948046881147,3.51538933791188,4.43725977589005,5.80392503361049
"111",111,"SM_16097",13.628954,25.60126193,28.00741767,NA,17.98449415,10.37299081,26.70884572,NA,-21.81458105,21.0185741,25.77666667,15.04144444,1972,"Coastal",77.5,"F",46.929986,-124.168851,"WA","SM",33.9214,19.1099,95.7261,-11.4618,1973,-11.8494323464141,4.4979745607438,6.15062411193182,4.70700755614754,2.72894606072797,3.36259121387435,4.28942870068509
"112",112,"SM_20085",12.59427591,22.78580338,24.45010011,NA,18.0205669,13.57942672,25.88000491,NA,-19.9514754,18.99868581,25.42566667,12.119,1975,"Inland",NA,"M",47.216785,-122.660398,"WA","SM",45.74,18.802,126.2551,-11.4019,1976,-11.8222372350193,3.33074575743802,4.54568450738636,3.54934620204918,2.187816998659,2.62314260026178,3.24734721315887
"113",113,"SM_20087",15.16913703,23.72695533,26.00143643,NA,14.48109837,16.02772852,28.59527878,NA,-16.41247723,21.02,25.84766667,10.37533333,1976,"Inland",NA,"F",47.216785,-122.660398,"WA","SM",43.8094,17.5347,128.5901,-12.1974,1977,-12.6292409415615,3.40796908347107,4.65186658068182,3.62593655,2.22361785095785,2.67206418376963,3.31629084977608
"114",114,"SM_21180",16.33996692,22.286125,26.33216667,NA,14.547375,13.45198582,25.768,NA,-14.16879167,23.428,27.90033333,10.691,1976,"Inland",NA,"F",47.216785,-122.660398,"WA","SM",42.9242,18.1675,138.6375,-13.853,1977,-14.2848409415615,3.33521071322314,4.55182382159091,3.55377455983606,2.18988695900383,2.62597118481675,3.25133344769414
"115",115,"SM_21182",11.54697079,24.68708806,19.54566924,NA,16.05786125,15.14690163,26.00309192,NA,-11.14110696,23.36366667,29.218,19.60666667,1976,"Inland",NA,"F",47.216785,-122.660398,"WA","SM",45.889,18.6728,129.4314,-11.7437,1977,-12.1755409415615,2.91294760454545,3.97121204715909,3.13497262418033,1.99412513467433,2.35846418926702,2.87434431996524
"116",116,"SM_25695",15.72408848,22.02062561,27.78098661,NA,13.77729508,NA,27.3901444,NA,NA,NA,31.106,7.836333333,1977,"Coastal",NA,"M",47.096914,-124.187536,"WA","SM",22.3245,16.8882,63.8765,-12.8034,1978,-13.2470594792753,NA,NA,NA,NA,NA,NA
"117",117,"SM_25696",15.23742297,23.63141624,22.79005298,NA,14.10223625,11.63570475,28.3335746,NA,-22.79271406,21.448,28.52088889,15.74666667,1977,"Coastal",NA,"M",47.096914,-124.187536,"WA","SM",46.9149,18.1578,131.8381,-12.4578,1978,-12.9014594792753,4.60268962603306,6.29460732670454,4.81086430122951,2.77749212547893,3.42892903010471,4.38291648191015
"118",118,"SM_25700",15.30893584,20.21275427,26.67473347,NA,13.67733373,NA,27.81385835,NA,NA,NA,28.72866667,6.141333333,1977,"Coastal",NA,"M",47.311683,-124.279235,"WA","SM",24.3998,17.0688,69.0155,-12.8295,1978,-13.2731594792753,NA,NA,NA,NA,NA,NA
"119",119,"SM_25701",14.19662222,23.7884705,25.52622138,NA,17.3290281,12.48603469,28.57999307,NA,-14.54952116,16.70894781,25.47566667,10.3925,1977,"Coastal",NA,"F",47.311683,-124.279235,"WA","SM",47.0659,17.2099,130.4056,-12.1046,1978,-12.5482594792753,4.42800449008265,6.05441526477272,4.63761101065574,2.69650782873563,3.31826462460733,4.22696064377081
"120",120,"SM_25702",11.36210095,25.32801031,27.45427749,NA,15.32324012,13.10449657,28.13262156,NA,-21.98938273,22.505,29.39766667,18.018,1977,"Coastal",NA,"F",47.311683,-124.279235,"WA","SM",43.4513,19.5393,133.173,-14.3053,1978,-14.7489594792753,4.11970557561984,5.63050425738636,4.33183913647541,2.55357997950192,3.12295484109948,3.9517167580166
"121",121,"SM_25705",14.37312715,22.20263101,26.44793986,NA,13.4027195,10.39486125,27.89960223,NA,-19.48129167,15.82633333,30.5535,8.240666667,1977,"Coastal",NA,"F",47.311683,-124.279235,"WA","SM",24.6639,17.185,69.7213,-11.6794,1978,-12.1230594792753,4.83608210165289,6.61552198068182,5.04234372377049,2.8856932348659,3.57678499633508,4.59128520746124
"122",122,"SM_25706",15.30327831,22.30383419,22.90750331,NA,15.34909006,11.52920804,28.01066638,NA,-7.219271536,26.39233333,28.61066667,10.70833333,1977,"Coastal",NA,"M",46.983304,-123.984406,"WA","SM",46.63,18.958,128.8206,-14.1653,1978,-14.6089594792753,4.5400912553719,6.20853456704545,4.74877903196721,2.74847142490421,3.38927247068063,4.32702974999388
"123",123,"SM_25711",17.85029167,23.825,23.68108333,NA,14.06079167,12.62169868,29.079125,NA,-18.81595833,17.07866667,20.29433333,7.547,1977,"Coastal",NA,"F",46.983304,-123.984406,"WA","SM",51.4474,16.933,141.8842,-12.5467,1978,-12.9903594792753,4.5331398446281,6.19897637727273,4.7418846,2.74524874022989,3.3848686973822,4.32082365190258
"124",124,"SM_25712",9.981946735,23.20752792,26.71563746,NA,14.89595662,NA,28.40518299,NA,NA,NA,24.204,7.913333333,1977,"Coastal",NA,"F",46.983304,-123.984406,"WA","SM",47.9208,17.1176,132.0061,-12.7521,1978,-13.1957594792753,NA,NA,NA,NA,NA,NA
"125",125,"SM_25714",11.67806069,22.27262642,23.80933681,NA,18.68489794,13.3201865,27.95909584,NA,-16.48609164,17.84262124,28.03583333,12.629,1977,"Coastal",NA,"M",47.227824,-124.212433,"WA","SM",47.2322,18.3784,131.5151,-12.7949,1978,-13.2385594792753,4.00712253636364,5.47570257840909,4.22017890901639,2.50138630996169,3.05163260157068,3.8512045870643
"126",126,"SM_25740",13.24748675,20.33742567,26.51557818,NA,21.7084205,11.56626055,27.22231352,NA,NA,8.767114708,28.7525,11.80708333,1978,"Coastal",NA,"F",47.227824,-124.212433,"WA","SM",13.7626,18.7539,40.6014,-13.9958,1979,-14.4516014643983,4.30133763595041,5.88024834034091,4.51198240942623,2.63778488103448,3.23802017774869,4.11387468890014
"127",127,"SM_25742",13.47819416,23.71439218,21.0549854,NA,14.59716838,12.30440507,29.57453909,NA,-7.492486254,19.60266667,27.57333333,11.732,1978,"Coastal",NA,"M",47.227824,-124.212433,"WA","SM",40.9317,18.7861,119.4582,-13.2305,1979,-13.6863014643983,4.76822058429752,6.52221239431818,4.97503844836065,2.85423253141762,3.5337941921466,4.53069963010812
"128",128,"SM_25743",14.50693256,23.43498582,26.79255842,NA,14.92987844,11.41138875,26.06463402,NA,-21.361625,19.721,30.5295,8.595666667,1978,"Coastal",NA,"F",47.227824,-124.212433,"WA","SM",25.3524,17.1007,73.0839,-12.887,1979,-13.3428014643983,4.01126929297521,5.48140436875,4.22429167581967,2.50330875268199,3.05425960445026,3.85490673893543
"129",129,"SM_25744",14.63236089,24.49910309,26.17877491,NA,14.72719287,7.329783896,29.54817397,NA,-22.16997158,16.44233333,30.42116667,8.776,1978,"Coastal",NA,"F",47.227824,-124.212433,"WA","SM",36.8855,17.905,103.0373,-12.9062,1979,-13.3620014643983,6.19953431892562,8.49026877943181,6.39462010319672,3.51779177237548,4.44054268371728,5.80855153152938
"130",130,"SM_25892",9.383446735,23.42323411,25.28986254,NA,13.81449699,11.94923239,28.59998625,NA,-9.870087199,18.83566667,28.421,10.81433333,1977,"Inland",NA,"F",48.322464,-122.824309,"WA","SM",48.1672,18.5754,133.3175,-12.7032,1978,-13.1468594792753,4.5890610338843,6.2758680125,4.79734741885246,2.77117388927203,3.42029520994764,4.37074911289129
"131",131,"SM_25893",13.59944987,23.82621625,28.373147,NA,15.91103904,NA,27.5515723,NA,NA,NA,21.77733333,14.35,1977,"Inland",NA,"F",48.322464,-122.824309,"WA","SM",41.9478,18.8966,120.7488,-11.0742,1978,-11.5178594792753,NA,NA,NA,NA,NA,NA
"132",132,"SM_25894",13.49829596,23.8455189,23.24507818,NA,15.55036383,9.895883162,27.81556314,NA,-16.84985782,18.90666667,26.46333333,11.76666667,1977,"Inland",NA,"F",48.322464,-122.824309,"WA","SM",45.8444,18.0628,126.7408,-12.672,1978,-13.1156594792753,4.95610577876033,6.78055453670454,5.1613836002459,2.94133639551724,3.65282093837696,4.69844024992099
"133",133,"SM_25895",16.04674945,24.4914643,26.69773153,NA,15.03433873,10.32963181,26.72878968,NA,-19.69867133,25.26133333,25.75816667,12.901,1977,"Inland",NA,"F",48.322464,-122.824309,"WA","SM",46.793,18.2419,131.76,-12.9734,1978,-13.4170594792753,4.51628533429752,6.17580142556818,4.72516824139344,2.73743496340996,3.37419123272251,4.30577623947832
"134",134,"SM_25896",12.13868449,23.32814304,25.1256555,NA,14.35289347,12.52489691,30.96695146,NA,-3.765232388,18.665,27.6465,9.583333333,NA,"Coastal",NA,"F",46.703882,-123.971109,"WA",NA,NA,NA,NA,NA,NA,NA,5.10720586157025,6.98831715056818,5.31124515778688,3.01138662547893,3.74854402748691,4.83333976457823
"135",135,"SM_27370",18.27006529,23.45304081,21.38874656,NA,15.41260825,12.13585266,27.5323793,NA,0.017615979,18.53233333,26.95366667,12.49666667,1979,"Inland",NA,"M",47.216785,-122.660398,"WA","SM",46.8269,18.3517,132.57,-11.2825,1980,-11.7507757489752,4.22626803636364,5.77702764090909,4.43752813442623,2.60298249961686,3.19046299685864,4.04685386163489
"136",136,"UA_11475",11.88563192,22.64929111,24.63154788,NA,25.64174782,11.29903508,28.05548216,NA,-24.99486493,15.09202572,27.39083333,10.07383333,1962,"SC",NA,"M",59.25,-151.25,"AK","UA",44.4192,17.2376,123.15,-12.9576,1963,-13.2535105845942,4.61963345289256,6.31790508863636,4.82766924426229,2.78534730957854,3.43966307748691,4.39804363457133
"137",137,"UA_11712",14.62541903,22.85714898,24.08778715,NA,23.81209828,10.11435443,26.77213647,NA,-32.35077242,16.15891082,26.349,7.259666667,1972,"SE",1245,"M",57.31666667,-133.5,"AK","UA",42.544,16.3356,121.4365,-14.3723,1973,-14.7599323464141,4.5910939785124,6.27866331136363,4.7993637,2.77211636551724,3.42158309633508,4.37256409034567
"138",138,"UA_11712",14.62541903,22.85714898,24.08778715,NA,23.81209828,10.11435443,26.77213647,NA,-32.35077242,16.15891082,26.349,7.259666667,1972,"SE",1245,"M",57.31666667,-133.5,"AK","UA",35.7177,16.0679,103.6585,-14.2385,1973,-14.6261323464141,4.5910939785124,6.27866331136363,4.7993637,2.77211636551724,3.42158309633508,4.37256409034567
"139",139,"UA_11713",12.82847691,24.18158185,24.31755773,NA,23.73680195,11.3619661,27.18928878,NA,-32.52043976,14.4862648,26.40933333,9.011666667,1965,"SE",NA,"",55.28333333,-132.0666667,"AK","UA",39.3885,16.5685,115.2798,-13.8185,1966,-14.13937682592,4.35087846115703,5.948366975,4.56111716229508,2.6607520835249,3.26940467958115,4.15810387231163
"140",140,"UA_11738",11.41818798,22.78831291,25.02696211,NA,23.43421966,8.287024275,25.32507697,NA,-24.6200296,15.01027975,20.0805,8.979833333,1973,"SC",1530,"F",59.8,-149.5,"AK","UA",43.7671,16.215,121.0512,-13.7299,1974,-14.1281409920155,4.70108962252066,6.429907321875,4.90845774036885,2.82311051465517,3.49126620065445,4.47076628001483
