time,Month,Year,MEI
8/1/09 0:00,8,2009,1.05
9/1/09 0:00,9,2009,0.707
10/1/09 0:00,10,2009,0.883
11/1/09 0:00,11,2009,1.107
12/1/09 0:00,12,2009,1.059
1/1/10 0:00,1,2010,1.066
2/1/10 0:00,2,2010,1.526
3/1/10 0:00,3,2010,1.462
4/1/10 0:00,4,2010,0.978
5/1/10 0:00,5,2010,0.658
6/1/10 0:00,6,2010,-0.228
7/1/10 0:00,7,2010,-1.103
8/1/10 0:00,8,2010,-1.671
9/1/10 0:00,9,2010,-1.879
10/1/10 0:00,10,2010,-1.892
11/1/10 0:00,11,2010,-1.477
12/1/10 0:00,12,2010,-1.558
1/1/11 0:00,1,2011,-1.719
2/1/11 0:00,2,2011,-1.544
3/1/11 0:00,3,2011,-1.554
4/1/11 0:00,4,2011,-1.387
5/1/11 0:00,5,2011,-0.199
6/1/11 0:00,6,2011,-0.003
7/1/11 0:00,7,2011,-0.193
8/1/11 0:00,8,2011,-0.517
9/1/11 0:00,9,2011,-0.778
10/1/11 0:00,10,2011,-0.939
11/1/11 0:00,11,2011,-0.938
12/1/11 0:00,12,2011,-0.945
1/1/12 0:00,1,2012,-0.98
2/1/12 0:00,2,2012,-0.675
3/1/12 0:00,3,2012,-0.382
4/1/12 0:00,4,2012,0.11
5/1/12 0:00,5,2012,0.757
6/1/12 0:00,6,2012,0.842
7/1/12 0:00,7,2012,1.126
8/1/12 0:00,8,2012,0.607
9/1/12 0:00,9,2012,0.316
10/1/12 0:00,10,2012,0.069
11/1/12 0:00,11,2012,0.127
12/1/12 0:00,12,2012,0.111
1/1/13 0:00,1,2013,0.103
2/1/13 0:00,2,2013,-0.068
3/1/13 0:00,3,2013,-0.026
4/1/13 0:00,4,2013,0.09
5/1/13 0:00,5,2013,0.205
6/1/13 0:00,6,2013,-0.094
7/1/13 0:00,7,2013,-0.314
8/1/13 0:00,8,2013,-0.481
9/1/13 0:00,9,2013,-0.155
10/1/13 0:00,10,2013,0.115
11/1/13 0:00,11,2013,-0.053
12/1/13 0:00,12,2013,-0.234
1/1/14 0:00,1,2014,-0.27
2/1/14 0:00,2,2014,-0.259
3/1/14 0:00,3,2014,0.018
4/1/14 0:00,4,2014,0.295
5/1/14 0:00,5,2014,1.001
6/1/14 0:00,6,2014,1.046
7/1/14 0:00,7,2014,0.915
8/1/14 0:00,8,2014,0.937
9/1/14 0:00,9,2014,0.557
10/1/14 0:00,10,2014,0.421
11/1/14 0:00,11,2014,0.754
12/1/14 0:00,12,2014,0.566
1/1/15 0:00,1,2015,0.417
2/1/15 0:00,2,2015,0.464
3/1/15 0:00,3,2015,0.614
4/1/15 0:00,4,2015,0.916
5/1/15 0:00,5,2015,1.583
6/1/15 0:00,6,2015,2.097
7/1/15 0:00,7,2015,1.981
8/1/15 0:00,8,2015,2.334
9/1/15 0:00,9,2015,2.479
10/1/15 0:00,10,2015,2.201
11/1/15 0:00,11,2015,2.271
12/1/15 0:00,12,2015,2.12
1/1/16 0:00,1,2016,2.216
2/1/16 0:00,2,2016,2.17
3/1/16 0:00,3,2016,1.963
4/1/16 0:00,4,2016,2.094
5/1/16 0:00,5,2016,1.752
6/1/16 0:00,6,2016,1.053
7/1/16 0:00,7,2016,0.352
8/1/16 0:00,8,2016,0.167
9/1/16 0:00,9,2016,-0.118
10/1/16 0:00,10,2016,-0.385
11/1/16 0:00,11,2016,-0.209
12/1/16 0:00,12,2016,-0.11
1/1/17 0:00,1,2017,-0.052
2/1/17 0:00,2,2017,-0.043
3/1/17 0:00,3,2017,-0.08
4/1/17 0:00,4,2017,0.744
5/1/17 0:00,5,2017,1.445
6/1/17 0:00,6,2017,1.039
7/1/17 0:00,7,2017,0.456
8/1/17 0:00,8,2017,0.009
9/1/17 0:00,9,2017,-0.478
10/1/17 0:00,10,2017,-0.568
11/1/17 0:00,11,2017,-0.285
12/1/17 0:00,12,2017,-0.576
1/1/18 0:00,1,2018,-0.623
2/1/18 0:00,2,2018,-0.731
3/1/18 0:00,3,2018,-0.502
4/1/18 0:00,4,2018,-0.432
5/1/18 0:00,5,2018,0.465
6/1/18 0:00,6,2018,0.469
7/1/18 0:00,7,2018,0.076
8/1/18 0:00,8,2018,0.132
9/1/18 0:00,9,2018,0.509
10/1/18 0:00,10,2018,0.468
11/1/18 0:00,11,2018,0.698
12/1/18 0:00,12,2018,1.698
