UTC,Year,Month,DAY,degrees_north,degrees_east,Upwelling Index,Upwelling Index Anomaly
10/15/91 0:00,1991,10,15,45,235,14,34
11/15/91 0:00,1991,11,15,45,235,-50,24
12/15/91 0:00,1991,12,15,45,235,-56,37
1/15/92 0:00,1992,1,15,45,235,-170,-76
2/15/92 0:00,1992,2,15,45,235,-128,-81
3/15/92 0:00,1992,3,15,45,235,4,19
4/15/92 0:00,1992,4,15,45,235,-11,-20
5/15/92 0:00,1992,5,15,45,235,66,32
6/15/92 0:00,1992,6,15,45,235,61,13
7/15/92 0:00,1992,7,15,45,235,81,7
8/15/92 0:00,1992,8,15,45,235,66,16
9/15/92 0:00,1992,9,15,45,235,13,-3
10/15/92 0:00,1992,10,15,45,235,-4,16
11/15/92 0:00,1992,11,15,45,235,-42,32
12/15/92 0:00,1992,12,15,45,235,-33,60
1/15/93 0:00,1993,1,15,45,235,-55,39
2/15/93 0:00,1993,2,15,45,235,-50,-3
3/15/93 0:00,1993,3,15,45,235,-35,-20
4/15/93 0:00,1993,4,15,45,235,-64,-73
5/15/93 0:00,1993,5,15,45,235,-4,-38
6/15/93 0:00,1993,6,15,45,235,24,-24
7/15/93 0:00,1993,7,15,45,235,65,-9
8/15/93 0:00,1993,8,15,45,235,65,15
9/15/93 0:00,1993,9,15,45,235,41,25
10/15/93 0:00,1993,10,15,45,235,1,21
11/15/93 0:00,1993,11,15,45,235,-3,71
12/15/93 0:00,1993,12,15,45,235,-97,-4
1/15/94 0:00,1994,1,15,45,235,-44,50
2/15/94 0:00,1994,2,15,45,235,-50,-3
3/15/94 0:00,1994,3,15,45,235,-7,8
4/15/94 0:00,1994,4,15,45,235,4,-5
5/15/94 0:00,1994,5,15,45,235,22,-12
6/15/94 0:00,1994,6,15,45,235,28,-20
7/15/94 0:00,1994,7,15,45,235,118,44
8/15/94 0:00,1994,8,15,45,235,37,-13
9/15/94 0:00,1994,9,15,45,235,17,1
10/15/94 0:00,1994,10,15,45,235,1,21
11/15/94 0:00,1994,11,15,45,235,-36,38
12/15/94 0:00,1994,12,15,45,235,-149,-56
1/15/95 0:00,1995,1,15,45,235,-292,-198
2/15/95 0:00,1995,2,15,45,235,-12,35
3/15/95 0:00,1995,3,15,45,235,-37,-22
4/15/95 0:00,1995,4,15,45,235,2,-7
5/15/95 0:00,1995,5,15,45,235,69,35
6/15/95 0:00,1995,6,15,45,235,31,-17
7/15/95 0:00,1995,7,15,45,235,63,-11
8/15/95 0:00,1995,8,15,45,235,32,-18
9/15/95 0:00,1995,9,15,45,235,5,-11
10/15/95 0:00,1995,10,15,45,235,0,20
11/15/95 0:00,1995,11,15,45,235,-78,-4
12/15/95 0:00,1995,12,15,45,235,-161,-68
1/15/96 0:00,1996,1,15,45,235,-45,49
2/15/96 0:00,1996,2,15,45,235,-80,-33
3/15/96 0:00,1996,3,15,45,235,0,15
4/15/96 0:00,1996,4,15,45,235,-53,-62
5/15/96 0:00,1996,5,15,45,235,34,0
6/15/96 0:00,1996,6,15,45,235,69,21
7/15/96 0:00,1996,7,15,45,235,148,74
8/15/96 0:00,1996,8,15,45,235,70,20
9/15/96 0:00,1996,9,15,45,235,33,17
10/15/96 0:00,1996,10,15,45,235,-1,19
11/15/96 0:00,1996,11,15,45,235,-18,56
12/15/96 0:00,1996,12,15,45,235,-91,2
1/15/97 0:00,1997,1,15,45,235,-56,38
2/15/97 0:00,1997,2,15,45,235,-2,45
3/15/97 0:00,1997,3,15,45,235,-42,-26
4/15/97 0:00,1997,4,15,45,235,-2,-11
5/15/97 0:00,1997,5,15,45,235,1,-33
6/15/97 0:00,1997,6,15,45,235,9,-39
7/15/97 0:00,1997,7,15,45,235,58,-16
8/15/97 0:00,1997,8,15,45,235,5,-46
9/15/97 0:00,1997,9,15,45,235,-3,-19
10/15/97 0:00,1997,10,15,45,235,-13,7
11/15/97 0:00,1997,11,15,45,235,-98,-25
12/15/97 0:00,1997,12,15,45,235,-58,35
1/15/98 0:00,1998,1,15,45,235,-184,-90
2/15/98 0:00,1998,2,15,45,235,-176,-129
3/15/98 0:00,1998,3,15,45,235,-1,14
4/15/98 0:00,1998,4,15,45,235,9,0
5/15/98 0:00,1998,5,15,45,235,20,-14
6/15/98 0:00,1998,6,15,45,235,89,41
7/15/98 0:00,1998,7,15,45,235,60,-14
8/15/98 0:00,1998,8,15,45,235,100,50
9/15/98 0:00,1998,9,15,45,235,61,45
10/15/98 0:00,1998,10,15,45,235,-14,6
11/15/98 0:00,1998,11,15,45,235,-159,-86
12/15/98 0:00,1998,12,15,45,235,-53,40
1/15/99 0:00,1999,1,15,45,235,-61,-61
2/15/99 0:00,1999,2,15,45,235,-330,-283
3/15/99 0:00,1999,3,15,45,235,-66,-51
4/15/99 0:00,1999,4,15,45,235,31,22
5/15/99 0:00,1999,5,15,45,235,31,-3
6/15/99 0:00,1999,6,15,45,235,29,-19
7/15/99 0:00,1999,7,15,45,235,87,13
8/15/99 0:00,1999,8,15,45,235,49,-1
9/15/99 0:00,1999,9,15,45,235,75,59
10/15/99 0:00,1999,10,15,45,235,-2,17
11/15/99 0:00,1999,11,15,45,235,-125,-51
12/15/99 0:00,1999,12,15,45,235,-59,34
1/15/00 0:00,2000,1,15,45,235,-73,21
2/15/00 0:00,2000,2,15,45,235,-78,-30
3/15/00 0:00,2000,3,15,45,235,-13,2
4/15/00 0:00,2000,4,15,45,235,0,-9
5/15/00 0:00,2000,5,15,45,235,7,-27
6/15/00 0:00,2000,6,15,45,235,55,7
7/15/00 0:00,2000,7,15,45,235,56,-18
8/15/00 0:00,2000,8,15,45,235,69,19
9/15/00 0:00,2000,9,15,45,235,10,-6
10/15/00 0:00,2000,10,15,45,235,-4,16
11/15/00 0:00,2000,11,15,45,235,-39,35
12/15/00 0:00,2000,12,15,45,235,-82,12
1/15/01 0:00,2001,1,15,45,235,-82,12
2/15/01 0:00,2001,2,15,45,235,-18,29
3/15/01 0:00,2001,3,15,45,235,0,15
4/15/01 0:00,2001,4,15,45,235,0,-9
5/15/01 0:00,2001,5,15,45,235,45,11
6/15/01 0:00,2001,6,15,45,235,37,-11
7/15/01 0:00,2001,7,15,45,235,134,61
8/15/01 0:00,2001,8,15,45,235,20,-31
9/15/01 0:00,2001,9,15,45,235,28,12
10/15/01 0:00,2001,10,15,45,235,2,22
11/15/01 0:00,2001,11,15,45,235,-119,-45
12/15/01 0:00,2001,12,15,45,235,-161,-68
1/15/02 0:00,2002,1,15,45,235,-87,7
2/15/02 0:00,2002,2,15,45,235,-29,19
3/15/02 0:00,2002,3,15,45,235,-6,9
4/15/02 0:00,2002,4,15,45,235,17,8
5/15/02 0:00,2002,5,15,45,235,14,-20
6/15/02 0:00,2002,6,15,45,235,30,-18
7/15/02 0:00,2002,7,15,45,235,103,29
8/15/02 0:00,2002,8,15,45,235,91,40
9/15/02 0:00,2002,9,15,45,235,24,8
10/15/02 0:00,2002,10,15,45,235,13,33
11/15/02 0:00,2002,11,15,45,235,-115,-41
12/15/02 0:00,2002,12,15,45,235,-221,-128
1/15/03 0:00,2003,1,15,45,235,-208,-114
2/15/03 0:00,2003,2,15,45,235,0,47
3/15/03 0:00,2003,3,15,45,235,-82,-67
4/15/03 0:00,2003,4,15,45,235,-17,-27
5/15/03 0:00,2003,5,15,45,235,27,-7
6/15/03 0:00,2003,6,15,45,235,80,31
7/15/03 0:00,2003,7,15,45,235,93,19
8/15/03 0:00,2003,8,15,45,235,75,24
9/15/03 0:00,2003,9,15,45,235,28,12
10/15/03 0:00,2003,10,15,45,235,-16,4
11/15/03 0:00,2003,11,15,45,235,-34,40
12/15/03 0:00,2003,12,15,45,235,-205,-112
1/15/04 0:00,2004,1,15,45,235,-156,-63
2/15/04 0:00,2004,2,15,45,235,-98,-51
3/15/04 0:00,2004,3,15,45,235,-5,10
4/15/04 0:00,2004,4,15,45,235,1,-9
5/15/04 0:00,2004,5,15,45,235,16,-18
6/15/04 0:00,2004,6,15,45,235,43,-6
7/15/04 0:00,2004,7,15,45,235,53,-21
8/15/04 0:00,2004,8,15,45,235,21,-29
9/15/04 0:00,2004,9,15,45,235,17,1
10/15/04 0:00,2004,10,15,45,235,2,22
11/15/04 0:00,2004,11,15,45,235,0,74
12/15/04 0:00,2004,12,15,45,235,-16,78
1/15/05 0:00,2005,1,15,45,235,-75,18
2/15/05 0:00,2005,2,15,45,235,4,51
3/15/05 0:00,2005,3,15,45,235,-9,7
4/15/05 0:00,2005,4,15,45,235,-10,-19
5/15/05 0:00,2005,5,15,45,235,-2,-36
6/15/05 0:00,2005,6,15,45,235,23,-25
7/15/05 0:00,2005,7,15,45,235,73,-1
8/15/05 0:00,2005,8,15,45,235,93,42
9/15/05 0:00,2005,9,15,45,235,54,37
10/15/05 0:00,2005,10,15,45,235,-24,-4
11/15/05 0:00,2005,11,15,45,235,-12,62
12/15/05 0:00,2005,12,15,45,235,-85,8
1/15/06 0:00,2006,1,15,45,235,-157,-64
2/15/06 0:00,2006,2,15,45,235,0,47
3/15/06 0:00,2006,3,15,45,235,-68,-52
4/15/06 0:00,2006,4,15,45,235,1,-9
5/15/06 0:00,2006,5,15,45,235,29,-5
6/15/06 0:00,2006,6,15,45,235,62,14
7/15/06 0:00,2006,7,15,45,235,101,27
8/15/06 0:00,2006,8,15,45,235,114,64
9/15/06 0:00,2006,9,15,45,235,37,20
10/15/06 0:00,2006,10,15,45,235,39,59
11/15/06 0:00,2006,11,15,45,235,-118,-45
12/15/06 0:00,2006,12,15,45,235,-69,24
1/15/07 0:00,2007,1,15,45,235,-1,92
2/15/07 0:00,2007,2,15,45,235,-48,-1
3/15/07 0:00,2007,3,15,45,235,-8,7
4/15/07 0:00,2007,4,15,45,235,0,-9
5/15/07 0:00,2007,5,15,45,235,53,18
6/15/07 0:00,2007,6,15,45,235,13,-35
7/15/07 0:00,2007,7,15,45,235,14,-60
8/15/07 0:00,2007,8,15,45,235,32,-19
9/15/07 0:00,2007,9,15,45,235,25,9
10/15/07 0:00,2007,10,15,45,235,-9,11
11/15/07 0:00,2007,11,15,45,235,-1,72
12/15/07 0:00,2007,12,15,45,235,-61,32
1/15/08 0:00,2008,1,15,45,235,-25,69
2/15/08 0:00,2008,2,15,45,235,-11,36
3/15/08 0:00,2008,3,15,45,235,-9,6
4/15/08 0:00,2008,4,15,45,235,9,0
5/15/08 0:00,2008,5,15,45,235,34,0
6/15/08 0:00,2008,6,15,45,235,45,-4
7/15/08 0:00,2008,7,15,45,235,49,-25
8/15/08 0:00,2008,8,15,45,235,20,-31
9/15/08 0:00,2008,9,15,45,235,31,15
10/15/08 0:00,2008,10,15,45,235,0,20
11/15/08 0:00,2008,11,15,45,235,-38,35
12/15/08 0:00,2008,12,15,45,235,-19,74
1/15/09 0:00,2009,1,15,45,235,-3,91
2/15/09 0:00,2009,2,15,45,235,-19,29
3/15/09 0:00,2009,3,15,45,235,-5,11
4/15/09 0:00,2009,4,15,45,235,25,16
5/15/09 0:00,2009,5,15,45,235,13,-21
6/15/09 0:00,2009,6,15,45,235,34,-14
7/15/09 0:00,2009,7,15,45,235,81,-12
8/15/09 0:00,2009,8,15,45,235,26,-24
9/15/09 0:00,2009,9,15,45,235,2,-15
10/15/09 0:00,2009,10,15,45,235,-7,12
11/15/09 0:00,2009,11,15,45,235,-114,-40
12/15/09 0:00,2009,12,15,45,235,-64,29
1/15/10 0:00,2010,1,15,45,235,-257,-164
2/15/10 0:00,2010,2,15,45,235,-92,-45
3/15/10 0:00,2010,3,15,45,235,-29,-14
4/15/10 0:00,2010,4,15,45,235,0,-9
5/15/10 0:00,2010,5,15,45,235,9,-26
6/15/10 0:00,2010,6,15,45,235,27,-22
7/15/10 0:00,2010,7,15,45,235,119,45
8/15/10 0:00,2010,8,15,45,235,52,1
9/15/10 0:00,2010,9,15,45,235,0,-17
10/15/10 0:00,2010,10,15,45,235,-12,8
11/15/10 0:00,2010,11,15,45,235,-34,40
12/15/10 0:00,2010,12,15,45,235,-172,-79
1/15/11 0:00,2011,1,15,45,235,-18,76
2/15/11 0:00,2011,2,15,45,235,-11,37
3/15/11 0:00,2011,3,15,45,235,-157,-142
4/15/11 0:00,2011,4,15,45,235,-1,-10
5/15/11 0:00,2011,5,15,45,235,8,-26
6/15/11 0:00,2011,6,15,45,235,24,-24
7/15/11 0:00,2011,7,15,45,235,59,-15
8/15/11 0:00,2011,8,15,45,235,64,13
9/15/11 0:00,2011,9,15,45,235,2,-14
10/15/11 0:00,2011,10,15,45,235,-1,19
11/15/11 0:00,2011,11,15,45,235,-39,34
12/15/11 0:00,2011,12,15,45,235,2,95
1/15/12 0:00,2012,1,15,45,235,-62,31
2/15/12 0:00,2012,2,15,45,235,-44,3
3/15/12 0:00,2012,3,15,45,235,-75,-59
4/15/12 0:00,2012,4,15,45,235,-16,-25
5/15/12 0:00,2012,5,15,45,235,25,-10
6/15/12 0:00,2012,6,15,45,235,7,-42
7/15/12 0:00,2012,7,15,45,235,96,22
8/15/12 0:00,2012,8,15,45,235,59,8
9/15/12 0:00,2012,9,15,45,235,67,50
10/15/12 0:00,2012,10,15,45,235,-10,10
11/15/12 0:00,2012,11,15,45,235,-92,-19
12/15/12 0:00,2012,12,15,45,235,-83,10
1/15/13 0:00,2013,1,15,45,235,-3,91
2/15/13 0:00,2013,2,15,45,235,-4,43
3/15/13 0:00,2013,3,15,45,235,-3,12
4/15/13 0:00,2013,4,15,45,235,16,7
5/15/13 0:00,2013,5,15,45,235,6,-28
6/15/13 0:00,2013,6,15,45,235,14,-34
7/15/13 0:00,2013,7,15,45,235,186,112
8/15/13 0:00,2013,8,15,45,235,17,-33
9/15/13 0:00,2013,9,15,45,235,-1,-18
10/15/13 0:00,2013,10,15,45,235,13,33
11/15/13 0:00,2013,11,15,45,235,-10,63
12/15/13 0:00,2013,12,15,45,235,4,98
1/15/14 0:00,2014,1,15,45,235,-17,76
2/15/14 0:00,2014,2,15,45,235,-62,-15
3/15/14 0:00,2014,3,15,45,235,-33,-18
4/15/14 0:00,2014,4,15,45,235,-3,-12
5/15/14 0:00,2014,5,15,45,235,9,-25
6/15/14 0:00,2014,6,15,45,235,60,12
7/15/14 0:00,2014,7,15,45,235,100,26
8/15/14 0:00,2014,8,15,45,235,81,30
9/15/14 0:00,2014,9,15,45,235,5,-11
10/15/14 0:00,2014,10,15,45,235,-36,-16
11/15/14 0:00,2014,11,15,45,235,-54,20
12/15/14 0:00,2014,12,15,45,235,-85,8
1/15/15 0:00,2015,1,15,45,235,-32,62
2/15/15 0:00,2015,2,15,45,235,-20,27
3/15/15 0:00,2015,3,15,45,235,-7,8
4/15/15 0:00,2015,4,15,45,235,7,-2
5/15/15 0:00,2015,5,15,45,235,86,52
6/15/15 0:00,2015,6,15,45,235,121,73
7/15/15 0:00,2015,7,15,45,235,74,0
8/15/15 0:00,2015,8,15,45,235,45,-5
9/15/15 0:00,2015,9,15,45,235,21,5
10/15/15 0:00,2015,10,15,45,235,-3,17
11/15/15 0:00,2015,11,15,45,235,-10,63
12/15/15 0:00,2015,12,15,45,235,-161,-68
1/15/16 0:00,2016,1,15,45,235,-261,-167
2/15/16 0:00,2016,2,15,45,235,-112,-65
3/15/16 0:00,2016,3,15,45,235,-85,-70
4/15/16 0:00,2016,4,15,45,235,2,-7
5/15/16 0:00,2016,5,15,45,235,69,35
6/15/16 0:00,2016,6,15,45,235,57,9
7/15/16 0:00,2016,7,15,45,235,68,-6
8/15/16 0:00,2016,8,15,45,235,90,39
9/15/16 0:00,2016,9,15,45,235,28,12
10/15/16 0:00,2016,10,15,45,235,-119,-99
11/15/16 0:00,2016,11,15,45,235,-156,-82
12/15/16 0:00,2016,12,15,45,235,-8,85
1/15/17 0:00,2017,1,15,45,235,-83,11
2/15/17 0:00,2017,2,15,45,235,-44,3
3/15/17 0:00,2017,3,15,45,235,-63,-40
4/15/17 0:00,2017,4,15,45,235,-31,-40
5/15/17 0:00,2017,5,15,45,235,29,-5
6/15/17 0:00,2017,6,15,45,235,30,-18
7/15/17 0:00,2017,7,15,45,235,106,33
8/15/17 0:00,2017,8,15,45,235,87,37
9/15/17 0:00,2017,9,15,45,235,23,6
10/15/17 0:00,2017,10,15,45,235,2,22
11/15/17 0:00,2017,11,15,45,235,-128,-55
12/15/17 0:00,2017,12,15,45,235,-21,72
1/15/18 0:00,2018,1,15,45,235,-161,-68
2/15/18 0:00,2018,2,15,45,235,16,64
3/15/18 0:00,2018,3,15,45,235,-8,7
4/15/18 0:00,2018,4,15,45,235,-8,-17
5/15/18 0:00,2018,5,15,45,235,59,25
6/15/18 0:00,2018,6,15,45,235,34,-15
7/15/18 0:00,2018,7,15,45,235,91,17
8/15/18 0:00,2018,8,15,45,235,68,18
9/15/18 0:00,2018,9,15,45,235,12,-4
10/15/18 0:00,2018,10,15,45,235,0,20
11/15/18 0:00,2018,11,15,45,235,-21,52
12/15/18 0:00,2018,12,15,45,235,-113,-19
1/15/19 0:00,2019,1,15,45,235,-92,2
2/15/19 0:00,2019,2,15,45,235,-1,47
3/15/19 0:00,2019,3,15,45,235,-12,4
4/15/19 0:00,2019,4,15,45,235,6,-3
5/15/19 0:00,2019,5,15,45,235,51,17
6/15/19 0:00,2019,6,15,45,235,76,28
7/15/19 0:00,2019,7,15,45,235,32,-42
