"","Sample.ID","NLE.mean","ALA.mean","VAL.mean","ILE.mean","ASP.mean","PHE.mean","GLU.mean","TYR.mean","THR.mean","SER.mean","PRO.mean","GLY.mean","LEU.mean","NLE.sd","ALA.sd","VAL.sd","ILE.sd","ASP.sd","PHE.sd","GLU.sd","TYR.sd","THR.sd","SER.sd","PRO.sd","GLY.sd","LEU.sd"
"1","12AA",NA,-1.21000000000075,0.360999999999798,NA,-9.92999999999995,2.19199999999976,-3.33600000000076,NA,NA,1.13499999999987,4.4185,4.3394,NA,NA,11.1417568491988,12.9628218234318,NA,16.5137405238177,7.59681764254754,14.4435405779189,NA,NA,4.16499347850137,14.7143571479619,1.46762962327391,NA
"2","SI_253042",NA,17.3151699288251,19.0490038552787,NA,16.6489234875446,6.30998042704606,20.7858469750881,NA,-25.7541937452329,12.3809003558718,25.096,10.408,NA,NA,0.13260088383958,0.889095848703502,NA,0.596168799425359,0.380811105720177,0.739138346257581,NA,2.56061497473066,1.77323883223143,0.2700055554984,0.114642923898512,NA
"3","SI_274146",NA,15.5083202846964,18.9826512455509,NA,14.0558060498214,7.49957829181441,17.2099454329758,NA,-24.0109965675064,8.87856524317882,27.253,8.27166666666667,NA,NA,0.361362908406043,0.590648671254947,NA,0.417492164189523,2.61372539987924,0.170224602893023,NA,1.4521098322474,0.164047019778094,0.924185587422786,0.244804684051047,NA
"4","SI_276058",NA,19.7363122775803,24.8954599644138,NA,20.9859483985783,10.4771263345199,23.9203967971535,NA,-28.7261659038897,15.7626886120999,28.1575,9.999,NA,NA,0.477199357324785,0.759167203402422,NA,0.684907151209357,0.669515206446368,0.18352482584769,NA,1.94810668975539,6.55922315805598,0.352846283812086,0.340825468531917,NA
"5","SI_276059",NA,18.7673529062871,23.4373564650066,NA,20.2863742586015,6.01404922894438,21.737081850534,NA,-24.857057589626,11.4235688018982,18.6083333333333,10.849,NA,NA,0.421076604139997,0.637852432953461,NA,0.144885945797909,0.754495615905018,0.338249983376829,NA,0.0516287538071183,0.126598516912903,1.2402488997509,0.244546519091971,NA
