"","Sample.ID","Year","Up.DFA1","Climate.DFA1.x","SST.DFA1","Dis.DFA1","years.x","Location.2","TP","AA","TP.norm","years.y","PHE.mean","PHE.norm","years","d13C.s","d13C.norm"
"25","BM_34988",1988,0.137313754291952,-0.596697641316814,-0.480847688891094,-1.30503098052299,1987,"Coastal",6.35616299034091,"ALA",0.399929341720635,1987,12.64108407,0.202237628161135,1987,NA,NA
"26","BM_34988",1988,0.137313754291952,-0.596697641316814,-0.480847688891094,-1.30503098052299,1987,"Coastal",4.47762520286885,"ASP",0.610040868291769,1987,12.64108407,0.202237628161135,1987,NA,NA
"27","BM_34988",1988,0.137313754291952,-0.596697641316814,-0.480847688891094,-1.30503098052299,1987,"Coastal",4.86646564586777,"Glu",0.399929341720636,1987,12.64108407,0.202237628161135,1987,NA,NA
"28","BM_34989",1988,0.137313754291952,-0.596697641316814,-0.480847688891094,-1.30503098052299,1987,"Coastal",5.37219242727273,"Glu",1.02531636845212,1987,11.16191237,-0.381251142459883,1987,NA,NA
"29","BM_34989",1988,0.137313754291952,-0.596697641316814,-0.480847688891094,-1.30503098052299,1987,"Coastal",4.70396271803278,"ASP",0.750114536617717,1987,11.16191237,-0.381251142459883,1987,NA,NA
"30","BM_34989",1988,0.137313754291952,-0.596697641316814,-0.480847688891094,-1.30503098052299,1987,"Coastal",7.05153731477272,"ALA",1.02531636845212,1987,11.16191237,-0.381251142459883,1987,NA,NA
"31","BM_34990",1988,0.137313754291952,-0.596697641316814,-0.480847688891094,-1.30503098052299,1987,"Coastal",6.68938173522727,"ALA",0.69961063968336,1987,9.579375,-1.00551456264506,1987,NA,NA
"32","BM_34990",1988,0.137313754291952,-0.596697641316814,-0.480847688891094,-1.30503098052299,1987,"Coastal",5.10880655123967,"Glu",0.699610639683361,1987,9.579375,-1.00551456264506,1987,NA,NA
"33","BM_34990",1988,0.137313754291952,-0.596697641316814,-0.480847688891094,-1.30503098052299,1987,"Coastal",3.89002786065574,"ASP",0.246394058955923,1987,9.579375,-1.00551456264506,1987,NA,NA
"34","BM_34991",1988,0.137313754291952,-0.596697641316814,-0.480847688891094,-1.30503098052299,1987,"Coastal",6.93378424306818,"ALA",0.919414783054969,1987,9.793436856,-0.921073595315643,1987,NA,NA
"35","BM_34991",1988,0.137313754291952,-0.596697641316814,-0.480847688891094,-1.30503098052299,1987,"Coastal",4.40488555606557,"ASP",0.565024428338855,1987,9.793436856,-0.921073595315643,1987,NA,NA
"36","BM_34991",1988,0.137313754291952,-0.596697641316814,-0.480847688891094,-1.30503098052299,1987,"Coastal",5.28655382966942,"Glu",0.91941478305497,1987,9.793436856,-0.921073595315643,1987,NA,NA
"37","BM_34997",1988,0.137313754291952,-0.596697641316814,-0.480847688891094,-1.30503098052299,1987,"Coastal",5.97188444375,"ALA",0.0543272548366359,1987,11.55928479,-0.224499668087774,1987,NA,NA
"38","BM_34997",1988,0.137313754291952,-0.596697641316814,-0.480847688891094,-1.30503098052299,1987,"Coastal",4.5869903392562,"Glu",0.0543272548366362,1987,11.55928479,-0.224499668087774,1987,NA,NA
"39","BM_34997",1988,0.137313754291952,-0.596697641316814,-0.480847688891094,-1.30503098052299,1987,"Coastal",3.44783786926229,"ASP",-0.0272643937607494,1987,11.55928479,-0.224499668087774,1987,NA,NA
"40","BM_35001",1989,0.863908987704307,-0.653277397967781,-0.163626149877465,-0.75991889216517,1988,"Coastal",4.31034431516393,"ASP",0.506515619440833,1988,10.87819771,-0.493168047150906,1988,NA,NA
"41","BM_35001",1989,0.863908987704307,-0.653277397967781,-0.163626149877465,-0.75991889216517,1988,"Coastal",5.19180954008265,"Glu",0.802253003724527,1988,10.87819771,-0.493168047150906,1988,NA,NA
"42","BM_35001",1989,0.863908987704307,-0.653277397967781,-0.163626149877465,-0.75991889216517,1988,"Coastal",6.80351084488636,"ALA",0.802253003724526,1988,10.87819771,-0.493168047150906,1988,NA,NA
"43","BM_36044",1980,-0.364141555932805,0.564552897205082,0.137056236104267,-0.604183081586385,1979,"Inland",4.34725315909091,"Glu",-0.242134249306067,1979,11.92477942,-0.0803230235999947,1979,NA,NA
"44","BM_36044",1980,-0.364141555932805,0.564552897205082,0.137056236104267,-0.604183081586385,1979,"Inland",5.64224582102272,"ALA",-0.242134249306068,1979,11.92477942,-0.0803230235999947,1979,NA,NA
"45","BM_36044",1980,-0.364141555932805,0.564552897205082,0.137056236104267,-0.604183081586385,1979,"Inland",4.19493334139344,"ASP",0.435091143258024,1979,11.92477942,-0.0803230235999947,1979,NA,NA
"46","BM_36045",1990,0.839003163341963,0.412773178654054,0.0510024703634414,0.0277901950862647,1989,"Inland",4.48499773770492,"ASP",0.614603514473514,1989,10.8456686,-0.50599980319606,1989,NA,NA
"47","BM_36045",1990,0.839003163341963,0.412773178654054,0.0510024703634414,0.0277901950862647,1989,"Inland",6.07942394829545,"ALA",0.151043237352687,1989,10.8456686,-0.50599980319606,1989,NA,NA
"48","BM_36045",1990,0.839003163341963,0.412773178654054,0.0510024703634414,0.0277901950862647,1989,"Inland",4.66520088801653,"Glu",0.151043237352688,1989,10.8456686,-0.50599980319606,1989,NA,NA
"49","BM_36047",1990,0.839003163341963,0.412773178654054,0.0510024703634414,0.0277901950862647,1989,"Inland",4.6498106070248,"Glu",0.132011454928106,1989,12.05071735,-0.0306442960051825,1989,NA,NA
"50","BM_36047",1990,0.839003163341963,0.412773178654054,0.0510024703634414,0.0277901950862647,1989,"Inland",6.05826231193182,"ALA",0.132011454928106,1989,12.05071735,-0.0306442960051825,1989,NA,NA
"51","BM_36047",1990,0.839003163341963,0.412773178654054,0.0510024703634414,0.0277901950862647,1989,"Inland",4.18326525655737,"ASP",0.427870106815425,1989,12.05071735,-0.0306442960051825,1989,NA,NA
"52","BM_39398",1981,-1.04114782264548,0.02332058655725,1.20563725681434,0.058145116171484,1980,"Inland",4.4070015231405,"Glu",-0.168248797479221,1980,10.52203436,-0.633663782184076,1980,NA,NA
"53","BM_39398",1981,-1.04114782264548,0.02332058655725,1.20563725681434,0.058145116171484,1980,"Inland",5.72439982159091,"ALA",-0.168248797479222,1980,10.52203436,-0.633663782184076,1980,NA,NA
"54","BM_39398",1981,-1.04114782264548,0.02332058655725,1.20563725681434,0.058145116171484,1980,"Inland",4.43506645942623,"ASP",0.583702506712455,1980,10.52203436,-0.633663782184076,1980,NA,NA
"55","BM_51206",1981,-1.04114782264548,0.02332058655725,1.20563725681434,0.058145116171484,1980,"Inland",5.18308011198347,"Glu",0.791458101645501,1980,10.83458935,-0.510370234270359,1980,-12.3126914273121,0.896090297616069
"56","BM_51206",1981,-1.04114782264548,0.02332058655725,1.20563725681434,0.058145116171484,1980,"Inland",6.79150788125,"ALA",0.791458101645501,1980,10.83458935,-0.510370234270359,1980,-12.3126914273121,0.896090297616069
"57","BM_51206",1981,-1.04114782264548,0.02332058655725,1.20563725681434,0.058145116171484,1980,"Inland",4.64335238893442,"ASP",0.712604576640021,1980,10.83458935,-0.510370234270359,1980,-12.3126914273121,0.896090297616069
"58","BM_51213",1984,-0.635658479329332,-0.194890934222201,0.00876445535970927,0.487022803463311,1983,"Inland",5.87818786875,"ALA",-0.0299390466292,1983,13.83063574,0.671480003146052,1983,-10.974181542365,1.81886126216879
"59","BM_51213",1984,-0.635658479329332,-0.194890934222201,0.00876445535970927,0.487022803463311,1983,"Inland",4.51884737561984,"Glu",-0.0299390466292003,1983,13.83063574,0.671480003146052,1983,-10.974181542365,1.81886126216879
"60","BM_51213",1984,-0.635658479329332,-0.194890934222201,0.00876445535970927,0.487022803463311,1983,"Inland",4.13505695081967,"ASP",0.398035396367322,1983,13.83063574,0.671480003146052,1983,-10.974181542365,1.81886126216879
"61","BM_80771",2005,0.753195865709498,0.346939166675111,1.0409432258138,-0.730787584581447,2004,"Inland",5.7624129,"ALA",-0.134061619080599,2004,10.220875,-0.752462096624119,2004,NA,NA
"62","BM_80771",2005,0.753195865709498,0.346939166675111,1.0409432258138,-0.730787584581447,2004,"Inland",0.807103888934426,"ASP",-1.66153741928898,2004,10.220875,-0.752462096624119,2004,NA,NA
"63","BM_80771",2005,0.753195865709498,0.346939166675111,1.0409432258138,-0.730787584581447,2004,"Inland",4.43464739834711,"Glu",-0.134061619080598,2004,10.220875,-0.752462096624119,2004,NA,NA
"64","BM_80772",2008,0.865218035063305,-0.783922937396078,-1.23309475697599,-0.206169583201123,2007,"Inland",4.73334618016529,"Glu",0.235312418281306,2007,11.41245017,-0.282421511717154,2007,-11.9462056868277,1.14874618312339
"65","BM_80772",2008,0.865218035063305,-0.783922937396078,-1.23309475697599,-0.206169583201123,2007,"Inland",3.70684417213115,"ASP",0.133027031795037,2007,11.41245017,-0.282421511717154,2007,-11.9462056868277,1.14874618312339
"66","BM_80772",2008,0.865218035063305,-0.783922937396078,-1.23309475697599,-0.206169583201123,2007,"Inland",6.173123725,"ALA",0.235312418281306,2007,11.41245017,-0.282421511717154,2007,-11.9462056868277,1.14874618312339
"67","BM_80773",2008,0.865218035063305,-0.783922937396078,-1.23309475697599,-0.206169583201123,2007,"Coastal",4.24107880206612,"Glu",-0.373430569564997,2007,11.99954553,-0.0508300407312608,2007,NA,NA
"68","BM_80773",2008,0.865218035063305,-0.783922937396078,-1.23309475697599,-0.206169583201123,2007,"Coastal",5.49625608011363,"ALA",-0.373430569564997,2007,11.99954553,-0.0508300407312608,2007,NA,NA
"69","BM_80773",2008,0.865218035063305,-0.783922937396078,-1.23309475697599,-0.206169583201123,2007,"Coastal",3.95691033319672,"ASP",0.287785665065673,2007,11.99954553,-0.0508300407312608,2007,NA,NA
"70","BM_80774",1995,-1.09464783447556,0.193551739593081,1.39578395536432,-0.233534416632175,1994,"Coastal",3.67538237377049,"ASP",0.113556244968927,1994,11.29791967,-0.327600351093008,1994,NA,NA
"71","BM_80774",1995,-1.09464783447556,0.193551739593081,1.39578395536432,-0.233534416632175,1994,"Coastal",5.83847733409091,"ALA",-0.0656528375009864,1994,11.29791967,-0.327600351093008,1994,NA,NA
"72","BM_80774",1995,-1.09464783447556,0.193551739593081,1.39578395536432,-0.233534416632175,1994,"Coastal",4.48996698677686,"Glu",-0.0656528375009868,1994,11.29791967,-0.327600351093008,1994,NA,NA
"73","BM_80776",2007,0.695408822716758,-0.397162327868567,-0.0418161713544674,-0.261227556236993,2006,"Inland",4.30759767603306,"Glu",-0.291172634368953,2006,11.80008333,-0.129511882645465,2006,-13.3306387015099,0.194315735740168
"74","BM_80776",2007,0.695408822716758,-0.397162327868567,-0.0418161713544674,-0.261227556236993,2006,"Inland",3.12834766188525,"ASP",-0.224987538812984,2006,11.80008333,-0.129511882645465,2006,-13.3306387015099,0.194315735740168
"75","BM_80776",2007,0.695408822716758,-0.397162327868567,-0.0418161713544674,-0.261227556236993,2006,"Inland",5.58771953181818,"ALA",-0.291172634368954,2006,11.80008333,-0.129511882645465,2006,-13.3306387015099,0.194315735740168
"76","BM_80777",2008,0.865218035063305,-0.783922937396078,-1.23309475697599,-0.206169583201123,2007,"Coastal",6.53337043238636,"ALA",0.559301397032068,2007,11.43165893,-0.274844233327124,2007,-14.1120056868277,-0.344359977319546
"77","BM_80777",2008,0.865218035063305,-0.783922937396078,-1.23309475697599,-0.206169583201123,2007,"Coastal",4.99534378553719,"Glu",0.559301397032069,2007,11.43165893,-0.274844233327124,2007,-14.1120056868277,-0.344359977319546
"78","BM_80777",2008,0.865218035063305,-0.783922937396078,-1.23309475697599,-0.206169583201123,2007,"Coastal",4.17068584918033,"ASP",0.420085079506128,2007,11.43165893,-0.274844233327124,2007,-14.1120056868277,-0.344359977319546
"79","BM_80778",2009,0.482065673653947,0.382787320156893,-0.931646658346098,-0.518990062647168,2008,"Coastal",7.35680404147727,"ALA",1.29985893332148,2008,10.78815292,-0.528688009990871,2008,-13.8301997521597,-0.150082492278375
"80","BM_80778",2009,0.482065673653947,0.382787320156893,-0.931646658346098,-0.518990062647168,2008,"Coastal",5.59420459214876,"Glu",1.29985893332148,2008,10.78815292,-0.528688009990871,2008,-13.8301997521597,-0.150082492278375
"81","BM_80778",2009,0.482065673653947,0.382787320156893,-0.931646658346098,-0.518990062647168,2008,"Coastal",4.34451653647541,"ASP",0.52766380775808,2008,10.78815292,-0.528688009990871,2008,-13.8301997521597,-0.150082492278375
"82","BM_80780",2007,0.695408822716758,-0.397162327868567,-0.0418161713544674,-0.261227556236993,2006,"Inland",2.38575238934426,"ASP",-0.684558033925044,2006,17.5675,2.14556062072751,2006,-12.1282387015099,1.02325231682641
"83","BM_80780",2007,0.695408822716758,-0.397162327868567,-0.0418161713544674,-0.261227556236993,2006,"Inland",3.64170104545454,"ALA",-2.04133031547959,2006,17.5675,2.14556062072751,2006,-12.1282387015099,1.02325231682641
