"","Sample.ID","NLE.mean","ALA.mean","VAL.mean","ILE.mean","ASP.mean","PHE.mean","GLU.mean","TYR.mean","THR.mean","SER.mean","PRO.mean","GLY.mean","years","Location.2","Length","Sex","Lat","Long","State","Museum","N.quantity..ug.","d15N","C.quantity..ug.","d13C","Year","d13C.s"
"100","SM_15204",28.83122509,22.95442612,28.50791409,NA,15.16807775,10.73133333,29.43034407,NA,-3.700708333,21.05633333,27.5805,12.012,1971,"Inland",NA,"M",47.228131,-122.677532,"WA","SM",12.5391,18.4696,42.5145,-12.4283,1972,-12.8056063019606
"101","SM_15209",14.23699372,23.49011433,28.40083299,NA,15.53266569,NA,27.29668746,NA,NA,NA,26.06266667,10.19433333,1970,"Inland",NA,"",47.368651,-122.546965,"WA","SM",42.9213,18.3053,123.9942,-11.807,1971,-12.1742553305113
"102","SM_15210",13.99651289,22.38082517,25.69799828,NA,13.82722294,9.891491838,24.95623625,NA,-16.60929167,17.08933333,22.58333333,8.676333333,1970,"Inland",NA,"",47.368651,-122.546965,"WA","SM",45.8797,17.1887,131.6636,-10.8364,1971,-11.2036553305113
"103","SM_15274",11.99825773,24.60193119,25.27584659,NA,16.23462689,11.62738235,30.57672664,NA,-8.698946392,13.20455556,24.16966667,8.380555556,1969,"Coastal",NA,"F",46.906289,-124.121322,"WA","SM",46.8973,17.5144,129.5929,-11.4084,1970,-11.7658721044629
"104","SM_16043",14.08771607,23.23886727,28.47074399,NA,16.27996778,11.92696435,28.08811856,NA,-19.76595833,20.407,25.92716667,9.9605,1972,"Inland",NA,"F",47.216785,-122.660398,"WA","SM",41.4759,17.5863,117.6467,-11.7217,1973,-12.1093323464141
"105","SM_16044",13.83679575,20.84683376,26.92375172,NA,-38.18680412,11.14666495,26.51416452,NA,-20.53011985,13.38,24.87908333,25.98866667,1977,"Inland",NA,"F",47.216785,-122.660398,"WA","SM",16.0159,18.2331,46.7627,-10.3312,1978,-10.7748594792753
"106","SM_16056",13.5869639,24.47034491,26.81222719,NA,12.73041103,NA,28.70761958,NA,NA,NA,5.690666667,9.453333333,1972,"Inland",129.5,"M",48.319011,-122.83727,"WA","SM",44.1685,16.9248,130.7337,-13.5745,1973,-13.9621323464141
"107","SM_16062",21.79572229,25.3458518,29.25999055,NA,15.46275601,9.599780069,28.95765765,NA,-21.70404854,23.05666667,27.07316667,11.18766667,1972,"Inland",144.8,"M",48.322464,-122.824309,"WA","SM",40.9513,17.5725,118.0101,-13.1759,1973,-13.5635323464141
"108","SM_16095",11.47867348,22.97238501,24.83490517,NA,26.54997842,8.932294719,25.3674134,NA,-29.90746735,11.91119705,33.13666667,11.57266667,1972,"Coastal",67.3,"F",46.929986,-124.168851,"WA","SM",9.9365,17.1952,30.1034,-15.0031,1973,-15.3907323464141
"109","SM_16096",17.87818055,22.97298258,22.07811742,NA,12.70204773,7.736419923,29.9368947,NA,-10.40197143,20.81366667,25.87883333,7.568333333,1972,"Coastal",149.9,"F",46.929986,-124.168851,"WA","SM",43.8024,16.851,124.7617,-13.4157,1973,-13.8033323464141
"110","SM_16096",17.87818055,22.97298258,22.07811742,NA,12.70204773,7.736419923,29.9368947,NA,-10.40197143,20.81366667,25.87883333,7.568333333,1972,"Coastal",149.9,"F",46.929986,-124.168851,"WA","SM",69.5333,17.5096,201.3859,-13.6958,1973,-14.0834323464141
"111","SM_16097",13.628954,25.60126193,28.00741767,NA,17.98449415,10.37299081,26.70884572,NA,-21.81458105,21.0185741,25.77666667,15.04144444,1972,"Coastal",77.5,"F",46.929986,-124.168851,"WA","SM",33.9214,19.1099,95.7261,-11.4618,1973,-11.8494323464141
"112","SM_20085",12.59427591,22.78580338,24.45010011,NA,18.0205669,13.57942672,25.88000491,NA,-19.9514754,18.99868581,25.42566667,12.119,1975,"Inland",NA,"M",47.216785,-122.660398,"WA","SM",45.74,18.802,126.2551,-11.4019,1976,-11.8222372350193
"113","SM_20087",15.16913703,23.72695533,26.00143643,NA,14.48109837,16.02772852,28.59527878,NA,-16.41247723,21.02,25.84766667,10.37533333,1976,"Inland",NA,"F",47.216785,-122.660398,"WA","SM",43.8094,17.5347,128.5901,-12.1974,1977,-12.6292409415615
"114","SM_21180",16.33996692,22.286125,26.33216667,NA,14.547375,13.45198582,25.768,NA,-14.16879167,23.428,27.90033333,10.691,1976,"Inland",NA,"F",47.216785,-122.660398,"WA","SM",42.9242,18.1675,138.6375,-13.853,1977,-14.2848409415615
"115","SM_21182",11.54697079,24.68708806,19.54566924,NA,16.05786125,15.14690163,26.00309192,NA,-11.14110696,23.36366667,29.218,19.60666667,1976,"Inland",NA,"F",47.216785,-122.660398,"WA","SM",45.889,18.6728,129.4314,-11.7437,1977,-12.1755409415615
"116","SM_25695",15.72408848,22.02062561,27.78098661,NA,13.77729508,NA,27.3901444,NA,NA,NA,31.106,7.836333333,1977,"Coastal",NA,"M",47.096914,-124.187536,"WA","SM",22.3245,16.8882,63.8765,-12.8034,1978,-13.2470594792753
"117","SM_25696",15.23742297,23.63141624,22.79005298,NA,14.10223625,11.63570475,28.3335746,NA,-22.79271406,21.448,28.52088889,15.74666667,1977,"Coastal",NA,"M",47.096914,-124.187536,"WA","SM",46.9149,18.1578,131.8381,-12.4578,1978,-12.9014594792753
"118","SM_25700",15.30893584,20.21275427,26.67473347,NA,13.67733373,NA,27.81385835,NA,NA,NA,28.72866667,6.141333333,1977,"Coastal",NA,"M",47.311683,-124.279235,"WA","SM",24.3998,17.0688,69.0155,-12.8295,1978,-13.2731594792753
"119","SM_25701",14.19662222,23.7884705,25.52622138,NA,17.3290281,12.48603469,28.57999307,NA,-14.54952116,16.70894781,25.47566667,10.3925,1977,"Coastal",NA,"F",47.311683,-124.279235,"WA","SM",47.0659,17.2099,130.4056,-12.1046,1978,-12.5482594792753
"120","SM_25702",11.36210095,25.32801031,27.45427749,NA,15.32324012,13.10449657,28.13262156,NA,-21.98938273,22.505,29.39766667,18.018,1977,"Coastal",NA,"F",47.311683,-124.279235,"WA","SM",43.4513,19.5393,133.173,-14.3053,1978,-14.7489594792753
"121","SM_25705",14.37312715,22.20263101,26.44793986,NA,13.4027195,10.39486125,27.89960223,NA,-19.48129167,15.82633333,30.5535,8.240666667,1977,"Coastal",NA,"F",47.311683,-124.279235,"WA","SM",24.6639,17.185,69.7213,-11.6794,1978,-12.1230594792753
"122","SM_25706",15.30327831,22.30383419,22.90750331,NA,15.34909006,11.52920804,28.01066638,NA,-7.219271536,26.39233333,28.61066667,10.70833333,1977,"Coastal",NA,"M",46.983304,-123.984406,"WA","SM",46.63,18.958,128.8206,-14.1653,1978,-14.6089594792753
"123","SM_25711",17.85029167,23.825,23.68108333,NA,14.06079167,12.62169868,29.079125,NA,-18.81595833,17.07866667,20.29433333,7.547,1977,"Coastal",NA,"F",46.983304,-123.984406,"WA","SM",51.4474,16.933,141.8842,-12.5467,1978,-12.9903594792753
"124","SM_25712",9.981946735,23.20752792,26.71563746,NA,14.89595662,NA,28.40518299,NA,NA,NA,24.204,7.913333333,1977,"Coastal",NA,"F",46.983304,-123.984406,"WA","SM",47.9208,17.1176,132.0061,-12.7521,1978,-13.1957594792753
"125","SM_25714",11.67806069,22.27262642,23.80933681,NA,18.68489794,13.3201865,27.95909584,NA,-16.48609164,17.84262124,28.03583333,12.629,1977,"Coastal",NA,"M",47.227824,-124.212433,"WA","SM",47.2322,18.3784,131.5151,-12.7949,1978,-13.2385594792753
"126","SM_25740",13.24748675,20.33742567,26.51557818,NA,21.7084205,11.56626055,27.22231352,NA,NA,8.767114708,28.7525,11.80708333,1978,"Coastal",NA,"F",47.227824,-124.212433,"WA","SM",13.7626,18.7539,40.6014,-13.9958,1979,-14.4516014643983
"127","SM_25742",13.47819416,23.71439218,21.0549854,NA,14.59716838,12.30440507,29.57453909,NA,-7.492486254,19.60266667,27.57333333,11.732,1978,"Coastal",NA,"M",47.227824,-124.212433,"WA","SM",40.9317,18.7861,119.4582,-13.2305,1979,-13.6863014643983
"128","SM_25743",14.50693256,23.43498582,26.79255842,NA,14.92987844,11.41138875,26.06463402,NA,-21.361625,19.721,30.5295,8.595666667,1978,"Coastal",NA,"F",47.227824,-124.212433,"WA","SM",25.3524,17.1007,73.0839,-12.887,1979,-13.3428014643983
"129","SM_25744",14.63236089,24.49910309,26.17877491,NA,14.72719287,7.329783896,29.54817397,NA,-22.16997158,16.44233333,30.42116667,8.776,1978,"Coastal",NA,"F",47.227824,-124.212433,"WA","SM",36.8855,17.905,103.0373,-12.9062,1979,-13.3620014643983
"130","SM_25892",9.383446735,23.42323411,25.28986254,NA,13.81449699,11.94923239,28.59998625,NA,-9.870087199,18.83566667,28.421,10.81433333,1977,"Inland",NA,"F",48.322464,-122.824309,"WA","SM",48.1672,18.5754,133.3175,-12.7032,1978,-13.1468594792753
"131","SM_25893",13.59944987,23.82621625,28.373147,NA,15.91103904,NA,27.5515723,NA,NA,NA,21.77733333,14.35,1977,"Inland",NA,"F",48.322464,-122.824309,"WA","SM",41.9478,18.8966,120.7488,-11.0742,1978,-11.5178594792753
"132","SM_25894",13.49829596,23.8455189,23.24507818,NA,15.55036383,9.895883162,27.81556314,NA,-16.84985782,18.90666667,26.46333333,11.76666667,1977,"Inland",NA,"F",48.322464,-122.824309,"WA","SM",45.8444,18.0628,126.7408,-12.672,1978,-13.1156594792753
"133","SM_25895",16.04674945,24.4914643,26.69773153,NA,15.03433873,10.32963181,26.72878968,NA,-19.69867133,25.26133333,25.75816667,12.901,1977,"Inland",NA,"F",48.322464,-122.824309,"WA","SM",46.793,18.2419,131.76,-12.9734,1978,-13.4170594792753
"134","SM_25896",12.13868449,23.32814304,25.1256555,NA,14.35289347,12.52489691,30.96695146,NA,-3.765232388,18.665,27.6465,9.583333333,NA,"Coastal",NA,"F",46.703882,-123.971109,"WA",NA,NA,NA,NA,NA,NA,NA
"135","SM_27370",18.27006529,23.45304081,21.38874656,NA,15.41260825,12.13585266,27.5323793,NA,0.017615979,18.53233333,26.95366667,12.49666667,1979,"Inland",NA,"M",47.216785,-122.660398,"WA","SM",46.8269,18.3517,132.57,-11.2825,1980,-11.7507757489752
"136","UA_11475",11.88563192,22.64929111,24.63154788,NA,25.64174782,11.29903508,28.05548216,NA,-24.99486493,15.09202572,27.39083333,10.07383333,1962,"SC",NA,"M",59.25,-151.25,"AK","UA",44.4192,17.2376,123.15,-12.9576,1963,-13.2535105845942
"137","UA_11712",14.62541903,22.85714898,24.08778715,NA,23.81209828,10.11435443,26.77213647,NA,-32.35077242,16.15891082,26.349,7.259666667,1972,"SE",1245,"M",57.31666667,-133.5,"AK","UA",42.544,16.3356,121.4365,-14.3723,1973,-14.7599323464141
"138","UA_11712",14.62541903,22.85714898,24.08778715,NA,23.81209828,10.11435443,26.77213647,NA,-32.35077242,16.15891082,26.349,7.259666667,1972,"SE",1245,"M",57.31666667,-133.5,"AK","UA",35.7177,16.0679,103.6585,-14.2385,1973,-14.6261323464141
"139","UA_11713",12.82847691,24.18158185,24.31755773,NA,23.73680195,11.3619661,27.18928878,NA,-32.52043976,14.4862648,26.40933333,9.011666667,1965,"SE",NA,"",55.28333333,-132.0666667,"AK","UA",39.3885,16.5685,115.2798,-13.8185,1966,-14.13937682592
"140","UA_11738",11.41818798,22.78831291,25.02696211,NA,23.43421966,8.287024275,25.32507697,NA,-24.6200296,15.01027975,20.0805,8.979833333,1973,"SC",1530,"F",59.8,-149.5,"AK","UA",43.7671,16.215,121.0512,-13.7299,1974,-14.1281409920155
"141","UA_11740",12.09170064,22.06245182,23.91568961,NA,23.14069383,9.309111604,26.69285184,NA,-25.49894301,14.55164898,25.54683333,8.104833333,1973,"SC",130,"F",60.4,-147.6166667,"AK","UA",41.9367,15.971,115.7986,-13.7008,1974,-14.0990409920155
"142","UA_11742",13.07190149,21.68846425,24.75418121,NA,23.7073535,10.12631679,25.80489369,NA,-24.71951069,15.63116644,26.65666667,9.011333333,1973,"SC",116,"F",60.4,-147.6166667,"AK","UA",43.6252,16.7096,120.8407,-13.4086,1974,-13.8068409920155
"143","UA_11743",17.22115332,21.53838556,23.36165538,NA,23.96195219,21.50036809,24.46363491,NA,-27.58107151,21.30689114,27.943,10.69633333,1973,"SC",137,"M",60.4,-147.6166667,"AK","UA",41.7885,20.2015,120.1829,-12.0964,1974,-12.4946409920155
"144","UA_11743",17.22115332,21.53838556,23.36165538,NA,23.96195219,21.50036809,24.46363491,NA,-27.58107151,21.30689114,27.943,10.69633333,1973,"SC",137,"M",60.4,-147.6166667,"AK","UA",31.9883,16.5519,90.7157,-13.4465,1974,-13.8447409920155
"145","UA_11747",12.2669721,21.72990016,22.533795,NA,22.61087337,13.49253471,26.40074615,NA,-19.70855669,16.40026247,24.808,8.8125,1973,"SC",102,"F",60.4,-147.6166667,"AK","UA",45.3818,16.6759,127.4654,-13.8089,1974,-14.2071409920155
"146","UA_11770",12.25039816,22.60544109,24.68858289,NA,18.91725577,13.00728982,27.08975607,NA,-9.323336886,16.79532889,24.87683333,9.579833333,1972,"SC",1410,"M",60.16666667,-147.25,"AK","UA",46.0013,16.713,129.275,-13.4265,1973,-13.8141323464141
"147","UA_11771",13.43984902,23.24771596,21.51599304,NA,24.2405071,13.3684849,28.31937285,NA,-25.67322232,15.48805543,26.08041667,9.470916667,1980,"SC",1320,"F",60.25,-147.4666667,"AK","UA",44.2565,16.538,125.2201,-13.2065,1981,-13.6875914273121
"148","UA_11771",13.43984902,23.24771596,21.51599304,NA,24.2405071,13.3684849,28.31937285,NA,-25.67322232,15.48805543,26.08041667,9.470916667,1972,"SC",1320,"F",60.25,-147.4666667,"AK","UA",44.2565,16.538,125.2201,-13.2065,1973,-13.5941323464141
"149","UA_11774",11.90238677,22.89332171,25.2260296,NA,25.19488499,9.243258067,26.78009969,NA,-25.88060591,15.86172476,27.22366667,10.19466667,1972,"SC",1130,"F",60.25,-147.4666667,"AK","UA",44.2875,16.7945,125.5098,-13.4397,1973,-13.8273323464141
"150","UA_11777",12.70605943,24.94300814,27.9049889,NA,26.46616578,10.86133866,28.87627679,NA,-25.5156962,18.05394546,26.80133333,11.59666667,1972,"SE",1321,"F",57.31666667,-133.5,"AK","UA",44.5315,19.0281,131.4448,-12.7731,1973,-13.1607323464141
"151","UA_11779",NA,22.47344242,23.81949556,NA,23.595246,8.82982312,23.40487522,NA,-28.17958156,11.63115912,22.87066667,9.556,1972,"SE",1334,"F",57.25055556,-135.3836111,"AK","UA",43.2147,16.1616,128.4296,-14.3894,1973,-14.7770323464141
"152","UA_11816",11.98494782,23.13786638,25.34034044,NA,22.8049274,9.620967769,25.96106309,NA,-24.04238458,16.34416811,29.27416667,11.0445,1973,"SC",138,"F",60.4,-147.6166667,"AK","UA",41.3075,16.5144,125.4745,-14.2481,1974,-14.6463409920155
"153","UA_11817",12.3462224,21.18560044,25.17444649,NA,22.83890397,10.92129761,24.72313156,NA,-23.8491409,14.78027973,26.20833333,8.426333333,1973,"SC",139,"F",60.4,-147.6166667,"AK","UA",44.1704,16.3531,128.5499,-13.9599,1974,-14.3581409920155
"154","UA_11827",11.32150629,22.99267503,24.60078848,NA,26.80370804,13.66581313,28.9607796,NA,-24.41477546,15.79023901,27.39733333,9.956833333,1975,"BB",149,"M",60.28333333,-148.0166667,"AK","UA",44.5958,17.4308,126.9187,-12.9853,1976,-13.4056372350193
"155","UA_11836",12.04110862,19.92833791,23.03947597,NA,20.51402264,13.51143348,22.14541197,NA,-19.77558574,14.80049299,21.64233333,9.5355,1973,"SC",104,"M",60.23333333,-147.3833333,"AK","UA",41.5004,16.7699,129.0737,-14.7285,1974,-15.1267409920155
"156","UA_11920",12.50629085,22.13219831,24.26766855,NA,22.73257945,11.05359455,24.66197169,NA,-31.2927661,14.78497084,26.7445,7.421833333,1975,"SC",148.3,"F",60.33333333,-145.1666667,"AK","UA",45.1524,16.1103,128.8325,-14.8142,1976,-15.2345372350193
"157","UA_11921",13.56789429,22.48827454,22.86279134,NA,21.72372043,14.94294219,26.44854172,NA,-25.16526734,16.20620664,31.35566667,9.573666667,1972,"SC",147.5,"F",60.45,-144.9166667,"AK","UA",42.8033,16.825,119.9884,-13.8686,1973,-14.2562323464141
"158","UA_11921",13.56789429,22.48827454,22.86279134,NA,21.72372043,14.94294219,26.44854172,NA,-25.16526734,16.20620664,31.35566667,9.573666667,1972,"SC",147.5,"F",60.45,-144.9166667,"AK","UA",38.1682,18.0371,108.6082,-13.3542,1973,-13.7418323464141
"159","UA_19119",13.1256643,26.3013878,26.26616815,NA,29.16520012,12.68146596,31.61285198,NA,-31.2271794,19.04623505,28.95833333,9.566666667,1972,"SE",1448,"M",57.31666667,-133.5,"AK","UA",43.3945,18.8274,117.9055,-11.7186,1973,-12.1062323464141
"160","UA_19122",12.95065053,20.85934073,23.31667925,NA,23.83724571,8.193301214,25.528172,NA,-29.55084754,16.3557161,24.718,7.046333333,1972,"SE",1600,"M",57.31666667,-133.5,"AK","UA",42.3821,16.0257,121.5589,-14.4495,1973,-14.8371323464141
"161","UA_19123",13.88382948,26.16983141,27.64448742,NA,27.29906187,10.50017451,28.87726599,NA,-28.73223105,18.10381927,32.02266667,11.73566667,1972,"SE",1536.7,"M",57.31666667,-133.5,"AK","UA",45.673,18.7451,130.2468,-12.4359,1973,-12.8235323464141
"162","UA_19124",16.24270236,23.77559751,23.97857351,NA,22.60862638,12.96005757,27.78132134,NA,-33.22825665,19.61024777,29.819,10.65133333,1972,"SE",1460.5,"F",57.55,-133.5166667,"AK","UA",41.3811,17.1481,119.4303,-12.5804,1973,-12.9680323464141
"163","UA_19159",12.50804603,25.8345259,26.9800071,NA,27.23199097,16.92511294,30.7904029,NA,-22.27477649,19.51236271,31.41883333,13.855,1981,"BB",NA,"M",56.9,-158.8,"AK","UA",44.9301,20.4049,125.6486,-11.6924,1982,-12.186657842606
"164","UA_19161",11.62772555,25.85589696,26.14977462,NA,27.71395518,17.16733922,26.21360746,NA,-27.4880229,19.2197985,24.80433333,10.59466667,1981,"BB",NA,"M",56.9,-158.8,"AK","UA",34.9287,19.7269,96.3534,-11.8283,1982,-12.322557842606
"165","UA_19172",22.25380943,25.49459532,25.80491378,NA,27.56744057,14.4105091,28.94290882,NA,-30.74493761,20.04058422,29.623,12.53133333,1981,"BB",1423,"M",55.88333333,-160.4666667,"AK","UA",41.7489,19.3342,118.2925,-13.1271,1982,-13.621357842606
"166","UA_19173",12.78464882,25.09381301,26.21155931,NA,23.60837475,15.02239851,28.90532733,NA,-13.93887561,19.08158403,28.93133333,12.7055,1981,"BB",NA,"F",55.88333333,-160.4666667,"AK","UA",48.4735,20.248,134.7023,-12.8453,1982,-13.339557842606
"167","UA_19174",11.2287841,23.63804449,25.10627085,NA,25.51127543,13.30931174,25.57010599,NA,-23.90969382,15.49729441,24.70966667,11.361,1981,"BB",NA,"M",55.88333333,-160.4666667,"AK","UA",43.8884,18.5015,126.3657,-14.1078,1982,-14.602057842606
"168","UA_19175",10.15163314,25.79730758,25.28239972,NA,25.57878353,15.35604063,29.3290971,NA,-24.51601828,16.80572957,29.31966667,12.089,1981,"BB",NA,"F",55.88333333,-160.4666667,"AK","UA",43.0111,19.1445,120.5389,-12.6304,1982,-13.124657842606
"169","UA_21485",14.27073209,24.38176658,25.47114091,NA,24.00063173,11.03356705,27.60837419,NA,-30.74886427,13.93576036,27.441,9.365333333,1965,"SE",NA,"F",55.87922,-131.112593,"AK","UA",39.3114,17.0044,114.7264,-13.1363,1966,-13.45717682592
"170","UA_28932",12.99710805,27.32338025,25.73274334,NA,27.08664387,11.8915948,30.19934192,NA,-37.04196588,20.15314987,30.68733333,11.88133333,1965,"SE",NA,"F",55.925577,-131.158094,"AK","UA",37.665,18.9773,117.3108,-13.0549,1966,-13.37577682592
"171","UA_28933",14.39448283,23.60970115,24.36150148,NA,22.87145411,11.425295,26.51946892,NA,-30.00543117,10.66178197,27.20733333,8.530666667,1965,"SE",NA,"F",55.35,-131.7666667,"AK","UA",39.4286,16.3271,112.0569,-12.725,1966,-13.04587682592
"172","UA_28935",20.21478996,24.52929781,23.19079559,NA,26.14171004,14.8610934,28.81696152,NA,-34.46362004,19.92479366,29.298,12.222,1966,"BB",NA,"M",56.91666667,-158.6833333,"AK","UA",42.6211,18.9912,122.063,-12.9681,1967,-13.2977585196031
"173","UA_28936",9.557999673,26.26758391,28.10272162,NA,27.6886984,18.88829997,28.5602244,NA,-23.48364802,19.05203075,31.60566667,12.48366667,1966,"BB",NA,"F",56.91666667,-158.6833333,"AK","UA",45.7684,20.1751,127.7796,-11.9112,1967,-12.2408585196031
"174","UA_28937",11.02194112,25.25676971,25.81489205,NA,28.00504482,18.38866078,29.01772588,NA,-22.5209771,20.9532015,31.85733333,11.735,1966,"BB",NA,"F",56.91666667,-158.6833333,"AK",NA,NA,NA,NA,NA,1967,NA
"175","UA_28938",10.76482238,25.33302131,28.08585554,NA,27.27679396,12.42084429,30.05616637,NA,-18.17889165,18.50592362,28.28033333,12.49233333,1966,"BB",NA,"F",56.91666667,-158.6833333,"AK",NA,NA,NA,NA,NA,1967,NA
"176","UA_28940",13.72788795,26.04861812,23.45032342,NA,26.56294538,14.89327487,29.96966963,NA,-35.19497795,19.68532356,30.004,12.777,1966,"BB",NA,"F",56.91666667,-158.6833333,"AK","UA",41.9416,19.9807,118.7081,-11.7847,1967,-12.1143585196031
"177","UA_28941",16.60413161,25.32406944,24.0934068,NA,23.16734593,14.39374103,29.77266041,NA,-6.953850468,19.28735351,27.46166667,11.53016667,1966,"BB",NA,"M",56.91666667,-158.6833333,"AK","UA",45.1387,18.5995,127.4501,-12.5614,1967,-12.8910585196031
"178","UA_28943",29.66171144,25.89694168,25.93171929,NA,26.20053856,14.52332763,30.47486738,NA,-29.77691304,20.34772099,29.42433333,13.453,1966,"BB",NA,"",56.91666667,-158.6833333,"AK","UA",43.5287,19.4857,125.9273,-12.5438,1967,-12.8734585196031
"179","UA_28950",12.03619431,23.17104903,25.64457586,NA,23.86445674,9.306234606,26.9887144,NA,-26.80740298,14.3725477,27.22016667,9.2045,1980,"SC",NA,"F",59.66666667,-149.5666667,"AK","UA",45.2446,17.0457,124.0639,-13.6715,1981,-14.1525914273121
"180","UA_35432",12.13197539,23.56145682,25.61983555,NA,24.86793939,13.51082534,26.68983796,NA,-24.45168669,16.56321459,27.641,11.2365,1995,"SE",1110,"M",57.25055556,-135.3836111,"AK","UA",43.7242,17.2253,125.2791,-12.8831,1996,-13.6044015797249
"181","UA_35434",13.7822167,21.19852501,24.80566356,NA,24.64652901,10.35739802,26.40187552,NA,-19.40305018,13.5456828,25.195,10.045,1996,"SE",1020,"M",57.03416667,-135.2166667,"AK","UA",46.307,17.216,139.8444,-13.833,1997,-14.5740420190918
"182","UA_35437",12.08930536,23.65281772,25.25044849,NA,24.83849512,10.1778118,27.12237071,NA,-28.37962322,16.53007808,27.84483333,9.590833333,1996,"SC",1675,"M",60.66166667,-145.62,"AK","UA",40.481,16.8447,117.7222,-14.4468,1997,-15.1878420190918
"183","UA_35438",11.23180224,22.57273679,26.3046797,NA,21.51046351,13.87938884,26.47512424,NA,-22.50877416,16.07525871,24.71416667,10.01466667,1996,"SC",1350,"M",60.66166667,-145.62,"AK","UA",45.7495,17.7283,129.4221,-14.4945,1997,-15.2355420190918
"184","UA_35439",18.6031582,21.82547659,22.54171677,NA,21.83552988,11.26251764,25.85428676,NA,-30.184016,21.24304034,30.62433333,8.526666667,1996,"SC",1480,"F",60.35666667,-147.1033333,"AK","UA",34.2445,16.1952,98.5481,-14.502,1997,-15.2430420190918
"185","UA_35440",12.29280935,21.88683777,25.80415453,NA,20.99738899,20.12941978,30.67364002,NA,-19.23749319,18.22466134,26.46833333,11.098,1996,"SC",1300,"M",60.26666667,-147.3266667,"AK","UA",39.1841,17.6696,112.3906,-14.6401,1997,-15.3811420190918
"186","UA_35442",13.56221522,23.61020955,25.40471074,NA,22.87688185,12.03683537,25.87748945,NA,-31.7198592,15.70212285,27.982,8.810666667,1996,"SC",1480,"M",60.35666667,-147.1033333,"AK","UA",42.9875,16.7648,119.8626,-14.6612,1997,-15.4022420190918
"187","UA_35445",13.52357763,23.89160639,25.55847099,NA,24.59045271,12.44976876,27.9194073,NA,-30.06251121,16.7613014,26.89833333,9.7475,1996,"SC",1340,"F",60.26666667,-147.3266667,"AK","UA",38.0328,16.7023,106.4946,-13.9779,1997,-14.7189420190918
"188","UA_35446",10.39336257,24.93953704,25.48775488,NA,24.96215061,12.45724737,28.48895874,NA,-21.04003393,16.75248146,28.98533333,11.0095,1996,"SC",1310,"M",60.30333333,-147.3716667,"AK","UA",45.9289,17.5925,127.2165,-13.7989,1997,-14.5399420190918
"189","UA_35447",14.92626872,23.29327775,26.69895078,NA,24.45760672,10.75073128,27.8452201,NA,-29.08880684,15.33978597,28.10333333,14.457,1996,"SC",1440,"M",60.30333333,-147.3716667,"AK","UA",42.6025,16.7039,126.55,-15.4261,1997,-16.1671420190918
"190","UA_35449",11.07197151,26.4195917,27.50342436,NA,20.83387426,14.16126835,25.88511649,NA,-21.98555107,15.29141496,27.60433333,9.511333333,1996,"SC",1490,"F",60.30333333,-147.3716667,"AK","UA",45.6093,17.6873,125.969,-13.6245,1997,-14.3655420190918
"191","UA_35450",11.02733252,22.41422343,23.88957823,NA,22.47493739,10.71966748,25.67421507,NA,-27.84046492,15.8838209,25.78533333,7.952,1996,"SC",1640,"M",60.30333333,-147.3716667,"AK","UA",34.4634,16.7397,98.9749,-14.5832,1997,-15.3242420190918
"192","UA_36254",14.41604159,22.82226976,25.67752102,NA,23.72188558,10.04665668,26.40426562,NA,-24.83616674,14.3319274,26.48033333,10.58066667,1965,"SE",NA,"M",55.625,-131.9611111,"AK","UA",43.1381,17.4365,123.4299,-13.7833,1966,-14.10417682592
"193","UA_3702",10.63146699,24.00934562,27.0806942,NA,23.69235953,12.01511693,27.38625962,NA,-23.72394227,15.84450192,31.22233333,10.25633333,1955,"SC",NA,"F",60.5,-145.75,"AK","UA",41.2408,18.4749,119.368,-13.309,1956,-13.5539507891152
"194","UA_37972",13.43560857,22.69271625,27.1118343,NA,25.19281291,11.94976813,28.15425237,NA,-34.57231187,17.57336456,31.58033333,9.008666667,1996,"SE",1530,"M",57.12333333,-135.4333333,"AK","UA",35.2144,17.0816,98.6062,-14.3699,1997,-15.1109420190918
"195","UA_37973",14.15152812,22.63126406,24.8398804,NA,23.53022735,10.04461575,26.33890882,NA,-23.99968324,19.78216045,26.168,9.224333333,1995,"SE",1260,"F",55.525,-131.85,"AK","UA",41.9244,17.003,118.6008,-13.1675,1996,-13.8888015797249
"196","UA_37974",14.68881853,23.89903427,25.52659584,NA,23.53341104,9.780950044,26.77078264,NA,-25.09271425,16.52822476,26.51733333,9.023333333,1995,"SE",1170,"M",55.525,-131.85,"AK","UA",42.2181,16.4499,119.0061,-13.2195,1996,-13.9408015797249
"197","UA_41613",14.72233496,24.45588107,22.46609325,NA,24.8832759,9.46262648,28.02004174,NA,-33.64753885,15.06088921,26.38733333,9.601666667,1996,"SE",1500,"M",55.525,-131.85,"AK","UA",44.2376,16.7201,122.7807,-13.4057,1997,-14.1467420190918
"198","UA_41615",14.40362863,22.35628175,23.66213677,NA,22.19827309,9.751989565,22.04381816,NA,-32.31999637,16.5180575,23.31933333,7.969666667,1995,"SE",1780,"F",55.605,-133.085,"AK","UA",41.2921,15.5507,121.2524,-14.4843,1996,-15.2056015797249
"199","UA_41616",13.01539728,22.99226051,20.61550681,NA,22.29785613,8.87896566,26.51584133,NA,-28.70426939,17.95906157,24.25266667,8.454666667,1995,"SE",1550,"F",55.605,-133.085,"AK","UA",43.6365,16.3578,121.2274,-13.542,1996,-14.2633015797249
