,Year,years.x,Location.2,TP,Sample.ID,AA,TP.norm,years.y,d13C.s,d13C.norm,years,PHE.mean,PHE.norm,X.x,Col.Dis.An,UpInAn.45.Winter,UpInAn.45.Spring,UpInAn.45.Summer,UpInAn.45.Autumn,UpInAn.45.Annual,TUMI.45,LUSI.45,MEI,ONI,PDO,WA.SST.Wi,WA.SST.Su,WA.SST.Sp,WA.SST.Au,WA.SST.An,Col.Dis.low,Col.Dis.high,NOI,Fras.Dis.high,Fras.Dis.low,Fras.Dis.an,Dis.Total,NPGO,X.y,Herring.Biomass,Chinook,Chum,Coho,HarborSeal,HatcherySmolts,HakeBiomass,EulachonLandings,WildProduction,allSmolt
422,1970,1969,Inland,3.134646796,RM_9733,PRO,-0.743413632,1969,-16.5987721,-2.058740926,1969,14.72569534,1.024554109,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,1970,1969,Inland,3.134646796,RM_9733,PRO,-0.743413632,1969,-12.1793721,0.988000863,1969,14.72569534,1.024554109,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,1970,1969,Inland,3.134646796,RM_9733,PRO,-0.743413632,1969,-12.1793721,0.988000863,1969,14.72569534,1.024554109,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,1970,1969,Inland,3.134646796,RM_9733,PRO,-0.743413632,1969,-16.5987721,-2.058740926,1969,14.72569534,1.024554109,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,1970,1969,Inland,3.134646796,RM_9733,PRO,-0.743413632,1969,-16.5987721,-2.058740926,1969,14.72569534,1.024554109,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,1970,1969,Inland,3.373543863,RM_9804,PRO,-0.367969712,1969,-12.5408721,0.738782155,1969,10.92904159,-0.473111665,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,1970,1969,Coastal,3.235497127,SM_15274,PRO,-0.584920085,1969,-11.7658721,1.273068458,1969,11.62738235,-0.197637228,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,1970,1969,Inland,3.062027442,RM_7714,VAL,1.042788544,1969,-10.7419721,1.978946839,1969,11.28806572,-0.331487438,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,1970,1969,Inland,2.697440266,RM_9729,VAL,0.299430085,1969,-12.3730721,0.854463757,1969,11.64369857,-0.191200969,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,1970,1969,Inland,2.414746766,RM_9730,VAL,-0.276954986,1969,-11.0317721,1.779158232,1969,11.65878325,-0.185250517,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,1970,1969,Inland,2.414746766,RM_9730,VAL,-0.276954986,1969,-11.0317721,1.779158232,1969,11.65878325,-0.185250517,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,1970,1969,Inland,2.414746766,RM_9730,VAL,-0.276954986,1969,-15.2071721,-1.099369546,1969,11.65878325,-0.185250517,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,1970,1969,Inland,2.414746766,RM_9730,VAL,-0.276954986,1969,-15.2071721,-1.099369546,1969,11.65878325,-0.185250517,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,1970,1969,Inland,2.414746766,RM_9730,VAL,-0.276954986,1969,-11.0317721,1.779158232,1969,11.65878325,-0.185250517,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,1970,1969,Inland,2.414746766,RM_9730,VAL,-0.276954986,1969,-11.0317721,1.779158232,1969,11.65878325,-0.185250517,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,1970,1969,Inland,2.414746766,RM_9730,VAL,-0.276954986,1969,-15.2071721,-1.099369546,1969,11.65878325,-0.185250517,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,1970,1969,Inland,2.414746766,RM_9730,VAL,-0.276954986,1969,-15.2071721,-1.099369546,1969,11.65878325,-0.185250517,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,1970,1969,Inland,2.291853138,RM_9732,VAL,-0.527523366,1969,-11.2024721,1.661477365,1969,15.21319324,1.216857376,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,1970,1969,Inland,2.055655096,RM_9733,VAL,-1.009108634,1969,-12.1793721,0.988000863,1969,14.72569534,1.024554109,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,1970,1969,Inland,2.055655096,RM_9733,VAL,-1.009108634,1969,-12.1793721,0.988000863,1969,14.72569534,1.024554109,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,1970,1969,Inland,2.055655096,RM_9733,VAL,-1.009108634,1969,-16.5987721,-2.058740926,1969,14.72569534,1.024554109,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,1970,1969,Inland,2.055655096,RM_9733,VAL,-1.009108634,1969,-16.5987721,-2.058740926,1969,14.72569534,1.024554109,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,1970,1969,Inland,2.055655096,RM_9733,VAL,-1.009108634,1969,-12.1793721,0.988000863,1969,14.72569534,1.024554109,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,1970,1969,Inland,2.055655096,RM_9733,VAL,-1.009108634,1969,-12.1793721,0.988000863,1969,14.72569534,1.024554109,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,1970,1969,Inland,2.055655096,RM_9733,VAL,-1.009108634,1969,-16.5987721,-2.058740926,1969,14.72569534,1.024554109,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,1970,1969,Inland,2.055655096,RM_9733,VAL,-1.009108634,1969,-16.5987721,-2.058740926,1969,14.72569534,1.024554109,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,1970,1969,Inland,2.776350258,RM_9804,VAL,0.460320028,1969,-12.5408721,0.738782155,1969,10.92904159,-0.473111665,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606,1970,1969,Coastal,2.75745689,SM_15274,VAL,0.421798255,1969,-11.7658721,1.273068458,1969,11.62738235,-0.197637228,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,1970,1969,Inland,4.872625286,RM_7714,ALA,0.861724633,1969,-10.7419721,1.978946839,1969,11.28806572,-0.331487438,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
731,1970,1969,Inland,4.284037489,RM_9729,ALA,0.296070678,1969,-12.3730721,0.854463757,1969,11.64369857,-0.191200969,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,1970,1969,Inland,3.608027058,RM_9730,ALA,-0.353599559,1969,-11.0317721,1.779158232,1969,11.65878325,-0.185250517,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
733,1970,1969,Inland,3.608027058,RM_9730,ALA,-0.353599559,1969,-11.0317721,1.779158232,1969,11.65878325,-0.185250517,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,1970,1969,Inland,3.608027058,RM_9730,ALA,-0.353599559,1969,-15.2071721,-1.099369546,1969,11.65878325,-0.185250517,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,1970,1969,Inland,3.608027058,RM_9730,ALA,-0.353599559,1969,-15.2071721,-1.099369546,1969,11.65878325,-0.185250517,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,1970,1969,Inland,3.608027058,RM_9730,ALA,-0.353599559,1969,-11.0317721,1.779158232,1969,11.65878325,-0.185250517,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,1970,1969,Inland,3.608027058,RM_9730,ALA,-0.353599559,1969,-11.0317721,1.779158232,1969,11.65878325,-0.185250517,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,1970,1969,Inland,3.608027058,RM_9730,ALA,-0.353599559,1969,-15.2071721,-1.099369546,1969,11.65878325,-0.185250517,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,1970,1969,Inland,3.608027058,RM_9730,ALA,-0.353599559,1969,-15.2071721,-1.099369546,1969,11.65878325,-0.185250517,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,1970,1969,Inland,0.800841057,RM_9732,ALA,-3.051405851,1969,-11.2024721,1.661477365,1969,15.21319324,1.216857376,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,1970,1969,Inland,2.994885313,RM_9733,ALA,-0.942850737,1969,-12.1793721,0.988000863,1969,14.72569534,1.024554109,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,1970,1969,Inland,2.994885313,RM_9733,ALA,-0.942850737,1969,-12.1793721,0.988000863,1969,14.72569534,1.024554109,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,1970,1969,Inland,2.994885313,RM_9733,ALA,-0.942850737,1969,-16.5987721,-2.058740926,1969,14.72569534,1.024554109,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,1970,1969,Inland,2.994885313,RM_9733,ALA,-0.942850737,1969,-16.5987721,-2.058740926,1969,14.72569534,1.024554109,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,1970,1969,Inland,2.994885313,RM_9733,ALA,-0.942850737,1969,-12.1793721,0.988000863,1969,14.72569534,1.024554109,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,1970,1969,Inland,2.994885313,RM_9733,ALA,-0.942850737,1969,-12.1793721,0.988000863,1969,14.72569534,1.024554109,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747,1970,1969,Inland,2.994885313,RM_9733,ALA,-0.942850737,1969,-16.5987721,-2.058740926,1969,14.72569534,1.024554109,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,1970,1969,Inland,2.994885313,RM_9733,ALA,-0.942850737,1969,-16.5987721,-2.058740926,1969,14.72569534,1.024554109,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,1970,1969,Inland,3.904476282,RM_9804,ALA,-0.068701236,1969,-12.5408721,0.738782155,1969,10.92904159,-0.473111665,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
767,1970,1969,Coastal,4.773968289,SM_15274,ALA,0.766911724,1969,-11.7658721,1.273068458,1969,11.62738235,-0.197637228,92,-0.113139396,-1.386294361,1.466337069,1.609437912,6.666666667,1.098612289,0.553539679,0.25804943,-0.529916667,-0.32,-0.3975,0.782938794,-0.976859755,-0.394236627,-0.442009945,-0.257541883,-0.090139521,-0.192356904,0.015833333,-0.218391452,-0.210589493,-0.218217902,-0.073620243,0.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,1971,1970,Inland,4.193746433,RM_9802,Glu,-0.452402115,1970,-12.10305533,1.040613775,1970,12.36624135,0.093820437,93,0.206790996,2.978925155,-1.540445041,-2.662587827,40.33333333,2.327277706,0.036305936,0.132571772,-1.397583333,-0.94,-1.290833333,-0.623727803,0.466473235,-0.510569952,-0.785676339,-0.363375215,0.004755699,0.289110134,2.669333333,0.085894533,-0.003163058,0.047744723,0.245368692,0.381983333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,1971,1970,Inland,5.383193193,RM_9874,Glu,1.018480188,1970,-13.34025533,0.187686016,1970,11.51381038,-0.242437956,93,0.206790996,2.978925155,-1.540445041,-2.662587827,40.33333333,2.327277706,0.036305936,0.132571772,-1.397583333,-0.94,-1.290833333,-0.623727803,0.466473235,-0.510569952,-0.785676339,-0.363375215,0.004755699,0.289110134,2.669333333,0.085894533,-0.003163058,0.047744723,0.245368692,0.381983333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,1971,1970,Inland,4.775764569,SM_15182,Glu,0.267327599,1970,-12.36635533,0.859094313,1970,9.725371948,-0.947923155,93,0.206790996,2.978925155,-1.540445041,-2.662587827,40.33333333,2.327277706,0.036305936,0.132571772,-1.397583333,-0.94,-1.290833333,-0.623727803,0.466473235,-0.510569952,-0.785676339,-0.363375215,0.004755699,0.289110134,2.669333333,0.085894533,-0.003163058,0.047744723,0.245368692,0.381983333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1971,1970,Inland,NA,SM_15209,Glu,NA,1970,-12.17425533,0.991528375,1970,NA,NA,93,0.206790996,2.978925155,-1.540445041,-2.662587827,40.33333333,2.327277706,0.036305936,0.132571772,-1.397583333,-0.94,-1.290833333,-0.623727803,0.466473235,-0.510569952,-0.785676339,-0.363375215,0.004755699,0.289110134,2.669333333,0.085894533,-0.003163058,0.047744723,0.245368692,0.381983333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
