,Year,years.x,Location.2,TP,Sample.ID,AA,TP.norm,years.y,d13C.s,d13C.norm,years,PHE.mean,PHE.norm,X.x,Col.Dis.An,UpInAn.45.Winter,UpInAn.45.Spring,UpInAn.45.Summer,UpInAn.45.Autumn,UpInAn.45.Annual,TUMI.45,LUSI.45,MEI,ONI,PDO,WA.SST.Wi,WA.SST.Su,WA.SST.Sp,WA.SST.Au,WA.SST.An,Col.Dis.low,Col.Dis.high,NOI,Fras.Dis.high,Fras.Dis.low,Fras.Dis.an,Dis.Total,NPGO,X.y,Herring.Biomass,Chinook,Chum,Coho,HarborSeal,HatcherySmolts,HakeBiomass,EulachonLandings,WildProduction,allSmolt
70,1980,1979,Inland,3.527033417,RM_10273,Glu,-1.276866403,1979,-12.14247575,1.013437272,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
71,1980,1979,Inland,3.527033417,RM_10273,Glu,-1.276866403,1979,-13.39797575,0.147893462,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
72,1980,1979,Inland,3.527033417,RM_10273,Glu,-1.276866403,1979,-13.39797575,0.147893462,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
73,1980,1979,Inland,3.527033417,RM_10273,Glu,-1.276866403,1979,-12.14247575,1.013437272,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
74,1980,1979,Inland,3.527033417,RM_10273,Glu,-1.276866403,1979,-12.14247575,1.013437272,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
75,1980,1979,Inland,3.527033417,RM_10273,Glu,-1.276866403,1979,-13.39797575,0.147893462,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
76,1980,1979,Inland,3.527033417,RM_10273,Glu,-1.276866403,1979,-13.39797575,0.147893462,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
81,1980,1979,Inland,4.167726464,RM_12847,Glu,-0.484578681,1979,-13.29047575,0.222004143,1979,14.71579263,1.020647788,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
161,1980,1979,Inland,4.631226714,SM_27370,Glu,0.088590576,1979,-11.75077575,1.283475911,1979,12.13585266,0.002939025,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
165,1980,1979,Coastal,NA,BM_32516,ASP,NA,1979,NA,NA,1979,NA,NA,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
176,1980,1979,Inland,3.645753014,BM_36044,ASP,0.435091143,1979,NA,NA,1979,11.92477942,-0.080323024,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
230,1980,1979,Inland,1.90684727,RM_10273,ASP,-0.641066762,1979,-12.14247575,1.013437272,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
231,1980,1979,Inland,1.90684727,RM_10273,ASP,-0.641066762,1979,-12.14247575,1.013437272,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
232,1980,1979,Inland,1.90684727,RM_10273,ASP,-0.641066762,1979,-13.39797575,0.147893462,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
233,1980,1979,Inland,1.90684727,RM_10273,ASP,-0.641066762,1979,-13.39797575,0.147893462,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
234,1980,1979,Inland,1.90684727,RM_10273,ASP,-0.641066762,1979,-12.14247575,1.013437272,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
235,1980,1979,Inland,1.90684727,RM_10273,ASP,-0.641066762,1979,-12.14247575,1.013437272,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
236,1980,1979,Inland,1.90684727,RM_10273,ASP,-0.641066762,1979,-13.39797575,0.147893462,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
237,1980,1979,Inland,1.90684727,RM_10273,ASP,-0.641066762,1979,-13.39797575,0.147893462,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
242,1980,1979,Inland,3.2821754,RM_12847,ASP,0.210083592,1979,-13.29047575,0.222004143,1979,14.71579263,1.020647788,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
322,1980,1979,Inland,0.874479063,SM_27370,ASP,-1.279969252,1979,-11.75077575,1.283475911,1979,12.13585266,0.002939025,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
326,1980,1979,Coastal,NA,BM_32516,PRO,NA,1979,NA,NA,1979,NA,NA,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
337,1980,1979,Inland,4.022985447,BM_36044,PRO,0.652674439,1979,NA,NA,1979,11.92477942,-0.080323024,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
391,1980,1979,Inland,3.108878904,RM_10273,PRO,-0.783909728,1979,-12.14247575,1.013437272,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
392,1980,1979,Inland,3.108878904,RM_10273,PRO,-0.783909728,1979,-12.14247575,1.013437272,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
393,1980,1979,Inland,3.108878904,RM_10273,PRO,-0.783909728,1979,-13.39797575,0.147893462,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
394,1980,1979,Inland,3.108878904,RM_10273,PRO,-0.783909728,1979,-13.39797575,0.147893462,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
395,1980,1979,Inland,3.108878904,RM_10273,PRO,-0.783909728,1979,-12.14247575,1.013437272,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
396,1980,1979,Inland,3.108878904,RM_10273,PRO,-0.783909728,1979,-12.14247575,1.013437272,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
397,1980,1979,Inland,3.108878904,RM_10273,PRO,-0.783909728,1979,-13.39797575,0.147893462,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
398,1980,1979,Inland,3.108878904,RM_10273,PRO,-0.783909728,1979,-13.39797575,0.147893462,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
403,1980,1979,Inland,3.773615662,RM_12847,PRO,0.260771889,1979,-13.29047575,0.222004143,1979,14.71579263,1.020647788,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
483,1980,1979,Inland,3.652479007,SM_27370,PRO,0.070396925,1979,-11.75077575,1.283475911,1979,12.13585266,0.002939025,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
487,1980,1979,Coastal,NA,BM_32516,VAL,NA,1979,NA,NA,1979,NA,NA,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
498,1980,1979,Inland,2.123869999,BM_36044,VAL,-0.870024955,1979,NA,NA,1979,11.92477942,-0.080323024,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
552,1980,1979,Inland,2.23465406,RM_10273,VAL,-0.644146827,1979,-12.14247575,1.013437272,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
553,1980,1979,Inland,2.23465406,RM_10273,VAL,-0.644146827,1979,-12.14247575,1.013437272,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
554,1980,1979,Inland,2.23465406,RM_10273,VAL,-0.644146827,1979,-13.39797575,0.147893462,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
555,1980,1979,Inland,2.23465406,RM_10273,VAL,-0.644146827,1979,-13.39797575,0.147893462,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
556,1980,1979,Inland,2.23465406,RM_10273,VAL,-0.644146827,1979,-12.14247575,1.013437272,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
557,1980,1979,Inland,2.23465406,RM_10273,VAL,-0.644146827,1979,-12.14247575,1.013437272,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
558,1980,1979,Inland,2.23465406,RM_10273,VAL,-0.644146827,1979,-13.39797575,0.147893462,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
559,1980,1979,Inland,2.23465406,RM_10273,VAL,-0.644146827,1979,-13.39797575,0.147893462,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
564,1980,1979,Inland,3.374943013,RM_12847,VAL,1.680793535,1979,-13.29047575,0.222004143,1979,14.71579263,1.020647788,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
644,1980,1979,Inland,2.168012592,SM_27370,VAL,-0.780022421,1979,-11.75077575,1.283475911,1979,12.13585266,0.002939025,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
648,1980,1979,Coastal,NA,BM_32516,ALA,NA,1979,NA,NA,1979,NA,NA,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
659,1980,1979,Inland,3.676149069,BM_36044,ALA,-0.288131866,1979,NA,NA,1979,11.92477942,-0.080323024,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
713,1980,1979,Inland,2.513628138,RM_10273,ALA,-1.405356119,1979,-12.14247575,1.013437272,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
714,1980,1979,Inland,2.513628138,RM_10273,ALA,-1.405356119,1979,-12.14247575,1.013437272,1979,14.41327274,0.901312785,102,-0.14143069,-1.734601055,-1.540445041,3.120895417,-22,-0.88238918,0.318165293,-0.029632643,0.554583333,0.253333333,0.6025,0.506272152,-0.280859974,0.186096765,0.387656511,0.199791364,-0.151602344,-0.279045834,-1.085916667,-0.192082587,-0.006089513,-0.115465996,-0.100082551,-0.7491,8,1.501595142,0.339089534,-0.404945835,1.067102231,-1.563599161,NA,0.586707682,NA,-0.919949859,0.804710946
