,Sample.ID,NLE.mean,ALA.mean,VAL.mean,ILE.mean,ASP.mean,PHE.mean,GLU.mean,TYR.mean,THR.mean,SER.mean,PRO.mean,GLY.mean,TP.class,TP.ger,X,Sex,years,County,Location.2,Lat,Long,Length,Weight,Age,Date,Month
39,NM_1915,12.57270807,23.1850262,29.9850612,NA,17.41070371,13.47608296,27.10269553,NA,-25.08732697,16.22011501,27.51466667,9.738,2.345606917,3.378281992,1,M,1996,Pierce Co.,Inland,47.2179,-122.6599,149,NA,NA,5/31/96,5
41,NM_1918,NA,22.40930304,23.71300585,NA,NA,12.58214229,26.76421781,NA,-20.91555842,16.1334027,24.32766667,16.86511111,2.418694146,3.507459422,1,F,1998,Pierce Co.,Inland,47.2179,-122.6599,145,NA,NA,10/1/98,10
42,NM_1919,10.58291244,23.64536471,21.88845367,NA,25.65577709,11.90905669,26.32995522,NA,-14.98416015,15.94113159,27.53333333,11.63666667,2.450118228,3.562999659,1,M,1998,Pierce Co.,Inland,47.2179,-122.6599,154,NA,NA,10/5/98,10
40,NM_1917,9.904899275,22.61466976,24.9898119,NA,23.6131079,5.885112429,27.99969079,NA,-15.03551084,15.52627665,15.54,10.979,3.462444521,5.352227526,1,F,1998,Pierce Co.,Inland,47.2179,-122.6599,145,NA,NA,9/9/98,9
38,NM_1905,13.96204618,21.7128656,22.30162937,NA,23.44931912,14.86308703,27.43935642,NA,-3.757355832,15.41252575,28.33,11.95966667,2.207403867,3.134016137,1,M,1999,Pierce Co.,Inland,47.2179,-122.6599,170,NA,NA,7/21/99,7
22,BM_80771,NA,21.95654997,19.64423783,NA,11.34849427,10.220875,24.99494172,NA,-29.471875,15.20503007,26.891,10.83833333,2.496587727,3.645131796,NA,M,2004,Island,Inland,48.1742,-122.5281,NA,NA,NA,1/10/04,1
29,BM_80780,13.84179146,23.16074441,22.51208607,NA,24.1978369,17.5675,27.0094912,NA,-22.57329167,16.57466667,29.29633333,7.831666667,1.794998843,2.405114233,NA,F,2006,King,Inland,47.3486,-122.3244,NA,NA,NA,7/10/06,7
26,BM_80776,13.38510184,21.88332889,21.2483434,NA,21.01889518,11.80008333,26.13492101,NA,-31.4925,18.97241667,25.71966667,10.94433333,2.438794431,3.542985506,NA,F,2006,Kitsap,Inland,47.5958,-122.5058,NA,NA,NA,7/14/06,7
24,BM_80773,15.01376976,19.70325515,26.99023797,NA,24.10649012,11.99954553,26.10441796,NA,NA,14.22407259,24.383,7.808,2.408535845,3.489505215,1,F,2007,Pacific,Coastal,46.4913,-124.0501,NA,NA,NA,6/26/07,6
23,BM_80772,12.70969713,21.21378115,17.98875427,NA,22.64773557,11.41245017,27.21916125,NA,-21.22917955,17.68381701,25.19966667,8.266666667,2.632461984,3.885281645,NA,F,2007,Skagit,Inland,48.5369,-122.5283,NA,NA,NA,4/21/07,4
27,BM_80777,12.89827148,22.29341724,24.05227978,NA,24.28376389,11.43165893,28.14413316,NA,-24.2956701,15.56156787,20.058,8.088888889,2.751641346,4.095924239,NA,M,2007,Grays Harbor,Coastal,46.81,-124.0933,NA,NA,NA,8/13/07,8
30,BM_80782,12.86621671,21.97383333,19.47616667,NA,21.714375,10.74410739,28.85783333,NA,-9.285160223,15.871,24.71133333,11.056,2.936016572,4.421796731,NA,M,2007,Snohomish,Inland,47.8103,-122.377,NA,NA,NA,6/8/07,6
31,BM_81078,13.66910567,20.46467612,19.95070017,NA,23.2397805,10.25948625,24.65756486,NA,-24.73858033,20.43976503,18.77566667,8.845,2.447115606,3.5576927,1,,2008,Clallam,Inland,48.0946,-122.9153,NA,NA,NA,8/29/08,8
28,BM_80778,12.9354642,22.32636655,20.46448683,NA,24.24618199,10.78815292,29.57097451,NA,-10.96455241,15.08822251,22.30833333,7.725333333,3.024055473,4.57740037,NA,F,2008,Grays Harbor,Coastal,46.9734,-124.1559,NA,NA,NA,1/16/08,1
32,BM_81979,9.430580756,21.99982904,17.15345447,NA,25.24008462,13.84189261,26.39897809,NA,-20.04721349,21.74518256,21.955,16.264,2.204879669,3.129554763,1,M,2011,Kitsap,Inland,47.5972,-122.3486,154,NA,NA,2/8/11,2
37,BM_82685,13.13634542,22.70120162,19.27534526,NA,26.25033796,11.95434708,27.51280504,NA,-28.63511426,22.26661082,28.64033333,13.79638889,2.5997971,3.827548363,NA,,2012,Whatcom,Inland,47.097241,-122.705579,99,NA,NA,,NA
63,NM_2233,13.83663688,24.05547425,21.08422358,NA,22.53326077,14.32697832,25.57555802,NA,-10.67557149,14.73799741,29.15066667,14.244,2.032707856,2.825251095,1,M,2013,Pierce County,Inland,47.378484,-122.625431,NA,NA,NA,7/3/13,7
64,NM_2234,15.54098714,24.09619775,23.48808933,NA,22.80199658,11.6237319,26.04870733,NA,-30.94316363,14.83303763,27.102,9.373666667,2.450654662,3.563947774,1,F,2013,King County,Inland,47.579966,-122.409659,NA,NA,NA,7/15/13,7
62,NM_2232,18.06113347,24.69064358,20.99145626,NA,23.32625629,12.05602983,28.27049167,NA,-17.47400636,14.6139983,27.28266667,10.485,2.686113401,3.980107407,1,F,2013,King County,Inland,47.689483,-122.40326,NA,NA,NA,6/11/13,6
65,NM_2235,13.59101517,23.94611664,19.93516563,NA,22.39640238,10.2722802,26.67402842,NA,-4.757630255,14.41365349,26.377,9.353,2.710756345,4.023662378,1,F,2013,Kitsap County,Inland,47.720204,-122.79073,NA,NA,NA,7/26/13,7
61,NM_2231,11.22227932,21.07821306,22.14672432,NA,22.86450803,12.11708677,34.52881579,NA,-24.57717053,12.81472079,22.69233333,34.31066667,3.501543292,5.421332331,1,F,2013,Pierce County,Inland,47.320554,-122.574221,NA,NA,NA,5/18/13,5
66,NM_2236,12.18072765,23.56414387,9.765487271,NA,20.72850888,13.86935583,26.1108804,NA,-17.09781291,13.8505074,27.38533333,30.71866667,2.163358496,3.056168505,1,,2014,Pierce County,Inland,47.2179,-122.6599,NA,NA,NA,6/1/14,6
33,BM_82369,14.49369137,21.65282216,20.35101289,NA,22.17583033,13.15763832,26.21867354,NA,-15.38126503,16.50566667,28.93633333,8.938666667,2.271188845,3.246752378,NA,F,2014,Yakutat,SE AK,59.9326,-139.5983,135,NA,NA,5/25/14,5
36,BM_82372,NA,20.96539681,23.83214979,NA,20.49127508,7.970988813,24.50919924,NA,-29.07846825,15.88022222,28.99311111,6.927,2.728711898,4.055397774,NA,F,2014,Yakutat,SE AK,59.9342,-139.6176,122,NA,NA,5/25/14,5
34,BM_82370,17.31790775,23.03139884,22.30477599,NA,19.56792472,9.226383591,26.20408033,NA,-32.39414648,16.93574076,27.81566667,12.0655,2.786539044,4.157603892,NA,F,2014,Yakutat,SE AK,59.5278,-139.7673,111,NA,NA,5/25/14,5
35,BM_82371,20.33305956,22.23810982,23.83171148,NA,21.59402577,8.391690292,27.61451103,NA,-27.78653823,21.08227463,29.61066667,11.679,3.081950096,4.679725752,NA,F,2014,Yakutat,SE AK,59.9385,-139.6076,118,NA,NA,5/25/14,5
129,SM_25896,12.13868449,23.32814304,25.1256555,NA,14.35289347,12.52489691,30.96695146,NA,-3.765232388,18.665,27.6465,9.583333333,2.979217704,4.498152222,NA,F,NA,Coastal,Coastal,46.703882,-123.971109,NA,NA,NA,,NA
