"","Year","MEI","ONI","PDO","NOI","NPGO","up.GOA1.an","up.GOA1.wi","up.GOA1.su","up.GOA1.sp","up.GOA1.au","up.GOA2.an","up.GOA2.wi","up.GOA2.su","up.GOA2.sp","up.GOA2.au","GOA.SST.An","GOA.SST.Sp","GOA.SST.Su","GOA.SST.Wi","GOA.SST.Au","Dis.Annual","Dis.High","Dis.Low","up.SE1.an","up.SE1.wi","up.SE1.su","up.SE1.sp","up.SE1.au","up.SE2.an","up.SE2.wi","up.SE2.su","up.SE2.sp","up.SE2.au","SE.SST.An","SE.SST.Sp","SE.SST.Su","SE.SST.Wi","SE.SST.Au","EBS.SST.An","EBS.SST.Sp","EBS.SST.Su","EBS.SST.Wi","EBS.SST.Au","Kusk.Dis.An","Kusk.Dis.high","Kusk.Dis.low","U","V","UR","VR"
"11",1960,-0.278333333333333,0.0683333333333333,0.0575,0.7945,0.747741666666667,1.84582669049833,4.65396035015752,1.09861228866811,-1.6094379124341,2.79320800944252,1.68948062010764,4.49980967033027,-1.09861228866811,-1.54044504094715,2.81341071676004,0.291046526069949,0.485146194755208,0.151953131019274,0.404816421061107,0.122270357444208,0.124128053441019,0.0687258710852472,0.148172994157123,-1.15267950993839,3.49650756146648,-1.09861228866811,-1.73460105538811,-2.33537491581704,1.70474809223843,4.68213122712422,-1.20397280432594,0,2.15948424935337,0.657215545868729,0.733280094417579,0.647998190960717,0.682631169080266,0.564952729016351,0.137882177495485,0.158422090329002,0.282587895026575,0.106493099800199,0.00402562482616586,0.124723544241533,0.105781794725106,0.211000227046327,-3.480672325,-3.284468285,-4.783676801,0.138737208
"12",1961,-0.276083333333333,-0.0166666666666667,-0.8175,1.51208333333333,0.970683333333333,-1.44691898293633,3.63758615972639,1.79175946922805,-0.693147180559945,-2.23359222150709,-2.08980432871538,3.17805383034795,1.79175946922805,-0.510825623765991,-2.83321334405622,0.516546354726454,1.14081270501928,0.393619289059608,0.62348329244986,-0.0917298676229317,0.163479983413968,0.140594291070897,0.17666141410062,-2.01490302054226,-4.67282883446191,2.30258509299405,-2.03688192726104,3.83586164446258,0.916290731874155,-3.36729582998647,2.15948424935337,-1.46633706879343,3.99513791213865,0.761382212535404,1.15461340740589,0.949998236737084,0.794964466809756,0.145952739188891,0.104632132153735,0.396422110713789,-0.425412288078896,0.116826447865814,0.330692258114233,0.164234790236893,-0.388731219203404,0.496938262123496,-1.568607726,-2.803591234,-3.091611534,-0.873265213
"13",1962,-0.755916666666667,-0.215,-1.15833333333333,1.32983333333333,-0.093425,1.64222773525709,3.68887945411394,0.510825623765991,-1.94591014905531,-2.94443897916644,-0.810930216216329,2.07944154167984,1.09861228866811,-2.42774823594805,-3.36729582998647,0.251546369031563,0.0941459239117046,0.150286108314141,0.343483241587228,0.418270202313181,-0.0993614126301914,0.0214435261541848,-0.140378741722971,1.07044141170141,4.02535169073515,0.510825623765991,-2.63905732961526,-3.13549421592915,2.26002547857525,4.35670882668959,1.09861228866811,-2.15948424935337,-2.75153531304195,0.760548939601437,0.587946645371765,0.983331697226985,0.584964587608505,0.885952828198491,-0.0595345151662552,-0.25357790518078,-0.0020789611033889,0.343493104499032,-0.325974298879884,0.18710868599195,0.29443713760911,0.102146049914273,-1.404272131,-0.801431748,-1.55966817,0.426272522
"14",1963,0.0439166666666667,0.6575,-0.685833333333333,-0.561333333333333,-0.234733333333333,-0.287682072451781,4.92725368515721,0,2.26868354131836,-3.93182563272433,-1.84582669049833,4.54329478227,0,2.26868354131836,-3.92526823217817,0.649796432291969,0.377146075228028,0.456952800412141,0.883483362385981,0.881603491141728,-0.0915200249589354,-0.03818265207458,-0.105751275618495,-2.79320800944252,4.45434729625351,-2.97892515523761,2.33537491581704,-4.14841178349238,-1.55814461804655,5.20948615284142,-2.484906649788,2.07944154167984,-4.07187170637004,1.173798829611,1.12794676617053,1.26333143019818,1.23163111440294,1.07228600767236,-0.167034559329574,0.1097554715646,-0.595412364372842,0.0834930910631516,-0.265974435573204,0.448895128515419,0.410251239102744,0.59172868411703,-2.234860897,-3.075311405,-3.754858844,-0.594288254
"15",1964,-0.77975,-0.341666666666667,-0.77,2.30783333333333,0.544125,0.773189888233482,3.29583686600433,-1.09861228866811,1.38629436111989,-3.3322045101752,-1.22866541691631,0.693147180559945,-0.847297860387204,0.510825623765991,-3.44468249360189,0.2310463051354,0.168479114829671,-0.201380660077726,0.894816669016428,0.0622700967732275,-0.02183209574474,-0.00265217542846763,-0.0234270340342988,2.44956728334269,-1.09861228866811,1.20397280432594,2.4567357728213,3.07577498122753,2.11021320034659,3.29583686600433,1.94591014905531,2.19722457733622,-2.63905732961526,0.417215417122687,0.346613319667832,-0.0453354348327828,1.14596461685451,0.221619166801187,-0.35628456334171,0.348422122714194,-1.06407907681587,0.0664930870348709,-0.77597438630003,0.11737340487397,0.4492105289916,-0.290123625092651,-1.933794082,-3.159364628,-3.601407062,-0.866609244
"16",1965,0.689916666666667,0.900833333333333,-0.314166666666667,-0.486,-0.837208333333333,0.182321556793955,-4.56434819146784,2.36712361413162,2.30258509299405,1.54044504094715,0.45953232937844,-3.85014760171006,2.12026353620009,1.84582669049833,-0.510825623765991,-0.37012030081401,-0.652520825406739,-0.513047148725217,-0.336516745697113,0.0216035165730277,-0.280075778840864,0.0422486091787047,-0.418597314607664,2.38262780066758,-3.49650756146648,3.10608033072286,2.15948424935337,2.33537491581704,-0.0870113769896298,-4.64439089914137,2.90872089656436,1.09861228866811,1.09861228866811,-0.111951281333107,-0.465386637098924,-0.273335439919016,-0.105035628557674,0.395952580243183,-0.141201200186186,-0.0869112484482224,-0.638745735853145,-0.0865069001699971,0.247359083726622,0.221453623681267,0.0126387137511799,0.487412251679661,-1.065824526,-2.452203878,-2.487621741,-0.980318242
"17",1966,0.252833333333333,0.375,-0.459166666666667,-0.457083333333333,-0.95635,-2.87638551592142,-5.45958551414416,0,2.484906649788,-2.39789527279837,-2.80336038090653,-4.96284463025991,-0.287682072451781,2.19722457733622,-3.0122615755052,0.00404630704273767,-0.0525207618284522,-0.239714235008593,0.406816435048331,-0.0983962100403328,-0.123023484934153,0.00148784052771767,-0.165587147567042,2.01490302054226,-3.49650756146648,-2.15948424935337,0.980829253011726,3.66356164612965,-3.03254624667671,-5.46806014113513,-2.51230562397611,2.07944154167984,-2.51230562397611,0.229632169302166,0.00127990241117537,0.489998198590117,0.388297870079206,0.0389527061281676,0.172132173330612,0.326422088064027,-0.192078859378128,0.483493117512713,0.0706923471238392,-0.0144482276922435,-0.0133580664317119,0.00553467343552327,-1.872277447,-1.1597046,-2.143935066,0.503865092
"18",1967,-0.591,-0.306666666666667,-0.734166666666667,0.49425,-0.699741666666667,2.77778353911689,-1.6094379124341,-1.99243016469021,2.39789527279837,3.88499433304023,2.50552593699074,-3.29583686600433,-1.38629436111989,2.23359222150709,3.79173683955364,0.425713048413894,0.297479301749838,0.633619378069207,0.230149857391267,0.541603656445265,-0.0638144698378138,-0.412347120570935,0.0400208372067432,2.68557734525015,3.29583686600433,-3.3322045101752,3.32022831912849,3.9576335166802,2.65089178726226,-3.61091791264422,-2.87167962488401,2.94443897916644,4.17438726989564,0.567132185196728,0.454613280249299,0.983331379335517,0.218297952730979,0.612286128471114,1.01546554741862,1.58308882784572,1.44792116605318,0.296826432666629,0.734025763108943,0.3234222692661,0.466135918678665,0.24270052092762,-0.610050627,0.645849447,0.025313588,0.888055459
"19",1968,-0.3195,0.135,-0.403333333333333,0.148583333333333,-0.850616666666667,-1.34373474670109,3.73766961828337,-1.6094379124341,0.980829253011726,-2.51230562397611,-1.87180217690159,0,-1.89711998488588,0.510825623765991,-2.484906649788,0.636879827614128,0.798479388216307,1.10528603202021,0.481483411977044,0.16227047824295,-0.128232515052611,-0.071243187357183,-0.143850194174844,-2.66258782702545,4.57471097850338,-2.33537491581704,-1.99243016469021,-2.30258509299405,-3.30199073157871,4.80402104473326,-2.63905732961526,-1.29928298413026,-3.99513791213865,0.658882210945938,0.693280132564559,1.23799834354858,0.405964368899192,0.298285998771417,0.224548802178129,0.391755384919315,0.255921094845498,0.443159781914403,-0.192641052966697,-0.206875415889662,-0.00962793392051253,-0.505328249149963,-1.547774985,-2.20247502,-2.65182721,-0.462942834
"20",1969,0.5425,0.745,-0.0983333333333333,-1.74916666666667,-0.387633333333333,-2.78295150927533,-3.89182029811063,-0.980829253011726,-1.67397643357167,-3.72970144863419,-1.68948062010764,-2.83321334405622,-1.20397280432594,-0.693147180559945,-3.02852209637698,-0.0576202809457991,-0.372520774544109,-0.293047199587861,-0.0765167552338557,0.511603605582631,-0.0921567352126207,-0.197616732989371,-0.0522762210256946,-3.22882615572137,4.24849524204936,-2.12026353620009,-3.02852209637698,-4.56434819146784,-3.58583107821449,-3.66356164612965,-1.38629436111989,-2.83321334405622,-4.52178857704904,0.0755488378761733,0.00128006135690217,-0.320001903135182,-0.125035450538471,0.745952643821447,0.428798833018567,0.466422153231771,0.68125443580823,0.240159775338024,0.327358967696243,-0.197950875583871,-0.170399780133348,-0.225838914641871,-2.023549846,-0.990332884,-2.131136917,0.73059472
"21",1970,-0.529916666666667,-0.32,-0.3975,0.0158333333333333,0.06105,-1.87180217690159,-4.26267987704132,0.287682072451781,1.73460105538811,-2.90872089656436,-1.57553636075842,-4.29045944114839,0,1.46633706879343,-1.89711998488588,0.363963033790893,0.540479332267415,-0.343047390322694,0.983483425964264,0.274936767254587,-0.0808926930358069,0.0223833832294336,-0.114705598837237,1.76358859226136,2.70805020110221,0,-2.36712361413162,3.90533401727735,0.810930216216329,2.484906649788,-0.847297860387204,-0.287682072451781,2.89037175789616,0.467132201091308,0.437946867895772,-0.426668468076549,1.13496446045193,0.722285944094084,0.0679654824495572,0.279755485770374,-0.545412332583695,0.320159783483991,0.217358993127559,-0.153101281975568,-0.203995035503247,-0.126894368194291,-3.115263138,-3.738736732,-4.846509786,-0.440862406
"22",1971,-1.39758333333333,-0.94,-1.29083333333333,2.66933333333333,0.381983333333333,-2.31911439494526,-5.4510384535657,0.980829253011726,-0.847297860387204,3.70540875606515,-2.14006616349627,-5.2257466737132,1.09861228866811,-1.09861228866811,3.64631983969514,-0.690120373134316,-1.18918753657821,-1.05638083809698,-0.166516748876026,-0.348396368986049,-0.182705559888841,0.012333070147406,-0.256313292554854,2.77258872223978,4.04305126783455,1.46633706879343,-1.99243016469021,4.0943445622221,2.47092040781326,-3.36729582998647,1.29928298413026,-2.66258782702545,4.08317126162398,-0.304451197091881,-0.515386668888067,-0.366668684242748,-0.0317022062147414,-0.304047229021963,-0.562117861185444,-0.307244601133197,-1.33874554511828,-0.0265068804011238,-0.575974418089174,0.134791581152818,0.244872713718664,0.105290387630173,-1.107187059,-1.495679161,-1.840504355,-0.2747054
"23",1972,0.854166666666667,0.9275,-0.921666666666667,-0.2475,-0.6593,-1.99243016469021,4.04305126783455,0.510825623765991,1.29928298413026,3.17805383034795,-2.26868354131836,3.68887945411394,0.405465108108164,0.287682072451781,2.90872089656436,-0.902286980514224,-1.2515207230457,-0.754713942548459,-0.915183512181686,-0.687729744281053,-0.226533920304183,-0.419130563240969,-0.161433622551778,3.02042488614436,4.39444915467244,2.07944154167984,0.847297860387204,3.95124371858143,2.14006616349627,4.7361984483945,1.67397643357167,0.287682072451781,3.79173683955364,-0.526951203449713,-0.613386718479134,-0.205335282244882,-0.720702176968724,-0.568380636106113,-0.272117841590418,-0.0282445721653388,-0.457412193983032,0.0364931106780466,-0.63930771089135,0.215843522440405,0.459392705404863,0.00687650523699013,-0.071669894,-1.406457282,-1.045193749,-0.943837213
"24",1973,-0.446416666666667,-0.6175,-0.804166666666667,0.4115,0.126591666666667,1.01160091167848,3.85014760171006,1.89711998488588,-1.09861228866811,-2.85263142991332,1.57553636075842,1.79175946922805,0.510825623765991,-1.09861228866811,1.46633706879343,-0.467620307171833,-0.259187231402422,-0.779714196861592,-0.466516701192309,-0.365063099231006,-0.268237898050868,0.0319649548165746,-0.39455706810198,1.42711635564015,3.66356164612965,1.54044504094715,-3.16406758837321,2.85263142991332,2.00372971994414,4.68213122712422,1.6094379124341,-2.79320800944252,-0.510825623765991,-0.614534586374099,-0.488719868706998,-1.00000220831092,-0.375035609484188,-0.594380658994292,-0.268701198422882,-0.370244572344152,-0.758745621412229,0.0201597641124822,0.0340256359523692,-0.0167369666308463,0.09981383489575,-0.129196306674805,-1.757448083,-1.972901136,-2.637755228,-0.152348315
"25",1974,-1.16691666666667,-0.886666666666667,-0.336666666666667,1.62275,-0.00930833333333334,-1.54044504094715,-3.09104245335832,0.405465108108164,1.09861228866811,3.43398720448515,-1.12601126285622,-1.38629436111989,-0.510825623765991,0,3.34403896782221,0.0440463285004151,-0.282520780901939,0.616952647824274,-0.286516793380827,0.128270240460155,-0.0184925382143177,-0.279174512242463,0.0644516330761924,-0.916290731874155,4.48863636973214,2.23359222150709,-1.89711998488588,-3.55534806148941,1.34373474670109,4.4188406077966,1.73460105538811,-1.29928298413026,0,0.067215393280847,-0.0887199322852679,0.603331264894617,-0.278368955533182,0.032619196047218,0.130465513648863,0.3464220838917,0.401254543891318,0.0634930939937132,-0.289307667181277,-0.150223914463901,-0.114653616056406,-0.219232663895763,-1.442547244,-2.905851432,-3.074782191,-1.034712315
"26",1975,-1.28433333333333,-1.0525,-1.10166666666667,2.15716666666667,0.7985,1.42711635564015,4.26267987704132,-0.405465108108164,1.29928298413026,-2.63905732961526,1.55814461804655,3.97029191355212,0,0.510825623765991,-2.68557734525015,-0.446786993706717,-0.822520742754962,-0.393047263166126,-0.15985008856719,-0.411729880338589,-0.118905428848452,-0.0429790736022753,-0.141825769069088,1.73460105538811,3.3322045101752,-0.693147180559945,0.980829253011726,3.25809653802148,1.57553636075842,4.68213122712422,-0.980829253011726,-1.09861228866811,3.09104245335832,-0.675284633739927,-0.752053348270394,-0.913335465350315,-0.348368809303118,-0.68738091203588,-0.490367865101967,-0.263577899369328,-0.675412288078895,-0.106506930767049,-0.915974342192596,-0.0186222827692237,-0.0450998761099015,-0.018243620782556,-1.281669493,-2.925597634,-2.974987116,-1.162432736
"27",1976,-0.103583333333333,-0.0491666666666667,0.00833333333333333,0.7355,1.86320833333333,0.559615787935423,4.20469261939097,-2.36712361413162,-1.54044504094715,-2.42774823594805,1.96944064646551,3.97029191355212,-2.07944154167984,-0.980829253011726,2.42774823594805,-0.118120346431436,-0.438187450111736,0.0419525206676727,-0.255183346878146,0.178936890596468,0.140027833124963,0.0209715432856896,0.1840330058135,-2.73544917529032,-4.12713438504509,-3.120895416508,-3.23212105161822,-1.67397643357167,-1.44691898293633,2.39789527279837,-3.0122615755052,-2.77258872223978,-2.484906649788,-0.26361776362274,-0.400053270704881,-0.415335002500383,-0.284035688321268,0.0449529070355705,-0.279617887212807,-0.414911284826925,-0.567412327497432,-0.103506929654431,-0.0326410068724408,-0.25180757525251,-0.0396406539535121,-0.554738710102315,-1.297766585,-2.982530666,-3.026627212,-1.191308106
"28",1977,0.617,0.511666666666667,0.230833333333333,-0.0620833333333333,1.24926666666667,2.484906649788,3.87120101090789,0.693147180559945,0,-3.27083556379891,1.80555279136039,3.85014760171006,-1.09861228866811,0.847297860387204,-1.84582669049833,0.638963049685466,0.800479243257814,0.740286260902074,1.05014987010692,-0.0350631755249493,0.0742149758889141,-0.0132331269824881,0.108517216851423,-2.20644123244114,-1.09861228866811,1.94591014905531,-1.29928298413026,2.4567357728213,0.287682072451781,4.17438726989564,2.15948424935337,0,-0.510825623765991,0.443048904633391,0.604613375616743,0.343331671795685,1.13496461939765,-0.310714048276509,0.180465420485561,0.0397554265630937,0.874587584764528,0.0701597760334113,-0.262641105418787,0.0594997330985318,0.111049345892937,0.0659420649376017,-2.583480152,-4.470685908,-4.988048656,-1.334455988
"29",1978,0.11525,-0.0983333333333333,0.235833333333333,-0.654083333333333,0.504475,2.07944154167984,-1.38629436111989,0,2.4567357728213,3.97656152656572,2.54553127160443,2.89037175789616,1.09861228866811,2.30258509299405,3.97656152656572,0.0139631688947528,-0.0728538929828257,-0.266380558352493,0.19015005448396,0.204937072430371,-0.170956586627559,-0.00631838778170746,-0.230795189816538,-1.04145387482816,-3.87120101090789,-2.07944154167984,2.15948424935337,3.77658503453304,-1.76358859226136,-4.27666611901606,-1.54044504094715,2.19722457733622,4.04888218814534,-0.0703679419598355,0.164613159450565,-0.370002093870015,0.184964492241069,-0.261047325660963,0.528798882316575,0.66975543172883,0.537921318641075,0.410159774642636,0.497359004253759,-0.411860526299369,-0.735269490142024,-0.413789030652101,-3.47409468,-2.132114432,-3.96418848,0.948923334
"30",1979,0.521333333333333,0.250833333333333,0.335,-1.44816666666667,-0.737183333333333,-2.75153531304195,4.07753744390572,-2.12026353620009,1.46633706879343,3.53611669956153,-1.81915844341617,4.26267987704132,-2.07944154167984,1.09861228866811,3.3787245258101,0.213212953046474,-0.299187511146889,0.403619200050041,0.0501498701069272,0.698270253175817,-0.117250811157939,-0.188468858567932,-0.0880892730793921,0.693147180559945,3.52636052461616,-2.6149597780362,0.510825623765991,-2.07944154167984,-2.35137525716348,3.43398720448515,-2.56494935746154,1.29928298413026,3.0122615755052,0.0854655407824687,-0.302053221113814,0.246664699953218,-0.141702021837708,0.53895270612818,0.894632188380783,0.99642212462154,1.02458783907768,0.800159795106898,0.757358994717016,-0.0409719374763036,0.0676241780190008,-0.21322663983555,-3.593482477,-0.055423362,-2.580166063,2.501785593
"31",1980,0.554583333333333,0.253333333333333,0.6025,-1.08591666666667,-0.7491,-2.47793798047191,3.17805383034795,0,-2.66258782702545,-3.62877553004423,-1.96944064646551,2.07944154167984,1.09861228866811,-2.26868354131836,-3.47609868983527,0.0660464227552229,0.245145946799887,-0.241380621930793,0.124816688089914,0.135603678061885,0.0526430421351272,0.0879271290817005,0.0451641059260766,-3.06805293513362,3.8286413964891,2.19722457733622,-3.89182029811063,-3.70540875606515,-3.50405476710186,0,1.46633706879343,-3.76892216178747,-4.15888308335967,0.0122153662600759,0.0832799990501689,-0.285335523842349,0.162631029208032,0.0882859606244537,0.0303821654627989,0.0450887260012549,0.159254599840215,-0.160173572081872,0.0773589080915986,0.216737730380842,0.317411790933456,0.0518868334258773,-2.476209606,-2.952631422,-3.838770306,-0.336881097
