,years.x,Location.2,TP,Sample.ID,AA,TP.norm,Year,years.y,d13C.s,d13C.norm,years,PHE.mean,PHE.norm,X.x,Col.Dis.An,UpInAn.45.Winter,UpInAn.45.Spring,UpInAn.45.Summer,UpInAn.45.Autumn,UpInAn.45.Annual,TUMI.45,LUSI.45,MEI,ONI,PDO,WA.SST.Wi,WA.SST.Su,WA.SST.Sp,WA.SST.Au,WA.SST.An,Col.Dis.low,Col.Dis.high,NOI,Fras.Dis.high,Fras.Dis.low,Fras.Dis.an,Dis.Total,NPGO,X.y,Herring.Biomass,Chinook,Chum,Coho,HarborSeal,HatcherySmolts,HakeBiomass,EulachonLandings,WildProduction,allSmolt
441,1970,Inland,4.040656101,SM_15182,PRO,1.359265471,1971,1970,-12.36635533,0.859094313,1970,9.725371948,-0.947923155,93,0.206790996,2.978925155,-1.540445041,-2.662587827,40.33333333,2.327277706,0.036305936,0.132571772,-1.397583333,-0.94,-1.290833333,-0.623727803,0.466473235,-0.510569952,-0.785676339,-0.363375215,0.004755699,0.289110134,2.669333333,0.085894533,-0.003163058,0.047744723,0.245368692,0.381983333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,1970,Inland,NA,SM_15209,PRO,NA,1971,1970,-12.17425533,0.991528375,1970,NA,NA,93,0.206790996,2.978925155,-1.540445041,-2.662587827,40.33333333,2.327277706,0.036305936,0.132571772,-1.397583333,-0.94,-1.290833333,-0.623727803,0.466473235,-0.510569952,-0.785676339,-0.363375215,0.004755699,0.289110134,2.669333333,0.085894533,-0.003163058,0.047744723,0.245368692,0.381983333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,1970,Inland,2.830965718,SM_15210,PRO,-0.541849956,1971,1970,-11.20365533,1.660661647,1970,9.891491838,-0.882393853,93,0.206790996,2.978925155,-1.540445041,-2.662587827,40.33333333,2.327277706,0.036305936,0.132571772,-1.397583333,-0.94,-1.290833333,-0.623727803,0.466473235,-0.510569952,-0.785676339,-0.363375215,0.004755699,0.289110134,2.669333333,0.085894533,-0.003163058,0.047744723,0.245368692,0.381983333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,1970,Inland,2.198395186,RM_9802,VAL,0.06311428,1971,1970,-12.10305533,1.040613775,1970,12.36624135,0.093820437,93,0.206790996,2.978925155,-1.540445041,-2.662587827,40.33333333,2.327277706,0.036305936,0.132571772,-1.397583333,-0.94,-1.290833333,-0.623727803,0.466473235,-0.510569952,-0.785676339,-0.363375215,0.004755699,0.289110134,2.669333333,0.085894533,-0.003163058,0.047744723,0.245368692,0.381983333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,1970,Inland,2.406859477,RM_9874,VAL,0.488153077,1971,1970,-13.34025533,0.187686016,1970,11.51381038,-0.242437956,93,0.206790996,2.978925155,-1.540445041,-2.662587827,40.33333333,2.327277706,0.036305936,0.132571772,-1.397583333,-0.94,-1.290833333,-0.623727803,0.466473235,-0.510569952,-0.785676339,-0.363375215,0.004755699,0.289110134,2.669333333,0.085894533,-0.003163058,0.047744723,0.245368692,0.381983333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,1970,Inland,2.715633337,SM_15182,VAL,1.117713511,1971,1970,-12.36635533,0.859094313,1970,9.725371948,-0.947923155,93,0.206790996,2.978925155,-1.540445041,-2.662587827,40.33333333,2.327277706,0.036305936,0.132571772,-1.397583333,-0.94,-1.290833333,-0.623727803,0.466473235,-0.510569952,-0.785676339,-0.363375215,0.004755699,0.289110134,2.669333333,0.085894533,-0.003163058,0.047744723,0.245368692,0.381983333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,1970,Inland,NA,SM_15209,VAL,NA,1971,1970,-12.17425533,0.991528375,1970,NA,NA,93,0.206790996,2.978925155,-1.540445041,-2.662587827,40.33333333,2.327277706,0.036305936,0.132571772,-1.397583333,-0.94,-1.290833333,-0.623727803,0.466473235,-0.510569952,-0.785676339,-0.363375215,0.004755699,0.289110134,2.669333333,0.085894533,-0.003163058,0.047744723,0.245368692,0.381983333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,1970,Inland,2.66370776,SM_15210,VAL,1.011842217,1971,1970,-11.20365533,1.660661647,1970,9.891491838,-0.882393853,93,0.206790996,2.978925155,-1.540445041,-2.662587827,40.33333333,2.327277706,0.036305936,0.132571772,-1.397583333,-0.94,-1.290833333,-0.623727803,0.466473235,-0.510569952,-0.785676339,-0.363375215,0.004755699,0.289110134,2.669333333,0.085894533,-0.003163058,0.047744723,0.245368692,0.381983333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,1970,Inland,3.794669838,RM_9802,ALA,-0.43632984,1971,1970,-12.10305533,1.040613775,1970,12.36624135,0.093820437,93,0.206790996,2.978925155,-1.540445041,-2.662587827,40.33333333,2.327277706,0.036305936,0.132571772,-1.397583333,-0.94,-1.290833333,-0.623727803,0.466473235,-0.510569952,-0.785676339,-0.363375215,0.004755699,0.289110134,2.669333333,0.085894533,-0.003163058,0.047744723,0.245368692,0.381983333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,1970,Inland,5.014213418,RM_9874,ALA,0.735695221,1971,1970,-13.34025533,0.187686016,1970,11.51381038,-0.242437956,93,0.206790996,2.978925155,-1.540445041,-2.662587827,40.33333333,2.327277706,0.036305936,0.132571772,-1.397583333,-0.94,-1.290833333,-0.623727803,0.466473235,-0.510569952,-0.785676339,-0.363375215,0.004755699,0.289110134,2.669333333,0.085894533,-0.003163058,0.047744723,0.245368692,0.381983333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
763,1970,Inland,5.227009545,SM_15182,ALA,0.94019992,1971,1970,-12.36635533,0.859094313,1970,9.725371948,-0.947923155,93,0.206790996,2.978925155,-1.540445041,-2.662587827,40.33333333,2.327277706,0.036305936,0.132571772,-1.397583333,-0.94,-1.290833333,-0.623727803,0.466473235,-0.510569952,-0.785676339,-0.363375215,0.004755699,0.289110134,2.669333333,0.085894533,-0.003163058,0.047744723,0.245368692,0.381983333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
765,1970,Inland,NA,SM_15209,ALA,NA,1971,1970,-12.17425533,0.991528375,1970,NA,NA,93,0.206790996,2.978925155,-1.540445041,-2.662587827,40.33333333,2.327277706,0.036305936,0.132571772,-1.397583333,-0.94,-1.290833333,-0.623727803,0.466473235,-0.510569952,-0.785676339,-0.363375215,0.004755699,0.289110134,2.669333333,0.085894533,-0.003163058,0.047744723,0.245368692,0.381983333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
766,1970,Inland,4.853712121,SM_15210,ALA,0.581447726,1971,1970,-11.20365533,1.660661647,1970,9.891491838,-0.882393853,93,0.206790996,2.978925155,-1.540445041,-2.662587827,40.33333333,2.327277706,0.036305936,0.132571772,-1.397583333,-0.94,-1.290833333,-0.623727803,0.466473235,-0.510569952,-0.785676339,-0.363375215,0.004755699,0.289110134,2.669333333,0.085894533,-0.003163058,0.047744723,0.245368692,0.381983333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,1971,Inland,3.11957014,RM_7412,Glu,-1.12127564,1972,1971,-12.7551063,0.591088739,1971,14.73779601,1.02932746,94,0.275970877,1.098612289,0,-1.466337069,29.66666667,1.921812597,0.199626894,0.204768063,0.854166667,0.9275,-0.921666667,-1.053728108,0.072473182,-0.133903565,-0.815676708,-0.4827088,0.111904498,0.313885905,-0.2475,0.332454805,0.068563693,0.230710999,0.315967811,-0.6593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1971,Inland,4.674188544,SM_15204,Glu,1.269880024,1972,1971,-12.8056063,0.556273955,1971,10.73133333,-0.55110163,94,0.275970877,1.098612289,0,-1.466337069,29.66666667,1.921812597,0.199626894,0.204768063,0.854166667,0.9275,-0.921666667,-1.053728108,0.072473182,-0.133903565,-0.815676708,-0.4827088,0.111904498,0.313885905,-0.2475,0.332454805,0.068563693,0.230710999,0.315967811,-0.6593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,1971,Inland,3.605198067,RM_7412,ASP,0.07012123,1972,1971,-12.7551063,0.591088739,1971,14.73779601,1.02932746,94,0.275970877,1.098612289,0,-1.466337069,29.66666667,1.921812597,0.199626894,0.204768063,0.854166667,0.9275,-0.921666667,-1.053728108,0.072473182,-0.133903565,-0.815676708,-0.4827088,0.111904498,0.313885905,-0.2475,0.332454805,0.068563693,0.230710999,0.315967811,-0.6593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,1971,Inland,1.756443071,SM_15204,ASP,-1.074019165,1972,1971,-12.8056063,0.556273955,1971,10.73133333,-0.55110163,94,0.275970877,1.098612289,0,-1.466337069,29.66666667,1.921812597,0.199626894,0.204768063,0.854166667,0.9275,-0.921666667,-1.053728108,0.072473182,-0.133903565,-0.815676708,-0.4827088,0.111904498,0.313885905,-0.2475,0.332454805,0.068563693,0.230710999,0.315967811,-0.6593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,1971,Inland,2.447559195,RM_7412,PRO,-1.144400879,1972,1971,-12.7551063,0.591088739,1971,14.73779601,1.02932746,94,0.275970877,1.098612289,0,-1.466337069,29.66666667,1.921812597,0.199626894,0.204768063,0.854166667,0.9275,-0.921666667,-1.053728108,0.072473182,-0.133903565,-0.815676708,-0.4827088,0.111904498,0.313885905,-0.2475,0.332454805,0.068563693,0.230710999,0.315967811,-0.6593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,1971,Inland,3.592779233,SM_15204,PRO,0.655394765,1972,1971,-12.8056063,0.556273955,1971,10.73133333,-0.55110163,94,0.275970877,1.098612289,0,-1.466337069,29.66666667,1.921812597,0.199626894,0.204768063,0.854166667,0.9275,-0.921666667,-1.053728108,0.072473182,-0.133903565,-0.815676708,-0.4827088,0.111904498,0.313885905,-0.2475,0.332454805,0.068563693,0.230710999,0.315967811,-0.6593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,1971,Inland,1.617636664,RM_7412,VAL,-1.120996925,1972,1971,-12.7551063,0.591088739,1971,14.73779601,1.02932746,94,0.275970877,1.098612289,0,-1.466337069,29.66666667,1.921812597,0.199626894,0.204768063,0.854166667,0.9275,-0.921666667,-1.053728108,0.072473182,-0.133903565,-0.815676708,-0.4827088,0.111904498,0.313885905,-0.2475,0.332454805,0.068563693,0.230710999,0.315967811,-0.6593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
603,1971,Inland,2.927893972,SM_15204,VAL,1.550492691,1972,1971,-12.8056063,0.556273955,1971,10.73133333,-0.55110163,94,0.275970877,1.098612289,0,-1.466337069,29.66666667,1.921812597,0.199626894,0.204768063,0.854166667,0.9275,-0.921666667,-1.053728108,0.072473182,-0.133903565,-0.815676708,-0.4827088,0.111904498,0.313885905,-0.2475,0.332454805,0.068563693,0.230710999,0.315967811,-0.6593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,1971,Inland,2.492819308,RM_7412,ALA,-1.687454828,1972,1971,-12.7551063,0.591088739,1971,14.73779601,1.02932746,94,0.275970877,1.098612289,0,-1.466337069,29.66666667,1.921812597,0.199626894,0.204768063,0.854166667,0.9275,-0.921666667,-1.053728108,0.072473182,-0.133903565,-0.815676708,-0.4827088,0.111904498,0.313885905,-0.2475,0.332454805,0.068563693,0.230710999,0.315967811,-0.6593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
764,1971,Inland,4.747820996,SM_15204,ALA,0.479682562,1972,1971,-12.8056063,0.556273955,1971,10.73133333,-0.55110163,94,0.275970877,1.098612289,0,-1.466337069,29.66666667,1.921812597,0.199626894,0.204768063,0.854166667,0.9275,-0.921666667,-1.053728108,0.072473182,-0.133903565,-0.815676708,-0.4827088,0.111904498,0.313885905,-0.2475,0.332454805,0.068563693,0.230710999,0.315967811,-0.6593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,1972,Inland,4.083989351,SM_16043,Glu,0.362095748,1973,1972,-12.10933235,1.03628639,1972,11.92696435,-0.079461134,95,-0.314116737,-1.098612289,0.287682072,2.63905733,3,1.540445041,0.391071466,0.083246705,-0.446416667,-0.6175,-0.804166667,-0.007061168,-0.3735266,-0.010569952,-0.425343214,-0.204125234,-0.117609804,-0.758464617,0.4115,-0.081290365,-0.073893167,-0.081281645,-0.269231921,0.126591667,1,2.274638787,0.085911473,0.316645753,0.935635656,-2.234589114,NA,-0.119691793,NA,-0.777436647,-0.440632894
126,1972,Inland,NA,SM_16056,Glu,NA,1973,1972,-13.96213235,-0.241037045,1972,NA,NA,95,-0.314116737,-1.098612289,0.287682072,2.63905733,3,1.540445041,0.391071466,0.083246705,-0.446416667,-0.6175,-0.804166667,-0.007061168,-0.3735266,-0.010569952,-0.425343214,-0.204125234,-0.117609804,-0.758464617,0.4115,-0.081290365,-0.073893167,-0.081281645,-0.269231921,0.126591667,1,2.274638787,0.085911473,0.316645753,0.935635656,-2.234589114,NA,-0.119691793,NA,-0.777436647,-0.440632894
127,1972,Inland,4.827413391,SM_16062,Glu,1.505554874,1973,1972,-13.56353235,0.033758465,1972,9.599780069,-0.997465376,95,-0.314116737,-1.098612289,0.287682072,2.63905733,3,1.540445041,0.391071466,0.083246705,-0.446416667,-0.6175,-0.804166667,-0.007061168,-0.3735266,-0.010569952,-0.425343214,-0.204125234,-0.117609804,-0.758464617,0.4115,-0.081290365,-0.073893167,-0.081281645,-0.269231921,0.126591667,1,2.274638787,0.085911473,0.316645753,0.935635656,-2.234589114,NA,-0.119691793,NA,-0.777436647,-0.440632894
128,1972,Coastal,4.147702019,SM_16095,Glu,0.460092083,1973,1972,-15.39073235,-1.225916286,1972,8.932294719,-1.260768282,95,-0.314116737,-1.098612289,0.287682072,2.63905733,3,1.540445041,0.391071466,0.083246705,-0.446416667,-0.6175,-0.804166667,-0.007061168,-0.3735266,-0.010569952,-0.425343214,-0.204125234,-0.117609804,-0.758464617,0.4115,-0.081290365,-0.073893167,-0.081281645,-0.269231921,0.126591667,1,2.274638787,0.085911473,0.316645753,0.935635656,-2.234589114,NA,-0.119691793,NA,-0.777436647,-0.440632894
129,1972,Coastal,5.488482506,SM_16096,Glu,2.522344045,1973,1972,-13.80333235,-0.131560058,1972,7.736419923,-1.73250494,95,-0.314116737,-1.098612289,0.287682072,2.63905733,3,1.540445041,0.391071466,0.083246705,-0.446416667,-0.6175,-0.804166667,-0.007061168,-0.3735266,-0.010569952,-0.425343214,-0.204125234,-0.117609804,-0.758464617,0.4115,-0.081290365,-0.073893167,-0.081281645,-0.269231921,0.126591667,1,2.274638787,0.085911473,0.316645753,0.935635656,-2.234589114,NA,-0.119691793,NA,-0.777436647,-0.440632894
130,1972,Coastal,5.488482506,SM_16096,Glu,2.522344045,1973,1972,-13.80333235,-0.131560058,1972,7.736419923,-1.73250494,95,-0.314116737,-1.098612289,0.287682072,2.63905733,3,1.540445041,0.391071466,0.083246705,-0.446416667,-0.6175,-0.804166667,-0.007061168,-0.3735266,-0.010569952,-0.425343214,-0.204125234,-0.117609804,-0.758464617,0.4115,-0.081290365,-0.073893167,-0.081281645,-0.269231921,0.126591667,1,2.274638787,0.085911473,0.316645753,0.935635656,-2.234589114,NA,-0.119691793,NA,-0.777436647,-0.440632894
131,1972,Coastal,5.488482506,SM_16096,Glu,2.522344045,1973,1972,-14.08343235,-0.324661468,1972,7.736419923,-1.73250494,95,-0.314116737,-1.098612289,0.287682072,2.63905733,3,1.540445041,0.391071466,0.083246705,-0.446416667,-0.6175,-0.804166667,-0.007061168,-0.3735266,-0.010569952,-0.425343214,-0.204125234,-0.117609804,-0.758464617,0.4115,-0.081290365,-0.073893167,-0.081281645,-0.269231921,0.126591667,1,2.274638787,0.085911473,0.316645753,0.935635656,-2.234589114,NA,-0.119691793,NA,-0.777436647,-0.440632894
132,1972,Coastal,5.488482506,SM_16096,Glu,2.522344045,1973,1972,-14.08343235,-0.324661468,1972,7.736419923,-1.73250494,95,-0.314116737,-1.098612289,0.287682072,2.63905733,3,1.540445041,0.391071466,0.083246705,-0.446416667,-0.6175,-0.804166667,-0.007061168,-0.3735266,-0.010569952,-0.425343214,-0.204125234,-0.117609804,-0.758464617,0.4115,-0.081290365,-0.073893167,-0.081281645,-0.269231921,0.126591667,1,2.274638787,0.085911473,0.316645753,0.935635656,-2.234589114,NA,-0.119691793,NA,-0.777436647,-0.440632894
133,1972,Coastal,5.488482506,SM_16096,Glu,2.522344045,1973,1972,-13.80333235,-0.131560058,1972,7.736419923,-1.73250494,95,-0.314116737,-1.098612289,0.287682072,2.63905733,3,1.540445041,0.391071466,0.083246705,-0.446416667,-0.6175,-0.804166667,-0.007061168,-0.3735266,-0.010569952,-0.425343214,-0.204125234,-0.117609804,-0.758464617,0.4115,-0.081290365,-0.073893167,-0.081281645,-0.269231921,0.126591667,1,2.274638787,0.085911473,0.316645753,0.935635656,-2.234589114,NA,-0.119691793,NA,-0.777436647,-0.440632894
134,1972,Coastal,5.488482506,SM_16096,Glu,2.522344045,1973,1972,-13.80333235,-0.131560058,1972,7.736419923,-1.73250494,95,-0.314116737,-1.098612289,0.287682072,2.63905733,3,1.540445041,0.391071466,0.083246705,-0.446416667,-0.6175,-0.804166667,-0.007061168,-0.3735266,-0.010569952,-0.425343214,-0.204125234,-0.117609804,-0.758464617,0.4115,-0.081290365,-0.073893167,-0.081281645,-0.269231921,0.126591667,1,2.274638787,0.085911473,0.316645753,0.935635656,-2.234589114,NA,-0.119691793,NA,-0.777436647,-0.440632894
135,1972,Coastal,5.488482506,SM_16096,Glu,2.522344045,1973,1972,-14.08343235,-0.324661468,1972,7.736419923,-1.73250494,95,-0.314116737,-1.098612289,0.287682072,2.63905733,3,1.540445041,0.391071466,0.083246705,-0.446416667,-0.6175,-0.804166667,-0.007061168,-0.3735266,-0.010569952,-0.425343214,-0.204125234,-0.117609804,-0.758464617,0.4115,-0.081290365,-0.073893167,-0.081281645,-0.269231921,0.126591667,1,2.274638787,0.085911473,0.316645753,0.935635656,-2.234589114,NA,-0.119691793,NA,-0.777436647,-0.440632894
136,1972,Coastal,5.488482506,SM_16096,Glu,2.522344045,1973,1972,-14.08343235,-0.324661468,1972,7.736419923,-1.73250494,95,-0.314116737,-1.098612289,0.287682072,2.63905733,3,1.540445041,0.391071466,0.083246705,-0.446416667,-0.6175,-0.804166667,-0.007061168,-0.3735266,-0.010569952,-0.425343214,-0.204125234,-0.117609804,-0.758464617,0.4115,-0.081290365,-0.073893167,-0.081281645,-0.269231921,0.126591667,1,2.274638787,0.085911473,0.316645753,0.935635656,-2.234589114,NA,-0.119691793,NA,-0.777436647,-0.440632894
137,1972,Coastal,4.124617421,SM_16097,Glu,0.424585706,1973,1972,-11.84943235,1.215461887,1972,10.37299081,-0.692456982,95,-0.314116737,-1.098612289,0.287682072,2.63905733,3,1.540445041,0.391071466,0.083246705,-0.446416667,-0.6175,-0.804166667,-0.007061168,-0.3735266,-0.010569952,-0.425343214,-0.204125234,-0.117609804,-0.758464617,0.4115,-0.081290365,-0.073893167,-0.081281645,-0.269231921,0.126591667,1,2.274638787,0.085911473,0.316645753,0.935635656,-2.234589114,NA,-0.119691793,NA,-0.777436647,-0.440632894
285,1972,Inland,1.732419017,SM_16043,ASP,-1.08888695,1973,1972,-12.10933235,1.03628639,1972,11.92696435,-0.079461134,95,-0.314116737,-1.098612289,0.287682072,2.63905733,3,1.540445041,0.391071466,0.083246705,-0.446416667,-0.6175,-0.804166667,-0.007061168,-0.3735266,-0.010569952,-0.425343214,-0.204125234,-0.117609804,-0.758464617,0.4115,-0.081290365,-0.073893167,-0.081281645,-0.269231921,0.126591667,1,2.274638787,0.085911473,0.316645753,0.935635656,-2.234589114,NA,-0.119691793,NA,-0.777436647,-0.440632894
287,1972,Inland,NA,SM_16056,ASP,NA,1973,1972,-13.96213235,-0.241037045,1972,NA,NA,95,-0.314116737,-1.098612289,0.287682072,2.63905733,3,1.540445041,0.391071466,0.083246705,-0.446416667,-0.6175,-0.804166667,-0.007061168,-0.3735266,-0.010569952,-0.425343214,-0.204125234,-0.117609804,-0.758464617,0.4115,-0.081290365,-0.073893167,-0.081281645,-0.269231921,0.126591667,1,2.274638787,0.085911473,0.316645753,0.935635656,-2.234589114,NA,-0.119691793,NA,-0.777436647,-0.440632894
288,1972,Inland,2.165607852,SM_16062,ASP,-0.820799049,1973,1972,-13.56353235,0.033758465,1972,9.599780069,-0.997465376,95,-0.314116737,-1.098612289,0.287682072,2.63905733,3,1.540445041,0.391071466,0.083246705,-0.446416667,-0.6175,-0.804166667,-0.007061168,-0.3735266,-0.010569952,-0.425343214,-0.204125234,-0.117609804,-0.758464617,0.4115,-0.081290365,-0.073893167,-0.081281645,-0.269231921,0.126591667,1,2.274638787,0.085911473,0.316645753,0.935635656,-2.234589114,NA,-0.119691793,NA,-0.777436647,-0.440632894
289,1972,Coastal,5.537860078,SM_16095,ASP,1.266189223,1973,1972,-15.39073235,-1.225916286,1972,8.932294719,-1.260768282,95,-0.314116737,-1.098612289,0.287682072,2.63905733,3,1.540445041,0.391071466,0.083246705,-0.446416667,-0.6175,-0.804166667,-0.007061168,-0.3735266,-0.010569952,-0.425343214,-0.204125234,-0.117609804,-0.758464617,0.4115,-0.081290365,-0.073893167,-0.081281645,-0.269231921,0.126591667,1,2.274638787,0.085911473,0.316645753,0.935635656,-2.234589114,NA,-0.119691793,NA,-0.777436647,-0.440632894
290,1972,Coastal,1.908171912,SM_16096,ASP,-0.980118623,1973,1972,-13.80333235,-0.131560058,1972,7.736419923,-1.73250494,95,-0.314116737,-1.098612289,0.287682072,2.63905733,3,1.540445041,0.391071466,0.083246705,-0.446416667,-0.6175,-0.804166667,-0.007061168,-0.3735266,-0.010569952,-0.425343214,-0.204125234,-0.117609804,-0.758464617,0.4115,-0.081290365,-0.073893167,-0.081281645,-0.269231921,0.126591667,1,2.274638787,0.085911473,0.316645753,0.935635656,-2.234589114,NA,-0.119691793,NA,-0.777436647,-0.440632894
291,1972,Coastal,1.908171912,SM_16096,ASP,-0.980118623,1973,1972,-13.80333235,-0.131560058,1972,7.736419923,-1.73250494,95,-0.314116737,-1.098612289,0.287682072,2.63905733,3,1.540445041,0.391071466,0.083246705,-0.446416667,-0.6175,-0.804166667,-0.007061168,-0.3735266,-0.010569952,-0.425343214,-0.204125234,-0.117609804,-0.758464617,0.4115,-0.081290365,-0.073893167,-0.081281645,-0.269231921,0.126591667,1,2.274638787,0.085911473,0.316645753,0.935635656,-2.234589114,NA,-0.119691793,NA,-0.777436647,-0.440632894
292,1972,Coastal,1.908171912,SM_16096,ASP,-0.980118623,1973,1972,-14.08343235,-0.324661468,1972,7.736419923,-1.73250494,95,-0.314116737,-1.098612289,0.287682072,2.63905733,3,1.540445041,0.391071466,0.083246705,-0.446416667,-0.6175,-0.804166667,-0.007061168,-0.3735266,-0.010569952,-0.425343214,-0.204125234,-0.117609804,-0.758464617,0.4115,-0.081290365,-0.073893167,-0.081281645,-0.269231921,0.126591667,1,2.274638787,0.085911473,0.316645753,0.935635656,-2.234589114,NA,-0.119691793,NA,-0.777436647,-0.440632894
293,1972,Coastal,1.908171912,SM_16096,ASP,-0.980118623,1973,1972,-14.08343235,-0.324661468,1972,7.736419923,-1.73250494,95,-0.314116737,-1.098612289,0.287682072,2.63905733,3,1.540445041,0.391071466,0.083246705,-0.446416667,-0.6175,-0.804166667,-0.007061168,-0.3735266,-0.010569952,-0.425343214,-0.204125234,-0.117609804,-0.758464617,0.4115,-0.081290365,-0.073893167,-0.081281645,-0.269231921,0.126591667,1,2.274638787,0.085911473,0.316645753,0.935635656,-2.234589114,NA,-0.119691793,NA,-0.777436647,-0.440632894
294,1972,Coastal,1.908171912,SM_16096,ASP,-0.980118623,1973,1972,-13.80333235,-0.131560058,1972,7.736419923,-1.73250494,95,-0.314116737,-1.098612289,0.287682072,2.63905733,3,1.540445041,0.391071466,0.083246705,-0.446416667,-0.6175,-0.804166667,-0.007061168,-0.3735266,-0.010569952,-0.425343214,-0.204125234,-0.117609804,-0.758464617,0.4115,-0.081290365,-0.073893167,-0.081281645,-0.269231921,0.126591667,1,2.274638787,0.085911473,0.316645753,0.935635656,-2.234589114,NA,-0.119691793,NA,-0.777436647,-0.440632894
295,1972,Coastal,1.908171912,SM_16096,ASP,-0.980118623,1973,1972,-13.80333235,-0.131560058,1972,7.736419923,-1.73250494,95,-0.314116737,-1.098612289,0.287682072,2.63905733,3,1.540445041,0.391071466,0.083246705,-0.446416667,-0.6175,-0.804166667,-0.007061168,-0.3735266,-0.010569952,-0.425343214,-0.204125234,-0.117609804,-0.758464617,0.4115,-0.081290365,-0.073893167,-0.081281645,-0.269231921,0.126591667,1,2.274638787,0.085911473,0.316645753,0.935635656,-2.234589114,NA,-0.119691793,NA,-0.777436647,-0.440632894
296,1972,Coastal,1.908171912,SM_16096,ASP,-0.980118623,1973,1972,-14.08343235,-0.324661468,1972,7.736419923,-1.73250494,95,-0.314116737,-1.098612289,0.287682072,2.63905733,3,1.540445041,0.391071466,0.083246705,-0.446416667,-0.6175,-0.804166667,-0.007061168,-0.3735266,-0.010569952,-0.425343214,-0.204125234,-0.117609804,-0.758464617,0.4115,-0.081290365,-0.073893167,-0.081281645,-0.269231921,0.126591667,1,2.274638787,0.085911473,0.316645753,0.935635656,-2.234589114,NA,-0.119691793,NA,-0.777436647,-0.440632894
297,1972,Coastal,1.908171912,SM_16096,ASP,-0.980118623,1973,1972,-14.08343235,-0.324661468,1972,7.736419923,-1.73250494,95,-0.314116737,-1.098612289,0.287682072,2.63905733,3,1.540445041,0.391071466,0.083246705,-0.446416667,-0.6175,-0.804166667,-0.007061168,-0.3735266,-0.010569952,-0.425343214,-0.204125234,-0.117609804,-0.758464617,0.4115,-0.081290365,-0.073893167,-0.081281645,-0.269231921,0.126591667,1,2.274638787,0.085911473,0.316645753,0.935635656,-2.234589114,NA,-0.119691793,NA,-0.777436647,-0.440632894
298,1972,Coastal,2.667234565,SM_16097,ASP,-0.510356948,1973,1972,-11.84943235,1.215461887,1972,10.37299081,-0.692456982,95,-0.314116737,-1.098612289,0.287682072,2.63905733,3,1.540445041,0.391071466,0.083246705,-0.446416667,-0.6175,-0.804166667,-0.007061168,-0.3735266,-0.010569952,-0.425343214,-0.204125234,-0.117609804,-0.758464617,0.4115,-0.081290365,-0.073893167,-0.081281645,-0.269231921,0.126591667,1,2.274638787,0.085911473,0.316645753,0.935635656,-2.234589114,NA,-0.119691793,NA,-0.777436647,-0.440632894
446,1972,Inland,3.070717703,SM_16043,PRO,-0.165062472,1973,1972,-12.10933235,1.03628639,1972,11.92696435,-0.079461134,95,-0.314116737,-1.098612289,0.287682072,2.63905733,3,1.540445041,0.391071466,0.083246705,-0.446416667,-0.6175,-0.804166667,-0.007061168,-0.3735266,-0.010569952,-0.425343214,-0.204125234,-0.117609804,-0.758464617,0.4115,-0.081290365,-0.073893167,-0.081281645,-0.269231921,0.126591667,1,2.274638787,0.085911473,0.316645753,0.935635656,-2.234589114,NA,-0.119691793,NA,-0.777436647,-0.440632894
448,1972,Inland,NA,SM_16056,PRO,NA,1973,1972,-13.96213235,-0.241037045,1972,NA,NA,95,-0.314116737,-1.098612289,0.287682072,2.63905733,3,1.540445041,0.391071466,0.083246705,-0.446416667,-0.6175,-0.804166667,-0.007061168,-0.3735266,-0.010569952,-0.425343214,-0.204125234,-0.117609804,-0.758464617,0.4115,-0.081290365,-0.073893167,-0.081281645,-0.269231921,0.126591667,1,2.274638787,0.085911473,0.316645753,0.935635656,-2.234589114,NA,-0.119691793,NA,-0.777436647,-0.440632894
